Substructure,Frequency1
C=CC(=O)O.cc(c)CC(=O)NCCS,1
C=CC(=O)O.cccCC(=O)NCCS,1
C=CC(=O)O.cc(c)C(N)C(=O)NCC,1
C=CC(=O)O.cccC(N)C(=O)NCC,1
C=CC(=O)O.ccc(c)CC(=O)NCC,1
C=CC(=O)O.ccccCC(=O)NCC,1
C=CN1C(=O)C(NC(=O)C(N)cc)C1S,1
C=CN1C(=O)C(NC(=O)Cc(c)c)C1S,1
C=CN1C(=O)C(NC(=O)Cccc)C1S,1
C=CN1CC(NC(=O)C(N)c(c)c)C1=O,1
C=CN1CC(NC(=O)C(N)ccc)C1=O,1
C=CN1CC(NC(=O)Cc(c)cc)C1=O,1
C=CN1CC(NC(=O)Ccccc)C1=O,1
C=CNC(=O)CNC(=O)C(N)c(c)cc,1
C=CNC(=O)CNC(=O)C(N)cccc,1
C=CNC(=O)CNC(=O)Cc(c)ccc,1
C=CNC(=O)CNC(=O)Cc(cc)cc,1
C=CNC(=O)CNC(=O)Cccccc,1
C=C.cc(c)C(N)C(=O)NCCS,1
C=C.cccC(N)C(=O)NCCS,1
C=C.ccc(c)CC(=O)NCCS,1
C=C.ccccCC(=O)NCCS,1
C=C.ccc(c)C(N)C(=O)NCC,1
C=C.ccccC(N)C(=O)NCC,1
C=C.cccc(c)CC(=O)NCC,1
C=C.ccc(cc)CC(=O)NCC,1
C=C.cccccCC(=O)NCC,1
CCSC1NC(=O)C1NC(=O)C(N)cc,1
CCSC1NC(=O)C1NC(=O)Cc(c)c,1
CCSC1NC(=O)C1NC(=O)Cccc,1
CCSCCNC(=O)C(N)c(c)c,1
CCSCCNC(=O)C(N)ccc,1
CCSCCNC(=O)Cc(c)cc,1
CCSCCNC(=O)Ccccc,1
cC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccCC(=O)NC1CN(CC(=O)O)C1=O,2
ccccC(N)C(=O)NCC(=O)NCC(=O)O,1
cccc(c)CC(=O)NCC(=O)NCC(=O)O,2
cccccCC(=O)NCC(=O)NCC(=O)O,2
CC(=O)O.ccC(N)C(=O)NCCSC,1
CC(=O)O.cc(c)CC(=O)NCCSC,1
CC(=O)O.cccCC(=O)NCCSC,1
CC(=O)O.cc(c)C(N)C(=O)NCCS,1
CC(=O)O.cccC(N)C(=O)NCCS,1
CC(=O)O.ccc(c)CC(=O)NCCS,1
CC(=O)O.ccccCC(=O)NCCS,1
CC(=O)O.ccc(c)C(N)C(=O)NCC,1
CC(=O)O.ccccC(N)C(=O)NCC,1
CC(=O)O.cccc(c)CC(=O)NCC,1
CC(=O)O.ccc(cc)CC(=O)NCC,1
CC(=O)O.cccccCC(=O)NCC,1
CN1C(=O)C(NC(=O)C(N)cc)C1SC,1
CN1C(=O)C(NC(=O)Cc(c)c)C1SC,1
CN1C(=O)C(NC(=O)Cccc)C1SC,1
CN1C(=O)C(NC(=O)C(N)c(c)c)C1S,1
CN1C(=O)C(NC(=O)C(N)ccc)C1S,1
CN1C(=O)C(NC(=O)Cc(c)cc)C1S,1
CN1C(=O)C(NC(=O)Ccccc)C1S,1
CN1CC(NC(=O)C(N)c(c)cc)C1=O,1
CN1CC(NC(=O)C(N)cccc)C1=O,1
CN1CC(NC(=O)Cc(c)ccc)C1=O,1
CN1CC(NC(=O)Cc(cc)cc)C1=O,1
CN1CC(NC(=O)Cccccc)C1=O,1
CNC(=O)CNC(=O)C(N)c(c)ccc,1
CNC(=O)CNC(=O)C(N)c(cc)cc,1
CNC(=O)CNC(=O)C(N)ccccc,1
CNC(=O)CNC(=O)Cc1ccccc1,2
C.cc(c)C(N)C(=O)NCCSC,1
C.cccC(N)C(=O)NCCSC,1
C.ccccC(N)C(=O)NCCS,1
C.cccc(c)C(N)C(=O)NCC,1
C.cccccC(N)C(=O)NCC,1
C.ccc(c)CC(=O)NCCSC,1
C.ccccCC(=O)NCCSC,1
C.cccc(c)CC(=O)NCCS,2
C.cccccCC(=O)NCCS,2
C.CCNC(=O)Cc1ccccc1,2
ccccC(N)C(=O)NC1C(=O)NC1S,1
cccc(c)C(N)C(=O)NC1CNC1=O,1
cccccC(N)C(=O)NC1CNC1=O,1
ccccCC(=O)NC1C(=O)NC1SC,2
cccc(c)CC(=O)NC1C(=O)NC1S,2
cccccCC(=O)NC1C(=O)NC1S,2
O=C(Cc1ccccc1)NC1CNC1=O,2
NC(=O)CNC(=O)C(N)c1ccccc1,1
ccccC(N)C(=O)NCCSC,1
cccc(c)C(N)C(=O)NCCS,1
cccccC(N)C(=O)NCCS,1
CCNC(=O)C(N)c1ccccc1,1
O=C(Cc1ccccc1)NCCS,2
cccccCC(=O)NCCSC,2
cccc(c)CC(=O)NCCSC,2
CC1=C(C(=O)O)N2C(=O)C(NC(=O)CN)C2SC1,1
cCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cC(N)C(=O)NCCSCC(C)=CC(=O)O,1
ccCC(=O)NCCSCC(C)=CC(=O)O,1
ccC(N)C(=O)NCC.CC(C)=CC(=O)O,1
cc(c)CC(=O)NCC.CC(C)=CC(=O)O,1
cccCC(=O)NCC.CC(C)=CC(=O)O,1
cC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
ccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccC(N)C(=O)NC1CN(C=C(C)C)C1=O,1
cc(c)CC(=O)NC1CN(C=C(C)C)C1=O,1
cccCC(=O)NC1CN(C=C(C)C)C1=O,1
ccC(N)C(=O)NCC(=O)NC=C(C)CS,1
cc(c)CC(=O)NCC(=O)NC=C(C)CS,1
cccCC(=O)NCC(=O)NC=C(C)CS,1
cc(c)C(N)C(=O)NCC(=O)NC=C(C)C,1
cccC(N)C(=O)NCC(=O)NC=C(C)C,1
ccc(c)CC(=O)NCC(=O)NC=C(C)C,1
ccccCC(=O)NCC(=O)NC=C(C)C,1
C=C(C)CSCCNC(=O)C(N)cc,1
C=C(C)CSCCNC(=O)Cc(c)c,1
C=C(C)CSCCNC(=O)Cccc,1
C=C(C)C.cc(c)C(N)C(=O)NCC,1
C=C(C)C.cccC(N)C(=O)NCC,1
C=C(C)C.ccc(c)CC(=O)NCC,1
C=C(C)C.ccccCC(=O)NCC,1
cC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cc(c)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
cccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
ccc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccC(N)C(=O)NCCS.CC=CC(=O)O,1
cc(c)CC(=O)NCCS.CC=CC(=O)O,1
cccCC(=O)NCCS.CC=CC(=O)O,1
cc(c)C(N)C(=O)NCC.CC=CC(=O)O,1
cccC(N)C(=O)NCC.CC=CC(=O)O,1
ccc(c)CC(=O)NCC.CC=CC(=O)O,1
ccccCC(=O)NCC.CC=CC(=O)O,1
ccC(N)C(=O)NC1C(=O)N(C=CC)C1S,1
cc(c)CC(=O)NC1C(=O)N(C=CC)C1S,1
cccCC(=O)NC1C(=O)N(C=CC)C1S,1
cc(c)C(N)C(=O)NC1CN(C=CC)C1=O,1
cccC(N)C(=O)NC1CN(C=CC)C1=O,1
ccc(c)CC(=O)NC1CN(C=CC)C1=O,1
ccccCC(=O)NC1CN(C=CC)C1=O,1
ccc(c)C(N)C(=O)NCC(=O)NC=CC,1
ccccC(N)C(=O)NCC(=O)NC=CC,1
cccc(c)CC(=O)NCC(=O)NC=CC,1
ccc(cc)CC(=O)NCC(=O)NC=CC,1
cccccCC(=O)NCC(=O)NC=CC,1
C=CC.cc(c)C(N)C(=O)NCCS,1
C=CC.cccC(N)C(=O)NCCS,1
C=CC.ccc(c)CC(=O)NCCS,1
C=CC.ccccCC(=O)NCCS,1
C=CC.ccc(c)C(N)C(=O)NCC,1
C=CC.ccccC(N)C(=O)NCC,1
C=CC.cccc(c)CC(=O)NCC,1
C=CC.ccc(cc)CC(=O)NCC,1
C=CC.cccccCC(=O)NCC,1
ccC(N)C(=O)NC1C(=O)NC1SCCC,1
cc(c)CC(=O)NC1C(=O)NC1SCCC,1
cccCC(=O)NC1C(=O)NC1SCCC,1
cc(c)C(N)C(=O)NCCSCCC,1
cccC(N)C(=O)NCCSCCC,1
ccc(c)CC(=O)NCCSCCC,1
ccccCC(=O)NCCSCCC,1
cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
cc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccC(N)C(=O)NCCSCC=CC(=O)O,1
cc(c)CC(=O)NCCSCC=CC(=O)O,1
cccCC(=O)NCCSCC=CC(=O)O,1
ccC(N)C(=O)NC1C(=O)N2C=CCSC12,1
cc(c)CC(=O)NC1C(=O)N2C=CCSC12,1
cccCC(=O)NC1C(=O)N2C=CCSC12,1
cc(c)C(N)C(=O)NCC(=O)NC=CCS,1
cccC(N)C(=O)NCC(=O)NC=CCS,1
ccc(c)CC(=O)NCC(=O)NC=CCS,1
ccccCC(=O)NCC(=O)NC=CCS,1
C=CCSCCNC(=O)C(N)c(c)c,1
C=CCSCCNC(=O)C(N)ccc,1
C=CCSCCNC(=O)Cc(c)cc,1
C=CCSCCNC(=O)Ccccc,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)c)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cccc)C1S,1
C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)c)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)C(N)ccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cc(c)cc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Ccccc)C1=O,1
C=C(NC(=O)CNC(=O)C(N)c(c)cc)C(=O)O,1
C=C(NC(=O)CNC(=O)C(N)cccc)C(=O)O,1
C=C(NC(=O)CNC(=O)Cc(c)ccc)C(=O)O,1
C=C(NC(=O)CNC(=O)Cc(cc)cc)C(=O)O,1
C=C(NC(=O)CNC(=O)Cccccc)C(=O)O,1
C=CC(=O)O.cc(c)C(N)C(=O)NCCS,1
C=CC(=O)O.cccC(N)C(=O)NCCS,1
C=CC(=O)O.ccc(c)CC(=O)NCCS,1
C=CC(=O)O.ccccCC(=O)NCCS,1
C=CC(=O)O.ccc(c)C(N)C(=O)NCC,1
C=CC(=O)O.ccccC(N)C(=O)NCC,1
C=CC(=O)O.cccc(c)CC(=O)NCC,1
C=CC(=O)O.ccc(cc)CC(=O)NCC,1
C=CC(=O)O.cccccCC(=O)NCC,1
C=CN1C(=O)C(NC(=O)C(N)c(c)c)C1S,1
C=CN1C(=O)C(NC(=O)C(N)ccc)C1S,1
C=CN1C(=O)C(NC(=O)Cc(c)cc)C1S,1
C=CN1C(=O)C(NC(=O)Ccccc)C1S,1
C=CN1CC(NC(=O)C(N)c(c)cc)C1=O,1
C=CN1CC(NC(=O)C(N)cccc)C1=O,1
C=CN1CC(NC(=O)Cc(c)ccc)C1=O,1
C=CN1CC(NC(=O)Cc(cc)cc)C1=O,1
C=CN1CC(NC(=O)Cccccc)C1=O,1
C=CNC(=O)CNC(=O)C(N)c(c)ccc,1
C=CNC(=O)CNC(=O)C(N)c(cc)cc,1
C=CNC(=O)CNC(=O)C(N)ccccc,1
C=CNC(=O)CNC(=O)Cc1ccccc1,1
C=C.ccc(c)C(N)C(=O)NCCS,1
C=C.ccccC(N)C(=O)NCCS,1
C=C.cccc(c)CC(=O)NCCS,1
C=C.ccc(cc)CC(=O)NCCS,1
C=C.cccccCC(=O)NCCS,1
C=C.cccc(c)C(N)C(=O)NCC,1
C=C.ccc(cc)C(N)C(=O)NCC,1
C=C.cccccC(N)C(=O)NCC,1
C=C.CCNC(=O)Cc1ccccc1,1
CCSC1NC(=O)C1NC(=O)C(N)c(c)c,1
CCSC1NC(=O)C1NC(=O)C(N)ccc,1
CCSC1NC(=O)C1NC(=O)Cc(c)cc,1
CCSC1NC(=O)C1NC(=O)Ccccc,1
CCSCCNC(=O)C(N)c(c)cc,1
CCSCCNC(=O)C(N)cccc,1
CCSCCNC(=O)Cc(c)ccc,1
CCSCCNC(=O)Cc(cc)cc,1
CCSCCNC(=O)Cccccc,1
ccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,2
ccccC(N)C(=O)NC1CN(CC(=O)O)C1=O,1
cccc(c)CC(=O)NC1CN(CC(=O)O)C1=O,2
cccccCC(=O)NC1CN(CC(=O)O)C1=O,2
cccc(c)C(N)C(=O)NCC(=O)NCC(=O)O,1
cccccC(N)C(=O)NCC(=O)NCC(=O)O,1
O=C(O)CNC(=O)CNC(=O)Cc1ccccc1,2
CC(=O)O.cc(c)C(N)C(=O)NCCSC,1
CC(=O)O.cccC(N)C(=O)NCCSC,1
CC(=O)O.ccc(c)CC(=O)NCCSC,1
CC(=O)O.ccccCC(=O)NCCSC,1
CC(=O)O.ccc(c)C(N)C(=O)NCCS,1
CC(=O)O.ccccC(N)C(=O)NCCS,1
CC(=O)O.cccc(c)CC(=O)NCCS,1
CC(=O)O.ccc(cc)CC(=O)NCCS,1
CC(=O)O.cccccCC(=O)NCCS,1
CC(=O)O.cccc(c)C(N)C(=O)NCC,1
CC(=O)O.ccc(cc)C(N)C(=O)NCC,1
CC(=O)O.cccccC(N)C(=O)NCC,1
CC(=O)O.CCNC(=O)Cc1ccccc1,1
CN1C(=O)C(NC(=O)C(N)c(c)c)C1SC,1
CN1C(=O)C(NC(=O)C(N)ccc)C1SC,1
CN1C(=O)C(NC(=O)Cc(c)cc)C1SC,1
CN1C(=O)C(NC(=O)Ccccc)C1SC,1
CN1C(=O)C(NC(=O)C(N)c(c)cc)C1S,1
CN1C(=O)C(NC(=O)C(N)cccc)C1S,1
CN1C(=O)C(NC(=O)Cc(c)ccc)C1S,1
CN1C(=O)C(NC(=O)Cc(cc)cc)C1S,1
CN1C(=O)C(NC(=O)Cccccc)C1S,1
CN1CC(NC(=O)C(N)c(c)ccc)C1=O,1
CN1CC(NC(=O)C(N)c(cc)cc)C1=O,1
CN1CC(NC(=O)C(N)ccccc)C1=O,1
CN1CC(NC(=O)Cc2ccccc2)C1=O,2
CNC(=O)CNC(=O)C(N)c1ccccc1,1
C.ccc(c)C(N)C(=O)NCCSC,1
C.ccccC(N)C(=O)NCCSC,1
C.cccc(c)C(N)C(=O)NCCS,1
C.cccccC(N)C(=O)NCCS,1
C.CCNC(=O)C(N)c1ccccc1,1
C.cccc(c)CC(=O)NCCSC,1
C.ccc(cc)CC(=O)NCCSC,1
C.cccccCC(=O)NCCSC,1
C.O=C(Cc1ccccc1)NCCS,2
ccccC(N)C(=O)NC1C(=O)NC1SC,1
cccc(c)C(N)C(=O)NC1C(=O)NC1S,1
cccccC(N)C(=O)NC1C(=O)NC1S,1
NC(C(=O)NC1CNC1=O)c1ccccc1,1
cccc(c)CC(=O)NC1C(=O)NC1SC,2
cccccCC(=O)NC1C(=O)NC1SC,2
O=C(Cc1ccccc1)NC1C(=O)NC1S,2
cccc(c)C(N)C(=O)NCCSC,1
cccccC(N)C(=O)NCCSC,1
NC(C(=O)NCCS)c1ccccc1,1
CSCCNC(=O)Cc1ccccc1,2
cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccC(N)C(=O)NCCSCC(C)=CC(=O)O,1
cc(c)CC(=O)NCCSCC(C)=CC(=O)O,1
cccCC(=O)NCCSCC(C)=CC(=O)O,1
cc(c)C(N)C(=O)NCC.CC(C)=CC(=O)O,1
cccC(N)C(=O)NCC.CC(C)=CC(=O)O,1
ccc(c)CC(=O)NCC.CC(C)=CC(=O)O,1
ccccCC(=O)NCC.CC(C)=CC(=O)O,1
ccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
cc(c)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
cccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
cc(c)C(N)C(=O)NC1CN(C=C(C)C)C1=O,1
cccC(N)C(=O)NC1CN(C=C(C)C)C1=O,1
ccc(c)CC(=O)NC1CN(C=C(C)C)C1=O,1
ccccCC(=O)NC1CN(C=C(C)C)C1=O,1
cc(c)C(N)C(=O)NCC(=O)NC=C(C)CS,1
cccC(N)C(=O)NCC(=O)NC=C(C)CS,1
ccc(c)CC(=O)NCC(=O)NC=C(C)CS,1
ccccCC(=O)NCC(=O)NC=C(C)CS,1
ccc(c)C(N)C(=O)NCC(=O)NC=C(C)C,1
ccccC(N)C(=O)NCC(=O)NC=C(C)C,1
cccc(c)CC(=O)NCC(=O)NC=C(C)C,1
ccc(cc)CC(=O)NCC(=O)NC=C(C)C,1
cccccCC(=O)NCC(=O)NC=C(C)C,1
C=C(C)CSCCNC(=O)C(N)c(c)c,1
C=C(C)CSCCNC(=O)C(N)ccc,1
C=C(C)CSCCNC(=O)Cc(c)cc,1
C=C(C)CSCCNC(=O)Ccccc,1
C=C(C)C.ccc(c)C(N)C(=O)NCC,1
C=C(C)C.ccccC(N)C(=O)NCC,1
C=C(C)C.cccc(c)CC(=O)NCC,1
C=C(C)C.ccc(cc)CC(=O)NCC,1
C=C(C)C.cccccCC(=O)NCC,1
ccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cc(c)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cc(c)C(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccc(c)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
ccccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
cccc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccc(cc)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
cccccCC(=O)NCC(=O)NC(=CC)C(=O)O,1
cc(c)C(N)C(=O)NCCS.CC=CC(=O)O,1
cccC(N)C(=O)NCCS.CC=CC(=O)O,1
ccc(c)CC(=O)NCCS.CC=CC(=O)O,1
ccccCC(=O)NCCS.CC=CC(=O)O,1
ccc(c)C(N)C(=O)NCC.CC=CC(=O)O,1
ccccC(N)C(=O)NCC.CC=CC(=O)O,1
cccc(c)CC(=O)NCC.CC=CC(=O)O,1
ccc(cc)CC(=O)NCC.CC=CC(=O)O,1
cccccCC(=O)NCC.CC=CC(=O)O,1
cc(c)C(N)C(=O)NC1C(=O)N(C=CC)C1S,1
cccC(N)C(=O)NC1C(=O)N(C=CC)C1S,1
ccc(c)CC(=O)NC1C(=O)N(C=CC)C1S,1
ccccCC(=O)NC1C(=O)N(C=CC)C1S,1
ccc(c)C(N)C(=O)NC1CN(C=CC)C1=O,1
ccccC(N)C(=O)NC1CN(C=CC)C1=O,1
cccc(c)CC(=O)NC1CN(C=CC)C1=O,1
ccc(cc)CC(=O)NC1CN(C=CC)C1=O,1
cccccCC(=O)NC1CN(C=CC)C1=O,1
cccc(c)C(N)C(=O)NCC(=O)NC=CC,1
ccc(cc)C(N)C(=O)NCC(=O)NC=CC,1
cccccC(N)C(=O)NCC(=O)NC=CC,1
CC=CNC(=O)CNC(=O)Cc1ccccc1,1
C=CC.ccc(c)C(N)C(=O)NCCS,1
C=CC.ccccC(N)C(=O)NCCS,1
C=CC.cccc(c)CC(=O)NCCS,1
C=CC.ccc(cc)CC(=O)NCCS,1
C=CC.cccccCC(=O)NCCS,1
C=CC.cccc(c)C(N)C(=O)NCC,1
C=CC.ccc(cc)C(N)C(=O)NCC,1
C=CC.cccccC(N)C(=O)NCC,1
C=CC.CCNC(=O)Cc1ccccc1,1
cc(c)C(N)C(=O)NC1C(=O)NC1SCCC,1
cccC(N)C(=O)NC1C(=O)NC1SCCC,1
ccc(c)CC(=O)NC1C(=O)NC1SCCC,1
ccccCC(=O)NC1C(=O)NC1SCCC,1
ccc(c)C(N)C(=O)NCCSCCC,1
ccccC(N)C(=O)NCCSCCC,1
cccc(c)CC(=O)NCCSCCC,1
ccc(cc)CC(=O)NCCSCCC,1
cccccCC(=O)NCCSCCC,1
ccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cc(c)C(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
cc(c)C(N)C(=O)NCCSCC=CC(=O)O,1
cccC(N)C(=O)NCCSCC=CC(=O)O,1
ccc(c)CC(=O)NCCSCC=CC(=O)O,1
ccccCC(=O)NCCSCC=CC(=O)O,1
cc(c)C(N)C(=O)NC1C(=O)N2C=CCSC12,1
cccC(N)C(=O)NC1C(=O)N2C=CCSC12,1
ccc(c)CC(=O)NC1C(=O)N2C=CCSC12,1
ccccCC(=O)NC1C(=O)N2C=CCSC12,1
ccc(c)C(N)C(=O)NCC(=O)NC=CCS,1
ccccC(N)C(=O)NCC(=O)NC=CCS,1
cccc(c)CC(=O)NCC(=O)NC=CCS,1
ccc(cc)CC(=O)NCC(=O)NC=CCS,1
cccccCC(=O)NCC(=O)NC=CCS,1
C=CCSCCNC(=O)C(N)c(c)cc,1
C=CCSCCNC(=O)C(N)cccc,1
C=CCSCCNC(=O)Cc(c)ccc,1
C=CCSCCNC(=O)Cc(cc)cc,1
C=CCSCCNC(=O)Cccccc,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c(c)c)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)ccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccccc)C1S,1
C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)cc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)C(N)cccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cc(c)ccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cc(cc)cc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cccccc)C1=O,1
C=C(NC(=O)CNC(=O)C(N)c(c)ccc)C(=O)O,1
C=C(NC(=O)CNC(=O)C(N)c(cc)cc)C(=O)O,1
C=C(NC(=O)CNC(=O)C(N)ccccc)C(=O)O,1
C=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,1
C=CC(=O)O.ccc(c)C(N)C(=O)NCCS,1
C=CC(=O)O.ccccC(N)C(=O)NCCS,1
C=CC(=O)O.cccc(c)CC(=O)NCCS,1
C=CC(=O)O.ccc(cc)CC(=O)NCCS,1
C=CC(=O)O.cccccCC(=O)NCCS,1
C=CC(=O)O.cccc(c)C(N)C(=O)NCC,1
C=CC(=O)O.ccc(cc)C(N)C(=O)NCC,1
C=CC(=O)O.cccccC(N)C(=O)NCC,1
C=CC(=O)O.CCNC(=O)Cc1ccccc1,1
C=CN1C(=O)C(NC(=O)C(N)c(c)cc)C1S,1
C=CN1C(=O)C(NC(=O)C(N)cccc)C1S,1
C=CN1C(=O)C(NC(=O)Cc(c)ccc)C1S,1
C=CN1C(=O)C(NC(=O)Cc(cc)cc)C1S,1
C=CN1C(=O)C(NC(=O)Cccccc)C1S,1
C=CN1CC(NC(=O)C(N)c(c)ccc)C1=O,1
C=CN1CC(NC(=O)C(N)c(cc)cc)C1=O,1
C=CN1CC(NC(=O)C(N)ccccc)C1=O,1
C=CN1CC(NC(=O)Cc2ccccc2)C1=O,1
C=CNC(=O)CNC(=O)C(N)c1ccccc1,1
C=C.cccc(c)C(N)C(=O)NCCS,1
C=C.ccc(cc)C(N)C(=O)NCCS,1
C=C.cccccC(N)C(=O)NCCS,1
C=C.O=C(Cc1ccccc1)NCCS,1
C=C.CCNC(=O)C(N)c1ccccc1,1
CCSC1NC(=O)C1NC(=O)C(N)c(c)cc,1
CCSC1NC(=O)C1NC(=O)C(N)cccc,1
CCSC1NC(=O)C1NC(=O)Cc(c)ccc,1
CCSC1NC(=O)C1NC(=O)Cc(cc)cc,1
CCSC1NC(=O)C1NC(=O)Cccccc,1
CCSCCNC(=O)C(N)c(c)ccc,1
CCSCCNC(=O)C(N)c(cc)cc,1
CCSCCNC(=O)C(N)ccccc,1
CCSCCNC(=O)Cc1ccccc1,2
cc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,1
cccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,2
cccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,2
cccc(c)C(N)C(=O)NC1CN(CC(=O)O)C1=O,1
cccccC(N)C(=O)NC1CN(CC(=O)O)C1=O,1
O=C(O)CN1CC(NC(=O)Cc2ccccc2)C1=O,2
NC(C(=O)NCC(=O)NCC(=O)O)c1ccccc1,1
CC(=O)O.ccc(c)C(N)C(=O)NCCSC,1
CC(=O)O.ccccC(N)C(=O)NCCSC,1
