Substructure,Frequency1
CCCN(C)CC(=O)NC(C)C1OCC(O)C(O)C1O,1
CCCN(C)CC(=O)NC(C)COC(CO)SC,1
CCCN(C)CC(=O)NC(C)COC(S)C(O)CO,1
CCCN(C)CC(=O)NCC(CO)OC(CO)SC,1
CCCN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O,1
CCCN(C)CC(=O)NCC(OCSC)C(O)CO,1
CCCN(C)CC(=O)NCCOC(SC)C(O)CO,1
CCCNCC(=O)NC(C(C)Cl)C(CO)OCS,1
CCCNCC(=O)NC(C(C)Cl)C(CO)OCCO,1
CCCNCC(=O)NC(C(C)Cl)C(OC)C(O)CO,1
CCCNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1
CCCNCC(=O)NC(COC(S)CO)C(C)Cl,1
CCCNCC(=O)NC(COCSC)C(C)Cl,1
CCCNCC(=O)NC(COCC(O)CO)C(C)Cl,1
CCCNCC(=O)NC(CC)C(CO)OC(S)CO,1
CCCNCC(=O)NC(CC)C(CO)OCSC,1
CCCNCC(=O)NC(CC)C(OCS)C(O)CO,1
CCCNCC(=O)NC(CC)C1OCC(O)C(O)C1O,1
CCCNCC(=O)NC(CC)COC(CO)SC,1
CCCNCC(=O)NC(CC)COC(S)C(O)CO,1
CCCNCC(=O)NC(CCl)C(CO)OC(S)CO,1
CCCNCC(=O)NC(CCl)C(CO)OCSC,1
CCCNCC(=O)NC(CCl)C(OCS)C(O)CO,1
CCCNCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1
CCCNCC(=O)NC(CCl)COC(CO)SC,1
CCCNCC(=O)NC(CCl)COC(S)C(O)CO,1
CCCNCC(=O)NC(C)C(CO)OC(CO)SC,1
CCCNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1
CCCNCC(=O)NC(C)C(OCSC)C(O)CO,1
CCCNCC(=O)NC(C)COC(SC)C(O)CO,1
CCCNCC(=O)NCC1OC(SC)C(O)C(O)C1O,1
COC(CO)C(NC(=O)C1CCCN1C)C(C)Cl,1
CC(Cl)C(NC(=O)C1CCCN1C)C(O)C(O)CO,1
CC(Cl)C(COCS)NC(=O)C1CCCN1C,1
CC(Cl)C(COCCO)NC(=O)C1CCCN1C,1
CCC(NC(=O)C1CCCN1C)C(CO)OCS,1
CCC(NC(=O)C1CCCN1C)C(CO)OCCO,1
CCC(NC(=O)C1CCCN1C)C(OC)C(O)CO,1
CCC(NC(=O)C1CCCN1C)C(O)C(O)C(O)CO,1
CCC(COC(S)CO)NC(=O)C1CCCN1C,1
CCC(COCSC)NC(=O)C1CCCN1C,1
CCC(COCC(O)CO)NC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NC(CCl)C(CO)OCS,1
CN1CCCC1C(=O)NC(CCl)C(CO)OCCO,1
COC(C(O)CO)C(CCl)NC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NC(CCl)C(O)C(O)C(O)CO,1
CN1CCCC1C(=O)NC(CCl)COC(S)CO,1
CSCOCC(CCl)NC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NC(CCl)COCC(O)CO,1
CC(NC(=O)C1CCCN1C)C(CO)OC(S)CO,1
CSCOC(CO)C(C)NC(=O)C1CCCN1C,1
CC(NC(=O)C1CCCN1C)C(OCS)C(O)CO,1
CC(NC(=O)C1CCCN1C)C1OCC(O)C(O)C1O,1
CSC(CO)OCC(C)NC(=O)C1CCCN1C,1
CC(COC(S)C(O)CO)NC(=O)C1CCCN1C,1
CSC(CO)OC(CO)CNC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NCC1OC(S)C(O)C(O)C1O,1
CSCOC(CNC(=O)C1CCCN1C)C(O)CO,1
CSC(OCCNC(=O)C1CCCN1C)C(O)CO,1
CC(Cl)C(NC(=O)C1CCCN1)C(CO)OCS,1
CC(Cl)C(NC(=O)C1CCCN1)C(CO)OCCO,1
COC(C(O)CO)C(NC(=O)C1CCCN1)C(C)Cl,1
CC(Cl)C(NC(=O)C1CCCN1)C(O)C(O)C(O)CO,1
CC(Cl)C(COC(S)CO)NC(=O)C1CCCN1,1
CSCOCC(NC(=O)C1CCCN1)C(C)Cl,1
CC(Cl)C(COCC(O)CO)NC(=O)C1CCCN1,1
CCC(NC(=O)C1CCCN1)C(CO)OC(S)CO,1
CCC(NC(=O)C1CCCN1)C(CO)OCSC,1
CCC(NC(=O)C1CCCN1)C(OCS)C(O)CO,1
CCC(NC(=O)C1CCCN1)C1OCC(O)C(O)C1O,1
CCC(COC(CO)SC)NC(=O)C1CCCN1,1
CCC(COC(S)C(O)CO)NC(=O)C1CCCN1,1
O=C(NC(CCl)C(CO)OC(S)CO)C1CCCN1,1
CSCOC(CO)C(CCl)NC(=O)C1CCCN1,1
O=C(NC(CCl)C(OCS)C(O)CO)C1CCCN1,1
O=C(NC(CCl)C1OCC(O)C(O)C1O)C1CCCN1,1
CSC(CO)OCC(CCl)NC(=O)C1CCCN1,1
O=C(NC(CCl)COC(S)C(O)CO)C1CCCN1,1
CSC(CO)OC(CO)C(C)NC(=O)C1CCCN1,1
CC(NC(=O)C1CCCN1)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(C)NC(=O)C1CCCN1,1
CSC(OCC(C)NC(=O)C1CCCN1)C(O)CO,1
CSC1OC(CNC(=O)C2CCCN2)C(O)C(O)C1O,1
CCC(NC)C(=O)NC(C(C)Cl)C(CO)OCS,1
CCC(NC)C(=O)NC(C(C)Cl)C(CO)OCCO,1
CCC(NC)C(=O)NC(C(C)Cl)C(OC)C(O)CO,1
CCC(NC)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1
CCC(NC)C(=O)NC(COC(S)CO)C(C)Cl,1
CCC(NC)C(=O)NC(COCSC)C(C)Cl,1
CCC(NC)C(=O)NC(COCC(O)CO)C(C)Cl,1
CCC(NC)C(=O)NC(CC)C(CO)OC(S)CO,1
CCC(NC)C(=O)NC(CC)C(CO)OCSC,1
CCC(NC)C(=O)NC(CC)C(OCS)C(O)CO,1
CCC(NC)C(=O)NC(CC)C1OCC(O)C(O)C1O,1
CCC(COC(CO)SC)NC(=O)C(CC)NC,1
CCC(COC(S)C(O)CO)NC(=O)C(CC)NC,1
CCC(NC)C(=O)NC(CCl)C(CO)OC(S)CO,1
CCC(NC)C(=O)NC(CCl)C(CO)OCSC,1
CCC(NC)C(=O)NC(CCl)C(OCS)C(O)CO,1
CCC(NC)C(=O)NC(CCl)C1OCC(O)C(O)C1O,1
CCC(NC)C(=O)NC(CCl)COC(CO)SC,1
CCC(NC)C(=O)NC(CCl)COC(S)C(O)CO,1
CCC(NC)C(=O)NC(C)C(CO)OC(CO)SC,1
CCC(NC)C(=O)NC(C)C1OC(S)C(O)C(O)C1O,1
CCC(NC)C(=O)NC(C)C(OCSC)C(O)CO,1
CCC(NC)C(=O)NC(C)COC(SC)C(O)CO,1
CCC(NC)C(=O)NCC1OC(SC)C(O)C(O)C1O,1
CCC(N)C(=O)NC(C(C)Cl)C(CO)OC(S)CO,1
CCC(N)C(=O)NC(C(C)Cl)C(CO)OCSC,1
CCC(N)C(=O)NC(C(C)Cl)C(OCS)C(O)CO,1
CCC(N)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1
CCC(N)C(=O)NC(COC(CO)SC)C(C)Cl,1
CCC(N)C(=O)NC(COC(S)C(O)CO)C(C)Cl,1
CCC(N)C(=O)NC(CC)C(CO)OC(CO)SC,1
CCC(N)C(=O)NC(CC)C1OC(S)C(O)C(O)C1O,1
CCC(N)C(=O)NC(CC)C(OCSC)C(O)CO,1
CCC(COC(SC)C(O)CO)NC(=O)C(N)CC,1
CCC(N)C(=O)NC(CCl)C(CO)OC(CO)SC,1
CCC(N)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1
CCC(N)C(=O)NC(CCl)C(OCSC)C(O)CO,1
CCC(N)C(=O)NC(CCl)COC(SC)C(O)CO,1
CCC(N)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O,1
CCCC(=O)NC(C(C)Cl)C(CO)OC(CO)SC,1
CCCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,1
CCCC(=O)NC(C(C)Cl)C(OCSC)C(O)CO,1
CCCC(=O)NC(COC(SC)C(O)CO)C(C)Cl,1
CCCC(=O)NC(CC)C1OC(SC)C(O)C(O)C1O,1
CCCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O,1
CCN(C)CC(=O)NC(C(C)Cl)C(CO)OCS,1
CCN(C)CC(=O)NC(C(C)Cl)C(CO)OCCO,1
CCN(C)CC(=O)NC(C(C)Cl)C(OC)C(O)CO,1
CCN(C)CC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1
CCN(C)CC(=O)NC(COC(S)CO)C(C)Cl,1
CCN(C)CC(=O)NC(COCSC)C(C)Cl,1
CCN(C)CC(=O)NC(COCC(O)CO)C(C)Cl,1
CCC(NC(=O)CN(C)CC)C(CO)OC(S)CO,1
CCC(NC(=O)CN(C)CC)C(CO)OCSC,1
CCC(NC(=O)CN(C)CC)C(OCS)C(O)CO,1
CCC(NC(=O)CN(C)CC)C1OCC(O)C(O)C1O,1
CCC(COC(CO)SC)NC(=O)CN(C)CC,1
CCC(COC(S)C(O)CO)NC(=O)CN(C)CC,1
CCN(C)CC(=O)NC(CCl)C(CO)OC(S)CO,1
CCN(C)CC(=O)NC(CCl)C(CO)OCSC,1
CCN(C)CC(=O)NC(CCl)C(OCS)C(O)CO,1
CCN(C)CC(=O)NC(CCl)C1OCC(O)C(O)C1O,1
CCN(C)CC(=O)NC(CCl)COC(CO)SC,1
CCN(C)CC(=O)NC(CCl)COC(S)C(O)CO,1
CCN(C)CC(=O)NC(C)C(CO)OC(CO)SC,1
CCN(C)CC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1
CCN(C)CC(=O)NC(C)C(OCSC)C(O)CO,1
CCN(C)CC(=O)NC(C)COC(SC)C(O)CO,1
CCN(C)CC(=O)NCC1OC(SC)C(O)C(O)C1O,1
CCNCC(=O)NC(C(C)Cl)C(CO)OC(S)CO,1
CCNCC(=O)NC(C(C)Cl)C(CO)OCSC,1
CCNCC(=O)NC(C(C)Cl)C(OCS)C(O)CO,1
CCNCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1
CCNCC(=O)NC(COC(CO)SC)C(C)Cl,1
CCNCC(=O)NC(COC(S)C(O)CO)C(C)Cl,1
CCNCC(=O)NC(CC)C(CO)OC(CO)SC,1
CCNCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O,1
CCNCC(=O)NC(CC)C(OCSC)C(O)CO,1
CCNCC(=O)NC(CC)COC(SC)C(O)CO,1
CCNCC(=O)NC(CCl)C(CO)OC(CO)SC,1
CCNCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1
CCNCC(=O)NC(CCl)C(OCSC)C(O)CO,1
CCNCC(=O)NC(CCl)COC(SC)C(O)CO,1
CCNCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O,1
CC(Cl)C(NC(=O)C(C)N(C)C)C(CO)OCS,1
CC(Cl)C(NC(=O)C(C)N(C)C)C(CO)OCCO,1
COC(C(O)CO)C(NC(=O)C(C)N(C)C)C(C)Cl,1
CC(Cl)C(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO,1
CC(Cl)C(COC(S)CO)NC(=O)C(C)N(C)C,1
CSCOCC(NC(=O)C(C)N(C)C)C(C)Cl,1
CC(Cl)C(COCC(O)CO)NC(=O)C(C)N(C)C,1
CCC(NC(=O)C(C)N(C)C)C(CO)OC(S)CO,1
CCC(NC(=O)C(C)N(C)C)C(CO)OCSC,1
CCC(NC(=O)C(C)N(C)C)C(OCS)C(O)CO,1
CCC(NC(=O)C(C)N(C)C)C1OCC(O)C(O)C1O,1
CCC(COC(CO)SC)NC(=O)C(C)N(C)C,1
CCC(COC(S)C(O)CO)NC(=O)C(C)N(C)C,1
CC(C(=O)NC(CCl)C(CO)OC(S)CO)N(C)C,1
CSCOC(CO)C(CCl)NC(=O)C(C)N(C)C,1
CC(C(=O)NC(CCl)C(OCS)C(O)CO)N(C)C,1
CC(C(=O)NC(CCl)C1OCC(O)C(O)C1O)N(C)C,1
CSC(CO)OCC(CCl)NC(=O)C(C)N(C)C,1
CC(C(=O)NC(CCl)COC(S)C(O)CO)N(C)C,1
CSC(CO)OC(CO)C(C)NC(=O)C(C)N(C)C,1
CC(NC(=O)C(C)N(C)C)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(C)NC(=O)C(C)N(C)C,1
CSC(OCC(C)NC(=O)C(C)N(C)C)C(O)CO,1
CSC1OC(CNC(=O)C(C)N(C)C)C(O)C(O)C1O,1
CNC(C)C(=O)NC(C(C)Cl)C(CO)OC(S)CO,1
CNC(C)C(=O)NC(C(C)Cl)C(CO)OCSC,1
CNC(C)C(=O)NC(C(C)Cl)C(OCS)C(O)CO,1
CNC(C)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1
CNC(C)C(=O)NC(COC(CO)SC)C(C)Cl,1
CNC(C)C(=O)NC(COC(S)C(O)CO)C(C)Cl,1
CCC(NC(=O)C(C)NC)C(CO)OC(CO)SC,1
CCC(NC(=O)C(C)NC)C1OC(S)C(O)C(O)C1O,1
CCC(NC(=O)C(C)NC)C(OCSC)C(O)CO,1
CCC(COC(SC)C(O)CO)NC(=O)C(C)NC,1
CNC(C)C(=O)NC(CCl)C(CO)OC(CO)SC,1
CNC(C)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1
CNC(C)C(=O)NC(CCl)C(OCSC)C(O)CO,1
CNC(C)C(=O)NC(CCl)COC(SC)C(O)CO,1
CNC(C)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O,1
CSC(CO)OC(CO)C(NC(=O)C(C)N)C(C)Cl,1
CC(N)C(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(NC(=O)C(C)N)C(C)Cl,1
CSC(OCC(NC(=O)C(C)N)C(C)Cl)C(O)CO,1
CCC(NC(=O)C(C)N)C1OC(SC)C(O)C(O)C1O,1
CSC1OC(C(CCl)NC(=O)C(C)N)C(O)C(O)C1O,1
CCC(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O,1
CC(Cl)C(NC(=O)CN(C)C)C(CO)OC(S)CO,1
CSCOC(CO)C(NC(=O)CN(C)C)C(C)Cl,1
CC(Cl)C(NC(=O)CN(C)C)C(OCS)C(O)CO,1
CC(Cl)C(NC(=O)CN(C)C)C1OCC(O)C(O)C1O,1
CSC(CO)OCC(NC(=O)CN(C)C)C(C)Cl,1
CC(Cl)C(COC(S)C(O)CO)NC(=O)CN(C)C,1
CCC(NC(=O)CN(C)C)C(CO)OC(CO)SC,1
CCC(NC(=O)CN(C)C)C1OC(S)C(O)C(O)C1O,1
CCC(NC(=O)CN(C)C)C(OCSC)C(O)CO,1
CCC(COC(SC)C(O)CO)NC(=O)CN(C)C,1
CSC(CO)OC(CO)C(CCl)NC(=O)CN(C)C,1
CN(C)CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(CCl)NC(=O)CN(C)C,1
CSC(OCC(CCl)NC(=O)CN(C)C)C(O)CO,1
CSC1OC(C(C)NC(=O)CN(C)C)C(O)C(O)C1O,1
CNCC(=O)NC(C(C)Cl)C(CO)OC(CO)SC,1
CNCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,1
CNCC(=O)NC(C(C)Cl)C(OCSC)C(O)CO,1
CNCC(=O)NC(COC(SC)C(O)CO)C(C)Cl,1
CCC(NC(=O)CNC)C1OC(SC)C(O)C(O)C1O,1
CNCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O,1
CSC1OC(C(NC(=O)CN)C(C)Cl)C(O)C(O)C1O,1
CCCC1CNC(C(=O)NC(C(C)Cl)C(O)CO)C1,1
CCCC1CNC(C(=O)NC(COC)C(C)Cl)C1,1
CCCC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1,1
CCCC1CNC(C(=O)NC(CC)C(CO)OC)C1,1
CCCC1CNC(C(=O)NC(CC)C(O)C(O)CO)C1,1
CCCC1CC(C(=O)NC(CC)C(O)CO)N(C)C1,1
CCCC1CNC(C(=O)NC(CC)COCS)C1,1
CCCC1CNC(C(=O)NC(CC)COCCO)C1,1
CCCC1CC(C(=O)NC(CC)COC)N(C)C1,1
CCCC1CNC(C(=O)NC(CCl)C(CO)OC)C1,1
CCCC1CNC(C(=O)NC(CCl)C(O)C(O)CO)C1,1
CCCC1CC(C(=O)NC(CCl)C(O)CO)N(C)C1,1
CCCC1CNC(C(=O)NC(CCl)COCS)C1,1
CCCC1CNC(C(=O)NC(CCl)COCCO)C1,1
CCCC1CC(C(=O)NC(CCl)COC)N(C)C1,1
CCCC1CNC(C(=O)NC(C)C(CO)OCS)C1,1
CCCC1CNC(C(=O)NC(C)C(CO)OCCO)C1,1
CCCC1CNC(C(=O)NC(C)C(OC)C(O)CO)C1,1
CCCC1CC(C(=O)NC(C)C(CO)OC)N(C)C1,1
CCCC1CNC(C(=O)NC(C)C(O)C(O)C(O)CO)C1,1
CCCC1CC(C(=O)NC(C)C(O)C(O)CO)N(C)C1,1
CCCC1CNC(C(=O)NC(C)COC(S)CO)C1,1
CCCC1CNC(C(=O)NC(C)COCSC)C1,1
CCCC1CC(C(=O)NC(C)COCS)N(C)C1,1
CCCC1CNC(C(=O)NC(C)COCC(O)CO)C1,1
CCCC1CC(C(=O)NC(C)COCCO)N(C)C1,1
CCCC1CNC(C(=O)NCC(CO)OC(S)CO)C1,1
CCCC1CNC(C(=O)NCC(CO)OCSC)C1,1
CCCC1CNC(C(=O)NCC(OCS)C(O)CO)C1,1
CCCC1CC(C(=O)NCC(CO)OCS)N(C)C1,1
CCCC1CNC(C(=O)NCC2OCC(O)C(O)C2O)C1,1
CCCC1CC(C(=O)NCC(CO)OCCO)N(C)C1,1
CCCC1CC(C(=O)NCC(OC)C(O)CO)N(C)C1,1
CCCC1CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C1,1
CCCC1CNC(C(=O)NCCOC(CO)SC)C1,1
CCCC1CNC(C(=O)NCCOC(S)C(O)CO)C1,1
CCCC1CC(C(=O)NCCOC(S)CO)N(C)C1,1
CCCC1CC(C(=O)NCCOCSC)N(C)C1,1
CCCC1CC(C(=O)NCCOCC(O)CO)N(C)C1,1
CCCC(C)CCC(=O)NC(C(C)Cl)C(CO)OC,1
CCCC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)CO,1
CCCC(C)CCC(=O)NC(COCS)C(C)Cl,1
CCCC(C)CCC(=O)NC(COCCO)C(C)Cl,1
CCCC(C)CCC(=O)NC(CC)C(CO)OCS,1
CCCC(C)CCC(=O)NC(CC)C(CO)OCCO,1
CCCC(C)CCC(=O)NC(CC)C(OC)C(O)CO,1
CCCC(C)CCC(=O)NC(CC)C(O)C(O)C(O)CO,1
CCCC(C)CCC(=O)NC(CC)COC(S)CO,1
CCCC(C)CCC(=O)NC(CC)COCSC,1
CCCC(C)CCC(=O)NC(CC)COCC(O)CO,1
CCCC(C)CCC(=O)NC(CCl)C(CO)OCS,1
CCCC(C)CCC(=O)NC(CCl)C(CO)OCCO,1
CCCC(C)CCC(=O)NC(CCl)C(OC)C(O)CO,1
CCCC(C)CCC(=O)NC(CCl)C(O)C(O)C(O)CO,1
CCCC(C)CCC(=O)NC(CCl)COC(S)CO,1
CCCC(C)CCC(=O)NC(CCl)COCSC,1
CCCC(C)CCC(=O)NC(CCl)COCC(O)CO,1
CCCC(C)CCC(=O)NC(C)C(CO)OC(S)CO,1
CCCC(C)CCC(=O)NC(C)C(CO)OCSC,1
CCCC(C)CCC(=O)NC(C)C(OCS)C(O)CO,1
CCCC(C)CCC(=O)NC(C)C1OCC(O)C(O)C1O,1
CCCC(C)CCC(=O)NC(C)COC(CO)SC,1
CCCC(C)CCC(=O)NC(C)COC(S)C(O)CO,1
CCCC(C)CCC(=O)NCC(CO)OC(CO)SC,1
CCCC(C)CCC(=O)NCC1OC(S)C(O)C(O)C1O,1
CCCC(C)CCC(=O)NCC(OCSC)C(O)CO,1
CCCC(C)CCC(=O)NCCOC(SC)C(O)CO,1
CCCCCC(N)C(=O)NC(C(C)Cl)C(CO)OC,1
CCCCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,1
CCCCCC(NC)C(=O)NC(C(C)Cl)C(O)CO,1
CCCCCC(N)C(=O)NC(COCS)C(C)Cl,1
CCCCCC(N)C(=O)NC(COCCO)C(C)Cl,1
CCCCCC(NC)C(=O)NC(COC)C(C)Cl,1
CCCCCC(N)C(=O)NC(CC)C(CO)OCS,1
CCCCCC(N)C(=O)NC(CC)C(CO)OCCO,1
CCCCCC(N)C(=O)NC(CC)C(OC)C(O)CO,1
CCCCCC(NC)C(=O)NC(CC)C(CO)OC,1
CCCCCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO,1
CCCCCC(NC)C(=O)NC(CC)C(O)C(O)CO,1
CCCCCC(N)C(=O)NC(CC)COC(S)CO,1
CCCCCC(N)C(=O)NC(CC)COCSC,1
CCCCCC(NC)C(=O)NC(CC)COCS,1
CCCCCC(N)C(=O)NC(CC)COCC(O)CO,1
CCCCCC(NC)C(=O)NC(CC)COCCO,1
CCCCCC(N)C(=O)NC(CCl)C(CO)OCS,1
CCCCCC(N)C(=O)NC(CCl)C(CO)OCCO,1
CCCCCC(N)C(=O)NC(CCl)C(OC)C(O)CO,1
CCCCCC(NC)C(=O)NC(CCl)C(CO)OC,1
CCCCCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,1
CCCCCC(NC)C(=O)NC(CCl)C(O)C(O)CO,1
CCCCCC(N)C(=O)NC(CCl)COC(S)CO,1
CCCCCC(N)C(=O)NC(CCl)COCSC,1
CCCCCC(NC)C(=O)NC(CCl)COCS,1
CCCCCC(N)C(=O)NC(CCl)COCC(O)CO,1
CCCCCC(NC)C(=O)NC(CCl)COCCO,1
CCCCCC(N)C(=O)NC(C)C(CO)OC(S)CO,1
CCCCCC(N)C(=O)NC(C)C(CO)OCSC,1
CCCCCC(N)C(=O)NC(C)C(OCS)C(O)CO,1
CCCCCC(NC)C(=O)NC(C)C(CO)OCS,1
CCCCCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,1
CCCCCC(NC)C(=O)NC(C)C(CO)OCCO,1
CCCCCC(NC)C(=O)NC(C)C(OC)C(O)CO,1
CCCCCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO,1
CCCCCC(N)C(=O)NC(C)COC(CO)SC,1
CCCCCC(N)C(=O)NC(C)COC(S)C(O)CO,1
CCCCCC(NC)C(=O)NC(C)COC(S)CO,1
CCCCCC(NC)C(=O)NC(C)COCSC,1
CCCCCC(NC)C(=O)NC(C)COCC(O)CO,1
CCCCCC(N)C(=O)NCC(CO)OC(CO)SC,1
CCCCCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,1
CCCCCC(NC)C(=O)NCC(CO)OC(S)CO,1
CCCCCC(N)C(=O)NCC(OCSC)C(O)CO,1
CCCCCC(NC)C(=O)NCC(CO)OCSC,1
CCCCCC(NC)C(=O)NCC(OCS)C(O)CO,1
CCCCCC(NC)C(=O)NCC1OCC(O)C(O)C1O,1
CCCCCC(N)C(=O)NCCOC(SC)C(O)CO,1
CCCCCC(NC)C(=O)NCCOC(CO)SC,1
CCCCCC(NC)C(=O)NCCOC(S)C(O)CO,1
CCCCCCC(=O)NC(C(C)Cl)C(CO)OCS,1
CCCCCCC(=O)NC(C(C)Cl)C(CO)OCCO,1
CCCCCCC(=O)NC(C(C)Cl)C(OC)C(O)CO,1
CCCCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1
CCCCCCC(=O)NC(COC(S)CO)C(C)Cl,1
CCCCCCC(=O)NC(COCSC)C(C)Cl,1
CCCCCCC(=O)NC(COCC(O)CO)C(C)Cl,1
CCCCCCC(=O)NC(CC)C(CO)OC(S)CO,1
CCCCCCC(=O)NC(CC)C(CO)OCSC,1
CCCCCCC(=O)NC(CC)C(OCS)C(O)CO,1
CCCCCCC(=O)NC(CC)C1OCC(O)C(O)C1O,1
CCCCCCC(=O)NC(CC)COC(CO)SC,1
CCCCCCC(=O)NC(CC)COC(S)C(O)CO,1
CCCCCCC(=O)NC(CCl)C(CO)OC(S)CO,1
CCCCCCC(=O)NC(CCl)C(CO)OCSC,1
CCCCCCC(=O)NC(CCl)C(OCS)C(O)CO,1
CCCCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1
CCCCCCC(=O)NC(CCl)COC(CO)SC,1
CCCCCCC(=O)NC(CCl)COC(S)C(O)CO,1
CCCCCCC(=O)NC(C)C(CO)OC(CO)SC,1
CCCCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1
CCCCCCC(=O)NC(C)C(OCSC)C(O)CO,1
CCCCCCC(=O)NC(C)COC(SC)C(O)CO,1
CCCCCCC(=O)NCC1OC(SC)C(O)C(O)C1O,1
CCCCCNCC(=O)NC(C(C)Cl)C(CO)OC,1
CCCCCNCC(=O)NC(C(C)Cl)C(O)C(O)CO,1
CCCCCN(C)CC(=O)NC(C(C)Cl)C(O)CO,1
CCCCCNCC(=O)NC(COCS)C(C)Cl,1
CCCCCNCC(=O)NC(COCCO)C(C)Cl,1
CCCCCN(C)CC(=O)NC(COC)C(C)Cl,1
CCCCCNCC(=O)NC(CC)C(CO)OCS,1
CCCCCNCC(=O)NC(CC)C(CO)OCCO,1
CCCCCNCC(=O)NC(CC)C(OC)C(O)CO,1
CCCCCN(C)CC(=O)NC(CC)C(CO)OC,1
CCCCCNCC(=O)NC(CC)C(O)C(O)C(O)CO,1
CCCCCN(C)CC(=O)NC(CC)C(O)C(O)CO,1
CCCCCNCC(=O)NC(CC)COC(S)CO,1
CCCCCNCC(=O)NC(CC)COCSC,1
CCCCCN(C)CC(=O)NC(CC)COCS,1
CCCCCNCC(=O)NC(CC)COCC(O)CO,1
CCCCCN(C)CC(=O)NC(CC)COCCO,1
CCCCCNCC(=O)NC(CCl)C(CO)OCS,1
CCCCCNCC(=O)NC(CCl)C(CO)OCCO,1
CCCCCNCC(=O)NC(CCl)C(OC)C(O)CO,1
CCCCCN(C)CC(=O)NC(CCl)C(CO)OC,1
CCCCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO,1
CCCCCN(C)CC(=O)NC(CCl)C(O)C(O)CO,1
CCCCCNCC(=O)NC(CCl)COC(S)CO,1
CCCCCNCC(=O)NC(CCl)COCSC,1
CCCCCN(C)CC(=O)NC(CCl)COCS,1
CCCCCNCC(=O)NC(CCl)COCC(O)CO,1
CCCCCN(C)CC(=O)NC(CCl)COCCO,1
CCCCCNCC(=O)NC(C)C(CO)OC(S)CO,1
CCCCCNCC(=O)NC(C)C(CO)OCSC,1
CCCCCNCC(=O)NC(C)C(OCS)C(O)CO,1
CCCCCN(C)CC(=O)NC(C)C(CO)OCS,1
CCCCCNCC(=O)NC(C)C1OCC(O)C(O)C1O,1
CCCCCN(C)CC(=O)NC(C)C(CO)OCCO,1
CCCCCN(C)CC(=O)NC(C)C(OC)C(O)CO,1
CCCCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO,1
CCCCCNCC(=O)NC(C)COC(CO)SC,1
CCCCCNCC(=O)NC(C)COC(S)C(O)CO,1
CCCCCN(C)CC(=O)NC(C)COC(S)CO,1
CCCCCN(C)CC(=O)NC(C)COCSC,1
CCCCCN(C)CC(=O)NC(C)COCC(O)CO,1
CCCCCNCC(=O)NCC(CO)OC(CO)SC,1
CCCCCNCC(=O)NCC1OC(S)C(O)C(O)C1O,1
