Substructure,Frequency1,OccurrenceList1
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]2[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18](=[O:19])[N:20]2[CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[N:20][CH:21]1[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[N:20][CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[N:20][CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[N:20][CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[N:20][CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[N:20][CH:21]1,1,"1,0,0,0"
[C:1]1[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)[N:20][CH:21]1,1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18]=[O:19])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[C:18]=[O:19])[CH:21],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[CH:21],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])=[O:19],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])=[O:19],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])=[O:19],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])=[O:19],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])=[O:19],1,"1,0,0,0"
[C:1]([S:3])[CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)=[O:19],1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[C:1][S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[N:20],1,"1,0,0,0"
[C:1][S:3][CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[C:18]=[O:19],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18]1=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21][N:20]1[CH:4][CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)[C:18]1=[O:19],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)=[O:19])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21][N:20][C:18]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)=[O:19],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21]([N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[C:22](=[O:23])[OH:24],1,"1,0,0,0"
[C:1][CH:21][N:20][CH:4][CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1,1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14][OH:15])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9][c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)[C:18](=[O:19])[N:20]1[CH:21],1,"1,0,0,0"
[S:3][CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]2[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]2)[C:18](=[O:19])[N:20]1,1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:17][cH:16][c:14]([cH:13])[OH:15])[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9][c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[N:20][CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[S:3][CH:4]([CH:5][NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]1[cH:12][cH:13][c:14]([OH:15])[cH:16][cH:17]1)[N:20][CH:21],1,"1,0,0,0"
[CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13][c:14][OH:15])[cH:17])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12][cH:13])[cH:17][cH:16])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11]([cH:12])[cH:17][cH:16][c:14][OH:15])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
[CH:4]1[CH:5]([NH:6][C:7](=[O:8])[CH:9]([NH2:10])[c:11][cH:12][cH:13][c:14]([OH:15])[cH:16])[C:18](=[O:19])[N:20]1[CH:21][C:22](=[O:23])[OH:24],1,"1,0,0,0"
