Substructure,Frequency1,OccurrenceList1
[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20][cH:19][cH:18][cH:17])[CH:21][S:22],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[CH:21],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16][cH:17][cH:18])[cH:20])[CH:21][S:22][CH2:23],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16][cH:17])[cH:20][cH:19])[CH:21][S:22][CH2:23],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20][cH:19][cH:18])[CH:21][S:22][CH2:23],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17][cH:18][cH:19])[CH:21][S:22][CH2:23],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19][cH:18][cH:17])[CH:21][S:22][CH2:23],1,"0,1,0,0"
[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[CH:21][S:22],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][NH2:14])[CH:21]1)[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15])[CH:21]1)[CH2:23],1,"0,1,0,0"
C[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][NH2:14])[CH2:23][S:22],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15])[CH2:23][S:22],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH2:23],1,"0,1,0,0"
C[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][NH2:14])[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15])[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][NH2:14],1,"0,1,0,0"
C[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15],1,"0,1,0,0"
C[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15],1,"0,1,0,0"
C[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16],1,"0,1,0,0"
C[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20],1,"0,1,0,0"
C[C:1]1=[C:2][N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][NH2:14])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1]1=[C:2][N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1](=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH:21]1)[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH:21]1)[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH:21]1)[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH2:23][S:22],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH2:23][S:22],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH2:23][S:22],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[CH2:23],1,"0,1,0,0"
C[C:1]1=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1]1=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1]1=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[S:22][CH2:23]1,1,"0,1,0,0"
C[C:1](=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[CH2:23],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:16],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:20],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1](=[C:2])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][NH2:14])[CH:21]1[S:22],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15])[CH:21]1[S:22],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[S:22],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[S:22],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[S:22],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1]=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH:21]1[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH:21]1[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH:21]1[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2][N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[CH:21]1,1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16][cH:17])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17][cH:18],1,"0,1,0,0"
C[C:1]=[C:2][N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19][cH:18],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[S:22],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16][cH:17])[cH:20],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20][cH:19],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17][cH:18],1,"0,1,0,0"
C[C:1]=[C:2][N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19][cH:18],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]1[N:6][C:7](=[O:8])[CH:9]1[NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]1[N:6][C:7](=[O:8])[CH:9]1[NH:10][C:11](=[O:12])[CH:13][c:15][cH:16],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]1[N:6][C:7](=[O:8])[CH:9]1[NH:10][C:11](=[O:12])[CH:13][c:15][cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]([N:6])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]([N:6])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]([N:6])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]([N:6])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21]([N:6])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15]([cH:16])[cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16][cH:17],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20][cH:19],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16][cH:17])[cH:20],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20][cH:19],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17][cH:18],1,"0,1,0,0"
C[C:1][CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19][cH:18],1,"0,1,0,0"
[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][NH2:14])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH:21]1)[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH:21]1)[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6]1[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH:21]1)[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH2:23][S:22],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH2:23][S:22],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH2:23][S:22],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][C:7](=[O:8])[CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[CH2:23],1,"0,1,0,0"
[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[S:22][CH2:23]1,1,"0,1,0,0"
[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[S:22][CH2:23]1,1,"0,1,0,0"
[C:1]1=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21]([CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[S:22][CH2:23]1,1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2]([C:3](=[O:4])[OH:5])[N:6][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19])[CH2:23],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:16],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9]([C:7]=[O:8])[NH:10][C:11](=[O:12])[CH:13][c:15][cH:20],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:16],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15][cH:20],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15]([cH:16])[cH:20],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:16][cH:17],1,"0,1,0,0"
[C:1](=[C:2][C:3](=[O:4])[OH:5])[CH2:23][S:22][CH:21][CH:9][NH:10][C:11](=[O:12])[CH:13][c:15][cH:20][cH:19],1,"0,1,0,0"
[C:1]1=[C:2][N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13]([NH2:14])[c:15])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
[C:1]1=[C:2][N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:16])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
[C:1]1=[C:2][N:6]2[C:7](=[O:8])[CH:9]([NH:10][C:11](=[O:12])[CH:13][c:15][cH:20])[CH:21]2[S:22][CH2:23]1,1,"0,1,0,0"
