,Substructure,Frequency0,Frequency1,Frequency2
6416,CCNCC(=O)NC(COC(S)C(O)CO)C(C)Cl,0.0,0.0,1.0
6417,CCNCC(=O)NC(CC)C(CO)OC(CO)SC,0.0,0.0,1.0
6418,CCNCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6419,CCNCC(=O)NC(CC)C(OCSC)C(O)CO,0.0,0.0,1.0
6420,CCNCC(=O)NC(CC)COC(SC)C(O)CO,0.0,0.0,1.0
6421,CCNCC(=O)NC(CCl)C(CO)OC(CO)SC,0.0,0.0,1.0
6422,CCNCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6423,CCNCC(=O)NC(CCl)C(OCSC)C(O)CO,0.0,0.0,1.0
6424,CCNCC(=O)NC(CCl)COC(SC)C(O)CO,0.0,0.0,1.0
6425,CCNCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6426,CC(Cl)C(NC(=O)C(C)N(C)C)C(CO)OCS,0.0,0.0,1.0
6427,CC(Cl)C(NC(=O)C(C)N(C)C)C(CO)OCCO,0.0,0.0,1.0
6428,COC(C(O)CO)C(NC(=O)C(C)N(C)C)C(C)Cl,0.0,0.0,1.0
6429,CC(Cl)C(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO,0.0,0.0,1.0
6430,CC(Cl)C(COC(S)CO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6431,CSCOCC(NC(=O)C(C)N(C)C)C(C)Cl,0.0,0.0,1.0
6432,CC(Cl)C(COCC(O)CO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6433,CCC(NC(=O)C(C)N(C)C)C(CO)OC(S)CO,0.0,0.0,1.0
6434,CCC(NC(=O)C(C)N(C)C)C(CO)OCSC,0.0,0.0,1.0
6435,CCC(NC(=O)C(C)N(C)C)C(OCS)C(O)CO,0.0,0.0,1.0
6436,CCC(NC(=O)C(C)N(C)C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6437,CCC(COC(CO)SC)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6438,CCC(COC(S)C(O)CO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6439,CC(C(=O)NC(CCl)C(CO)OC(S)CO)N(C)C,0.0,0.0,1.0
6440,CSCOC(CO)C(CCl)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6441,CC(C(=O)NC(CCl)C(OCS)C(O)CO)N(C)C,0.0,0.0,1.0
6442,CC(C(=O)NC(CCl)C1OCC(O)C(O)C1O)N(C)C,0.0,0.0,1.0
6443,CSC(CO)OCC(CCl)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6444,CC(C(=O)NC(CCl)COC(S)C(O)CO)N(C)C,0.0,0.0,1.0
6445,CSC(CO)OC(CO)C(C)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6446,CC(NC(=O)C(C)N(C)C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6447,CSCOC(C(O)CO)C(C)NC(=O)C(C)N(C)C,0.0,0.0,1.0
6448,CSC(OCC(C)NC(=O)C(C)N(C)C)C(O)CO,0.0,0.0,1.0
6449,CSC1OC(CNC(=O)C(C)N(C)C)C(O)C(O)C1O,0.0,0.0,1.0
6450,CNC(C)C(=O)NC(C(C)Cl)C(CO)OC(S)CO,0.0,0.0,1.0
6451,CNC(C)C(=O)NC(C(C)Cl)C(CO)OCSC,0.0,0.0,1.0
6452,CNC(C)C(=O)NC(C(C)Cl)C(OCS)C(O)CO,0.0,0.0,1.0
6453,CNC(C)C(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6454,CNC(C)C(=O)NC(COC(CO)SC)C(C)Cl,0.0,0.0,1.0
6455,CNC(C)C(=O)NC(COC(S)C(O)CO)C(C)Cl,0.0,0.0,1.0
6456,CCC(NC(=O)C(C)NC)C(CO)OC(CO)SC,0.0,0.0,1.0
6457,CCC(NC(=O)C(C)NC)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6458,CCC(NC(=O)C(C)NC)C(OCSC)C(O)CO,0.0,0.0,1.0
6459,CCC(COC(SC)C(O)CO)NC(=O)C(C)NC,0.0,0.0,1.0
6460,CNC(C)C(=O)NC(CCl)C(CO)OC(CO)SC,0.0,0.0,1.0
6461,CNC(C)C(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6462,CNC(C)C(=O)NC(CCl)C(OCSC)C(O)CO,0.0,0.0,1.0
6463,CNC(C)C(=O)NC(CCl)COC(SC)C(O)CO,0.0,0.0,1.0
6464,CNC(C)C(=O)NC(C)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6465,CSC(CO)OC(CO)C(NC(=O)C(C)N)C(C)Cl,0.0,0.0,1.0
6466,CC(N)C(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6467,CSCOC(C(O)CO)C(NC(=O)C(C)N)C(C)Cl,0.0,0.0,1.0
6468,CSC(OCC(NC(=O)C(C)N)C(C)Cl)C(O)CO,0.0,0.0,1.0
6469,CCC(NC(=O)C(C)N)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6470,CSC1OC(C(CCl)NC(=O)C(C)N)C(O)C(O)C1O,0.0,0.0,1.0
6471,CCC(=O)NC(C(C)Cl)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6472,CC(Cl)C(NC(=O)CN(C)C)C(CO)OC(S)CO,0.0,0.0,1.0
6473,CSCOC(CO)C(NC(=O)CN(C)C)C(C)Cl,0.0,0.0,1.0
6474,CC(Cl)C(NC(=O)CN(C)C)C(OCS)C(O)CO,0.0,0.0,1.0
6475,CC(Cl)C(NC(=O)CN(C)C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6476,CSC(CO)OCC(NC(=O)CN(C)C)C(C)Cl,0.0,0.0,1.0
6477,CC(Cl)C(COC(S)C(O)CO)NC(=O)CN(C)C,0.0,0.0,1.0
6478,CCC(NC(=O)CN(C)C)C(CO)OC(CO)SC,0.0,0.0,1.0
6479,CCC(NC(=O)CN(C)C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6480,CCC(NC(=O)CN(C)C)C(OCSC)C(O)CO,0.0,0.0,1.0
6481,CCC(COC(SC)C(O)CO)NC(=O)CN(C)C,0.0,0.0,1.0
6482,CSC(CO)OC(CO)C(CCl)NC(=O)CN(C)C,0.0,0.0,1.0
6483,CN(C)CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6484,CSCOC(C(O)CO)C(CCl)NC(=O)CN(C)C,0.0,0.0,1.0
6485,CSC(OCC(CCl)NC(=O)CN(C)C)C(O)CO,0.0,0.0,1.0
6486,CSC1OC(C(C)NC(=O)CN(C)C)C(O)C(O)C1O,0.0,0.0,1.0
6487,CNCC(=O)NC(C(C)Cl)C(CO)OC(CO)SC,0.0,0.0,1.0
6488,CNCC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6489,CNCC(=O)NC(C(C)Cl)C(OCSC)C(O)CO,0.0,0.0,1.0
6490,CNCC(=O)NC(COC(SC)C(O)CO)C(C)Cl,0.0,0.0,1.0
6491,CCC(NC(=O)CNC)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6492,CNCC(=O)NC(CCl)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6493,CSC1OC(C(NC(=O)CN)C(C)Cl)C(O)C(O)C1O,0.0,0.0,1.0
6494,CCCC1CNC(C(=O)NC(C(C)Cl)C(O)CO)C1,0.0,0.0,1.0
6495,CCCC1CNC(C(=O)NC(COC)C(C)Cl)C1,0.0,0.0,1.0
6496,CCCC1CC(C(=O)NC(CO)C(C)Cl)N(C)C1,0.0,0.0,1.0
6497,CCCC1CNC(C(=O)NC(CC)C(CO)OC)C1,0.0,0.0,1.0
6498,CCCC1CNC(C(=O)NC(CC)C(O)C(O)CO)C1,0.0,0.0,1.0
6499,CCCC1CC(C(=O)NC(CC)C(O)CO)N(C)C1,0.0,0.0,1.0
6500,CCCC1CNC(C(=O)NC(CC)COCS)C1,0.0,0.0,1.0
6501,CCCC1CNC(C(=O)NC(CC)COCCO)C1,0.0,0.0,1.0
6502,CCCC1CC(C(=O)NC(CC)COC)N(C)C1,0.0,0.0,1.0
6503,CCCC1CNC(C(=O)NC(CCl)C(CO)OC)C1,0.0,0.0,1.0
6504,CCCC1CNC(C(=O)NC(CCl)C(O)C(O)CO)C1,0.0,0.0,1.0
6505,CCCC1CC(C(=O)NC(CCl)C(O)CO)N(C)C1,0.0,0.0,1.0
6506,CCCC1CNC(C(=O)NC(CCl)COCS)C1,0.0,0.0,1.0
6507,CCCC1CNC(C(=O)NC(CCl)COCCO)C1,0.0,0.0,1.0
6508,CCCC1CC(C(=O)NC(CCl)COC)N(C)C1,0.0,0.0,1.0
6509,CCCC1CNC(C(=O)NC(C)C(CO)OCS)C1,0.0,0.0,1.0
6510,CCCC1CNC(C(=O)NC(C)C(CO)OCCO)C1,0.0,0.0,1.0
6511,CCCC1CNC(C(=O)NC(C)C(OC)C(O)CO)C1,0.0,0.0,1.0
6512,CCCC1CC(C(=O)NC(C)C(CO)OC)N(C)C1,0.0,0.0,1.0
6513,CCCC1CNC(C(=O)NC(C)C(O)C(O)C(O)CO)C1,0.0,0.0,1.0
6514,CCCC1CC(C(=O)NC(C)C(O)C(O)CO)N(C)C1,0.0,0.0,1.0
6515,CCCC1CNC(C(=O)NC(C)COC(S)CO)C1,0.0,0.0,1.0
6516,CCCC1CNC(C(=O)NC(C)COCSC)C1,0.0,0.0,1.0
6517,CCCC1CC(C(=O)NC(C)COCS)N(C)C1,0.0,0.0,1.0
6518,CCCC1CNC(C(=O)NC(C)COCC(O)CO)C1,0.0,0.0,1.0
6519,CCCC1CC(C(=O)NC(C)COCCO)N(C)C1,0.0,0.0,1.0
6520,CCCC1CNC(C(=O)NCC(CO)OC(S)CO)C1,0.0,0.0,1.0
6521,CCCC1CNC(C(=O)NCC(CO)OCSC)C1,0.0,0.0,1.0
6522,CCCC1CNC(C(=O)NCC(OCS)C(O)CO)C1,0.0,0.0,1.0
6523,CCCC1CC(C(=O)NCC(CO)OCS)N(C)C1,0.0,0.0,1.0
6524,CCCC1CNC(C(=O)NCC2OCC(O)C(O)C2O)C1,0.0,0.0,1.0
6525,CCCC1CC(C(=O)NCC(CO)OCCO)N(C)C1,0.0,0.0,1.0
6526,CCCC1CC(C(=O)NCC(OC)C(O)CO)N(C)C1,0.0,0.0,1.0
6527,CCCC1CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C1,0.0,0.0,1.0
6528,CCCC1CNC(C(=O)NCCOC(CO)SC)C1,0.0,0.0,1.0
6529,CCCC1CNC(C(=O)NCCOC(S)C(O)CO)C1,0.0,0.0,1.0
6530,CCCC1CC(C(=O)NCCOC(S)CO)N(C)C1,0.0,0.0,1.0
6531,CCCC1CC(C(=O)NCCOCSC)N(C)C1,0.0,0.0,1.0
6532,CCCC1CC(C(=O)NCCOCC(O)CO)N(C)C1,0.0,0.0,1.0
6533,CCCC(C)CCC(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
6534,CCCC(C)CCC(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
6535,CCCC(C)CCC(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
6536,CCCC(C)CCC(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
6537,CCCC(C)CCC(=O)NC(CC)C(CO)OCS,0.0,0.0,1.0
6538,CCCC(C)CCC(=O)NC(CC)C(CO)OCCO,0.0,0.0,1.0
6539,CCCC(C)CCC(=O)NC(CC)C(OC)C(O)CO,0.0,0.0,1.0
6540,CCCC(C)CCC(=O)NC(CC)C(O)C(O)C(O)CO,0.0,0.0,1.0
6541,CCCC(C)CCC(=O)NC(CC)COC(S)CO,0.0,0.0,1.0
6542,CCCC(C)CCC(=O)NC(CC)COCSC,0.0,0.0,1.0
6543,CCCC(C)CCC(=O)NC(CC)COCC(O)CO,0.0,0.0,1.0
6544,CCCC(C)CCC(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
6545,CCCC(C)CCC(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
6546,CCCC(C)CCC(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
6547,CCCC(C)CCC(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
6548,CCCC(C)CCC(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
6549,CCCC(C)CCC(=O)NC(CCl)COCSC,0.0,0.0,1.0
6550,CCCC(C)CCC(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
6551,CCCC(C)CCC(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
6552,CCCC(C)CCC(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
6553,CCCC(C)CCC(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
6554,CCCC(C)CCC(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6555,CCCC(C)CCC(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
6556,CCCC(C)CCC(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
6557,CCCC(C)CCC(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
6558,CCCC(C)CCC(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6559,CCCC(C)CCC(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
6560,CCCC(C)CCC(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
6561,CCCCCC(N)C(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
6562,CCCCCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
6563,CCCCCC(NC)C(=O)NC(C(C)Cl)C(O)CO,0.0,0.0,1.0
6564,CCCCCC(N)C(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
6565,CCCCCC(N)C(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
6566,CCCCCC(NC)C(=O)NC(COC)C(C)Cl,0.0,0.0,1.0
6567,CCCCCC(N)C(=O)NC(CC)C(CO)OCS,0.0,0.0,1.0
6568,CCCCCC(N)C(=O)NC(CC)C(CO)OCCO,0.0,0.0,1.0
6569,CCCCCC(N)C(=O)NC(CC)C(OC)C(O)CO,0.0,0.0,1.0
6570,CCCCCC(NC)C(=O)NC(CC)C(CO)OC,0.0,0.0,1.0
6571,CCCCCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO,0.0,0.0,1.0
6572,CCCCCC(NC)C(=O)NC(CC)C(O)C(O)CO,0.0,0.0,1.0
6573,CCCCCC(N)C(=O)NC(CC)COC(S)CO,0.0,0.0,1.0
6574,CCCCCC(N)C(=O)NC(CC)COCSC,0.0,0.0,1.0
6575,CCCCCC(NC)C(=O)NC(CC)COCS,0.0,0.0,1.0
6576,CCCCCC(N)C(=O)NC(CC)COCC(O)CO,0.0,0.0,1.0
6577,CCCCCC(NC)C(=O)NC(CC)COCCO,0.0,0.0,1.0
6578,CCCCCC(N)C(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
6579,CCCCCC(N)C(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
6580,CCCCCC(N)C(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
6581,CCCCCC(NC)C(=O)NC(CCl)C(CO)OC,0.0,0.0,1.0
6582,CCCCCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
6583,CCCCCC(NC)C(=O)NC(CCl)C(O)C(O)CO,0.0,0.0,1.0
6584,CCCCCC(N)C(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
6585,CCCCCC(N)C(=O)NC(CCl)COCSC,0.0,0.0,1.0
6586,CCCCCC(NC)C(=O)NC(CCl)COCS,0.0,0.0,1.0
6587,CCCCCC(N)C(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
6588,CCCCCC(NC)C(=O)NC(CCl)COCCO,0.0,0.0,1.0
6589,CCCCCC(N)C(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
6590,CCCCCC(N)C(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
6591,CCCCCC(N)C(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
6592,CCCCCC(NC)C(=O)NC(C)C(CO)OCS,0.0,0.0,1.0
6593,CCCCCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6594,CCCCCC(NC)C(=O)NC(C)C(CO)OCCO,0.0,0.0,1.0
6595,CCCCCC(NC)C(=O)NC(C)C(OC)C(O)CO,0.0,0.0,1.0
6596,CCCCCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO,0.0,0.0,1.0
6597,CCCCCC(N)C(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
6598,CCCCCC(N)C(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
6599,CCCCCC(NC)C(=O)NC(C)COC(S)CO,0.0,0.0,1.0
6600,CCCCCC(NC)C(=O)NC(C)COCSC,0.0,0.0,1.0
6601,CCCCCC(NC)C(=O)NC(C)COCC(O)CO,0.0,0.0,1.0
6602,CCCCCC(N)C(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
6603,CCCCCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6604,CCCCCC(NC)C(=O)NCC(CO)OC(S)CO,0.0,0.0,1.0
6605,CCCCCC(N)C(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
6606,CCCCCC(NC)C(=O)NCC(CO)OCSC,0.0,0.0,1.0
6607,CCCCCC(NC)C(=O)NCC(OCS)C(O)CO,0.0,0.0,1.0
6608,CCCCCC(NC)C(=O)NCC1OCC(O)C(O)C1O,0.0,0.0,1.0
6609,CCCCCC(N)C(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
6610,CCCCCC(NC)C(=O)NCCOC(CO)SC,0.0,0.0,1.0
6611,CCCCCC(NC)C(=O)NCCOC(S)C(O)CO,0.0,0.0,1.0
6612,CCCCCCC(=O)NC(C(C)Cl)C(CO)OCS,0.0,0.0,1.0
6613,CCCCCCC(=O)NC(C(C)Cl)C(CO)OCCO,0.0,0.0,1.0
6614,CCCCCCC(=O)NC(C(C)Cl)C(OC)C(O)CO,0.0,0.0,1.0
6615,CCCCCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,0.0,0.0,1.0
6616,CCCCCCC(=O)NC(COC(S)CO)C(C)Cl,0.0,0.0,1.0
6617,CCCCCCC(=O)NC(COCSC)C(C)Cl,0.0,0.0,1.0
6618,CCCCCCC(=O)NC(COCC(O)CO)C(C)Cl,0.0,0.0,1.0
6619,CCCCCCC(=O)NC(CC)C(CO)OC(S)CO,0.0,0.0,1.0
6620,CCCCCCC(=O)NC(CC)C(CO)OCSC,0.0,0.0,1.0
6621,CCCCCCC(=O)NC(CC)C(OCS)C(O)CO,0.0,0.0,1.0
6622,CCCCCCC(=O)NC(CC)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6623,CCCCCCC(=O)NC(CC)COC(CO)SC,0.0,0.0,1.0
6624,CCCCCCC(=O)NC(CC)COC(S)C(O)CO,0.0,0.0,1.0
6625,CCCCCCC(=O)NC(CCl)C(CO)OC(S)CO,0.0,0.0,1.0
6626,CCCCCCC(=O)NC(CCl)C(CO)OCSC,0.0,0.0,1.0
6627,CCCCCCC(=O)NC(CCl)C(OCS)C(O)CO,0.0,0.0,1.0
6628,CCCCCCC(=O)NC(CCl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6629,CCCCCCC(=O)NC(CCl)COC(CO)SC,0.0,0.0,1.0
6630,CCCCCCC(=O)NC(CCl)COC(S)C(O)CO,0.0,0.0,1.0
6631,CCCCCCC(=O)NC(C)C(CO)OC(CO)SC,0.0,0.0,1.0
6632,CCCCCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6633,CCCCCCC(=O)NC(C)C(OCSC)C(O)CO,0.0,0.0,1.0
6634,CCCCCCC(=O)NC(C)COC(SC)C(O)CO,0.0,0.0,1.0
6635,CCCCCCC(=O)NCC1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
6636,CCCCCNCC(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
6637,CCCCCNCC(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
6638,CCCCCN(C)CC(=O)NC(C(C)Cl)C(O)CO,0.0,0.0,1.0
6639,CCCCCNCC(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
6640,CCCCCNCC(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
6641,CCCCCN(C)CC(=O)NC(COC)C(C)Cl,0.0,0.0,1.0
6642,CCCCCNCC(=O)NC(CC)C(CO)OCS,0.0,0.0,1.0
6643,CCCCCNCC(=O)NC(CC)C(CO)OCCO,0.0,0.0,1.0
6644,CCCCCNCC(=O)NC(CC)C(OC)C(O)CO,0.0,0.0,1.0
6645,CCCCCN(C)CC(=O)NC(CC)C(CO)OC,0.0,0.0,1.0
6646,CCCCCNCC(=O)NC(CC)C(O)C(O)C(O)CO,0.0,0.0,1.0
6647,CCCCCN(C)CC(=O)NC(CC)C(O)C(O)CO,0.0,0.0,1.0
6648,CCCCCNCC(=O)NC(CC)COC(S)CO,0.0,0.0,1.0
6649,CCCCCNCC(=O)NC(CC)COCSC,0.0,0.0,1.0
6650,CCCCCN(C)CC(=O)NC(CC)COCS,0.0,0.0,1.0
6651,CCCCCNCC(=O)NC(CC)COCC(O)CO,0.0,0.0,1.0
6652,CCCCCN(C)CC(=O)NC(CC)COCCO,0.0,0.0,1.0
6653,CCCCCNCC(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
6654,CCCCCNCC(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
6655,CCCCCNCC(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
6656,CCCCCN(C)CC(=O)NC(CCl)C(CO)OC,0.0,0.0,1.0
6657,CCCCCNCC(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
6658,CCCCCN(C)CC(=O)NC(CCl)C(O)C(O)CO,0.0,0.0,1.0
6659,CCCCCNCC(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
6660,CCCCCNCC(=O)NC(CCl)COCSC,0.0,0.0,1.0
6661,CCCCCN(C)CC(=O)NC(CCl)COCS,0.0,0.0,1.0
6662,CCCCCNCC(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
6663,CCCCCN(C)CC(=O)NC(CCl)COCCO,0.0,0.0,1.0
6664,CCCCCNCC(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
6665,CCCCCNCC(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
6666,CCCCCNCC(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
6667,CCCCCN(C)CC(=O)NC(C)C(CO)OCS,0.0,0.0,1.0
6668,CCCCCNCC(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
6669,CCCCCN(C)CC(=O)NC(C)C(CO)OCCO,0.0,0.0,1.0
6670,CCCCCN(C)CC(=O)NC(C)C(OC)C(O)CO,0.0,0.0,1.0
6671,CCCCCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO,0.0,0.0,1.0
6672,CCCCCNCC(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
6673,CCCCCNCC(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
6674,CCCCCN(C)CC(=O)NC(C)COC(S)CO,0.0,0.0,1.0
6675,CCCCCN(C)CC(=O)NC(C)COCSC,0.0,0.0,1.0
6676,CCCCCN(C)CC(=O)NC(C)COCC(O)CO,0.0,0.0,1.0
6677,CCCCCNCC(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
6678,CCCCCNCC(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
6679,CCCCCN(C)CC(=O)NCC(CO)OC(S)CO,0.0,0.0,1.0
6680,CCCCCNCC(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
6681,CCCCCN(C)CC(=O)NCC(CO)OCSC,0.0,0.0,1.0
6682,CCCCCN(C)CC(=O)NCC(OCS)C(O)CO,0.0,0.0,1.0
6683,CCCCCN(C)CC(=O)NCC1OCC(O)C(O)C1O,0.0,0.0,1.0
6684,CCCCCNCC(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
6685,CCCCCN(C)CC(=O)NCCOC(CO)SC,0.0,0.0,1.0
6686,CCCCCN(C)CC(=O)NCCOC(S)C(O)CO,0.0,0.0,1.0
6687,CCC1CNC(C(=O)NC(C(C)Cl)C(CO)OC)C1,0.0,0.0,1.0
6688,CCC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)CO)C1,0.0,0.0,1.0
6689,CCC1CC(C(=O)NC(C(C)Cl)C(O)CO)N(C)C1,0.0,0.0,1.0
6690,CCC1CNC(C(=O)NC(COCS)C(C)Cl)C1,0.0,0.0,1.0
6691,CCC1CNC(C(=O)NC(COCCO)C(C)Cl)C1,0.0,0.0,1.0
6692,CCC1CC(C(=O)NC(COC)C(C)Cl)N(C)C1,0.0,0.0,1.0
6693,CCC1CNC(C(=O)NC(CC)C(CO)OCS)C1,0.0,0.0,1.0
6694,CCC1CNC(C(=O)NC(CC)C(CO)OCCO)C1,0.0,0.0,1.0
6695,CCC1CNC(C(=O)NC(CC)C(OC)C(O)CO)C1,0.0,0.0,1.0
6696,CCC1CC(C(=O)NC(CC)C(CO)OC)N(C)C1,0.0,0.0,1.0
6697,CCC1CNC(C(=O)NC(CC)C(O)C(O)C(O)CO)C1,0.0,0.0,1.0
6698,CCC1CC(C(=O)NC(CC)C(O)C(O)CO)N(C)C1,0.0,0.0,1.0
6699,CCC1CNC(C(=O)NC(CC)COC(S)CO)C1,0.0,0.0,1.0
6700,CCC1CNC(C(=O)NC(CC)COCSC)C1,0.0,0.0,1.0
6701,CCC1CC(C(=O)NC(CC)COCS)N(C)C1,0.0,0.0,1.0
6702,CCC1CNC(C(=O)NC(CC)COCC(O)CO)C1,0.0,0.0,1.0
6703,CCC1CC(C(=O)NC(CC)COCCO)N(C)C1,0.0,0.0,1.0
6704,CCC1CNC(C(=O)NC(CCl)C(CO)OCS)C1,0.0,0.0,1.0
6705,CCC1CNC(C(=O)NC(CCl)C(CO)OCCO)C1,0.0,0.0,1.0
6706,CCC1CNC(C(=O)NC(CCl)C(OC)C(O)CO)C1,0.0,0.0,1.0
6707,CCC1CC(C(=O)NC(CCl)C(CO)OC)N(C)C1,0.0,0.0,1.0
6708,CCC1CNC(C(=O)NC(CCl)C(O)C(O)C(O)CO)C1,0.0,0.0,1.0
6709,CCC1CC(C(=O)NC(CCl)C(O)C(O)CO)N(C)C1,0.0,0.0,1.0
6710,CCC1CNC(C(=O)NC(CCl)COC(S)CO)C1,0.0,0.0,1.0
6711,CCC1CNC(C(=O)NC(CCl)COCSC)C1,0.0,0.0,1.0
6712,CCC1CC(C(=O)NC(CCl)COCS)N(C)C1,0.0,0.0,1.0
6713,CCC1CNC(C(=O)NC(CCl)COCC(O)CO)C1,0.0,0.0,1.0
6714,CCC1CC(C(=O)NC(CCl)COCCO)N(C)C1,0.0,0.0,1.0
6715,CCC1CNC(C(=O)NC(C)C(CO)OC(S)CO)C1,0.0,0.0,1.0
6716,CCC1CNC(C(=O)NC(C)C(CO)OCSC)C1,0.0,0.0,1.0
