,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
1091,C=C(CCNC=O)C(C)=O,1.0,0.0
1092,CCC=CCCNC=O,1.0,0.0
1093,CCC(=O)CCCNC=O,1.0,0.0
1094,C=C(C=O)C(C)=CCl,1.0,0.0
1095,CC=CC(C)=CCl,1.0,0.0
1096,CC(=O)CC(C)=CCl,1.0,0.0
1097,C=C(C)C(C=O)=CC,1.0,0.0
1098,C=C(C)C(=C)C(C)=O,1.0,0.0
1099,C=C(C)C=CCC,1.0,0.0
1100,C=C(C)CC(=O)CC,1.0,0.0
1101,CCC(C=O)=CCC,1.0,0.0
1102,CCC(=CC)C(C)=O,1.0,0.0
1103,C=C(CC)C(=O)CC,1.0,0.0
1104,CCC=CCCC,1.0,0.0
1105,CCCC(=O)CCC,1.0,0.0
1106,CCCC(=O)C(C)C,1.0,0.0
1107,CC=C(C=O)C=CCl,1.0,0.0
1108,C=C(C=CCl)C(C)=O,1.0,0.0
1109,CCC=CC=CCl,1.0,0.0
1110,CCC(=O)CC=CCl,1.0,0.0
1111,C=CC(C=O)=CCC,1.0,0.0
1112,C=CC(=CC)C(C)=O,1.0,0.0
1113,C=CC(=C)C(=O)CC,1.0,0.0
1114,C=CC=CCCC,1.0,0.0
1115,C=CCC(=O)CCC,1.0,0.0
1116,C=CCC(=O)C(C)C,1.0,0.0
1117,CC1=CCCCC1=O,1.0,0.0
1118,CC(=CC)C(=O)CC,1.0,0.0
1119,CC(=C)C(=O)C(C)C,1.0,0.0
1120,CC=CCCCC,1.0,0.0
1121,CCC(=O)C(C)CC,1.0,1.0
1122,CC1CCC=CC1=O,1.0,0.0
1123,CCCCCC(C)OC,1.0,0.0
1124,CCC(O)CCCCC,1.0,0.0
1125,CCC(CCCC)OC,1.0,0.0
1126,C=CCC(O)CCCC,1.0,0.0
1127,C=CCC(CCC)OC,1.0,0.0
1128,CC=CCC(O)CCC,1.0,0.0
1129,CC=CCC(CC)OC,1.0,0.0
1130,CCC=CCC(O)CC,1.0,0.0
1131,CCC=CCC(C)OC,1.0,0.0
1132,CC(O)CC=CCCC(N)=O,1.0,0.0
1133,COCCC=CCCC(N)=O,1.0,0.0
1134,CNC(=O)CCC=CCCO,1.0,0.0
1135,CCNC(=O)CCC=CC,1.0,0.0
1136,C=CCCC(=O)NCC=C,1.0,0.0
1137,CCCNC(=O)CCC=C,1.0,0.0
1138,CCCC(=O)NCC=CCl,1.0,0.0
1139,CCCC(=O)NCC(C)=C,1.0,0.0
1140,CCCC(=O)NCCC=C,1.0,0.0
1141,CCCC(=O)NCCCC=O,1.0,0.0
1142,CC(=CCl)CNC(=O)CC,1.0,0.0
1143,C=CC(=C)CNC(=O)CC,1.0,0.0
1144,C=C(CC=O)CNC(=O)CC,1.0,0.0
1145,C=C(CCNC(=O)CC)C=O,1.0,0.0
1146,CC=CCCNC(=O)CC,1.0,0.0
1147,CCC(=O)NCCCC(C)=O,1.0,0.0
1148,C=CC(=CCl)CNC(C)=O,1.0,0.0
1149,CC(=O)NCC(CC=O)=CCl,1.0,0.0
1150,C=C(C=O)C(=C)CNC(C)=O,1.0,0.0
1151,C=C(C=CC)CNC(C)=O,1.0,0.0
1152,C=C(CC(C)=O)CNC(C)=O,1.0,0.0
1153,CC=C(CCNC(C)=O)C=O,1.0,0.0
1154,C=C(CCNC(C)=O)C(C)=O,1.0,0.0
1155,CCC=CCCNC(C)=O,1.0,0.0
1156,CCC(=O)CCCNC(C)=O,1.0,0.0
1157,C=C(C=O)C(=CCl)CNC=O,1.0,0.0
1158,CC=CC(=CCl)CNC=O,1.0,0.0
1159,CC(=O)CC(=CCl)CNC=O,1.0,0.0
1160,C=C(CNC=O)C(C=O)=CC,1.0,0.0
1161,C=C(CNC=O)C(=C)C(C)=O,1.0,0.0
1162,C=C(C=CCC)CNC=O,1.0,0.0
1163,C=C(CC(=O)CC)CNC=O,1.0,0.0
1164,CCC=C(CCNC=O)C=O,1.0,0.0
1165,CC=C(CCNC=O)C(C)=O,1.0,0.0
1166,C=C(CCNC=O)C(=O)CC,1.0,0.0
1167,CCCC=CCCNC=O,1.0,0.0
1168,CCCC(=O)CCCNC=O,1.0,0.0
1169,CC(C)C(=O)CCCNC=O,1.0,0.0
1170,CC=C(C=O)C(C)=CCl,1.0,0.0
1171,C=C(C(C)=O)C(C)=CCl,1.0,0.0
1172,CCC=CC(C)=CCl,1.0,0.0
1173,CCC(=O)CC(C)=CCl,1.0,0.0
1174,C=C(C)C(C=O)=CCC,1.0,0.0
1175,C=C(C)C(=CC)C(C)=O,1.0,0.0
1176,C=C(C)C(=C)C(=O)CC,1.0,0.0
1177,C=C(C)C=CCCC,1.0,0.0
1178,C=C(C)CC(=O)CCC,1.0,0.0
1179,C=C(C)CC(=O)C(C)C,1.0,0.0
1180,CCC1=CCCCC1=O,1.0,0.0
1181,CCC(=CC)C(=O)CC,1.0,0.0
1182,C=C(CC)C(=O)C(C)C,1.0,0.0
1183,CCC=CCCCC,1.0,0.0
1184,CCCC(=O)C(C)CC,1.0,0.0
1185,CCC=C(C=O)C=CCl,1.0,0.0
1186,CC=C(C=CCl)C(C)=O,1.0,0.0
1187,C=C(C=CCl)C(=O)CC,1.0,0.0
1188,CCCC=CC=CCl,1.0,0.0
1189,CCCC(=O)CC=CCl,1.0,0.0
1190,CC(C)C(=O)CC=CCl,1.0,0.0
1191,C=CC1=CCCCC1=O,1.0,0.0
1192,C=CC(=CC)C(=O)CC,1.0,0.0
1193,C=CC(=C)C(=O)C(C)C,1.0,0.0
1194,C=CC=CCCCC,1.0,0.0
1195,C=CCC(=O)C(C)CC,1.0,0.0
1196,CC1=CCCC(C)C1=O,1.0,0.0
1197,CCC(CCCCC)OC,1.0,0.0
1198,C=CCC(O)CCCCC,1.0,0.0
1199,C=CCC(CCCC)OC,1.0,0.0
1200,CC=CCC(O)CCCC,1.0,0.0
1201,CC=CCC(CCC)OC,1.0,0.0
1202,CCC=CCC(O)CCC,1.0,0.0
1203,CCC=CCC(CC)OC,1.0,0.0
1204,CCC(O)CC=CCCC(N)=O,1.0,0.0
1205,COC(C)CC=CCCC(N)=O,1.0,0.0
1206,CNC(=O)CCC=CCC(C)O,1.0,0.0
1207,CNC(=O)CCC=CCCOC,1.0,0.0
1208,CCNC(=O)CCC=CCCO,1.0,0.0
1209,C=CCNC(=O)CCC=CC,1.0,0.0
1210,CCCNC(=O)CCC=CC,1.0,0.0
1211,C=CCCC(=O)NCC=CCl,1.0,0.0
1212,CC(=C)CNC(=O)CCC=C,1.0,0.0
1213,C=CCCNC(=O)CCC=C,1.0,0.0
1214,C=CCCC(=O)NCCCC=O,1.0,0.0
1215,CCCC(=O)NCC(C)=CCl,1.0,0.0
1216,CCCC(=O)NCC(=C)C=C,1.0,0.0
1217,CCCC(=O)NCC(=C)CC=O,1.0,0.0
1218,CCCC(=O)NCCC(=C)C=O,1.0,0.0
1219,CCCC(=O)NCCC=CC,1.0,0.0
1220,CCCC(=O)NCCCC(C)=O,1.0,0.0
1221,C=CC(=CCl)CNC(=O)CC,1.0,0.0
1222,CCC(=O)NCC(CC=O)=CCl,1.0,0.0
1223,C=C(C=O)C(=C)CNC(=O)CC,1.0,0.0
1224,C=C(C=CC)CNC(=O)CC,1.0,0.0
1225,C=C(CC(C)=O)CNC(=O)CC,1.0,0.0
1226,CC=C(CCNC(=O)CC)C=O,1.0,0.0
1227,C=C(CCNC(=O)CC)C(C)=O,1.0,0.0
1228,CCC=CCCNC(=O)CC,1.0,0.0
1229,CCC(=O)CCCNC(=O)CC,1.0,0.0
1230,C=C(C=O)C(=CCl)CNC(C)=O,1.0,0.0
1231,CC=CC(=CCl)CNC(C)=O,1.0,0.0
1232,CC(=O)CC(=CCl)CNC(C)=O,1.0,0.0
1233,C=C(CNC(C)=O)C(C=O)=CC,1.0,0.0
1234,C=C(CNC(C)=O)C(=C)C(C)=O,1.0,0.0
1235,C=C(C=CCC)CNC(C)=O,1.0,0.0
1236,C=C(CC(=O)CC)CNC(C)=O,1.0,0.0
1237,CCC=C(CCNC(C)=O)C=O,1.0,0.0
1238,CC=C(CCNC(C)=O)C(C)=O,1.0,0.0
1239,C=C(CCNC(C)=O)C(=O)CC,1.0,0.0
1240,CCCC=CCCNC(C)=O,1.0,0.0
1241,CCCC(=O)CCCNC(C)=O,1.0,0.0
1242,CC(=O)NCCCC(=O)C(C)C,1.0,0.0
1243,CC=C(C=O)C(=CCl)CNC=O,1.0,0.0
1244,C=C(C(C)=O)C(=CCl)CNC=O,1.0,0.0
1245,CCC=CC(=CCl)CNC=O,1.0,0.0
1246,CCC(=O)CC(=CCl)CNC=O,1.0,0.0
1247,C=C(CNC=O)C(C=O)=CCC,1.0,0.0
1248,C=C(CNC=O)C(=CC)C(C)=O,1.0,0.0
1249,C=C(CNC=O)C(=C)C(=O)CC,1.0,0.0
1250,C=C(C=CCCC)CNC=O,1.0,0.0
1251,C=C(CC(=O)CCC)CNC=O,1.0,0.0
1252,C=C(CC(=O)C(C)C)CNC=O,1.0,0.0
1253,O=CNCCC1=CCCCC1=O,1.0,0.0
1254,CC=C(CCNC=O)C(=O)CC,1.0,0.0
1255,C=C(CCNC=O)C(=O)C(C)C,1.0,0.0
1256,CCCCC=CCCNC=O,1.0,0.0
1257,CCC(C)C(=O)CCCNC=O,1.0,0.0
1258,CCC=C(C=O)C(C)=CCl,1.0,0.0
1259,CC=C(C(C)=O)C(C)=CCl,1.0,0.0
1260,C=C(C(=O)CC)C(C)=CCl,1.0,0.0
1261,CCCC=CC(C)=CCl,1.0,0.0
1262,CCCC(=O)CC(C)=CCl,1.0,0.0
1263,CC(CC(=O)C(C)C)=CCl,1.0,0.0
1264,C=C(C)C1=CCCCC1=O,1.0,0.0
1265,C=C(C)C(=CC)C(=O)CC,1.0,0.0
1266,C=C(C)C(=C)C(=O)C(C)C,1.0,0.0
1267,C=C(C)C=CCCCC,1.0,0.0
1268,C=C(C)CC(=O)C(C)CC,1.0,0.0
1269,CCC1=CCCC(C)C1=O,1.0,0.0
1270,O=C1CCCC=C1C=CCl,1.0,0.0
1271,CC=C(C=CCl)C(=O)CC,1.0,0.0
1272,C=C(C=CCl)C(=O)C(C)C,1.0,0.0
1273,CCCCC=CC=CCl,1.0,0.0
1274,CCC(C)C(=O)CC=CCl,1.0,0.0
1275,C=CC1=CCCC(C)C1=O,1.0,0.0
1276,C=CCC(CCCCC)OC,1.0,0.0
1277,CC=CCC(O)CCCCC,1.0,0.0
1278,CC=CCC(CCCC)OC,1.0,0.0
1279,CCC=CCC(O)CCCC,1.0,0.0
1280,CCC=CCC(CCC)OC,1.0,0.0
1281,CCCC(O)CC=CCCC(N)=O,1.0,0.0
1282,CCC(CC=CCCC(N)=O)OC,1.0,0.0
1283,CCC(O)CC=CCCC(=O)NC,1.0,0.0
1284,CNC(=O)CCC=CCC(C)OC,1.0,0.0
1285,CCNC(=O)CCC=CCC(C)O,1.0,0.0
1286,CCNC(=O)CCC=CCCOC,1.0,0.0
1287,C=CCNC(=O)CCC=CCCO,1.0,0.0
1288,CCCNC(=O)CCC=CCCO,1.0,0.0
1289,CC(=C)CNC(=O)CCC=CC,1.0,0.0
1290,CC=CCCC(=O)NCC=CCl,1.0,0.0
1291,C=CCCNC(=O)CCC=CC,1.0,0.0
1292,CC=CCCC(=O)NCCCC=O,1.0,0.0
1293,CC(=CCl)CNC(=O)CCC=C,1.0,0.0
1294,C=CCCC(=O)NCC(=C)C=C,1.0,0.0
1295,C=CCCC(=O)NCC(=C)CC=O,1.0,0.0
1296,C=CCCC(=O)NCCC(=C)C=O,1.0,0.0
1297,C=CCCC(=O)NCCC=CC,1.0,0.0
1298,C=CCCC(=O)NCCCC(C)=O,1.0,0.0
1299,CCCC(=O)NCC(C=C)=CCl,1.0,0.0
1300,CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1301,CCCC(=O)NCC(=C)C(=C)C=O,1.0,0.0
1302,CCCC(=O)NCC(=C)C=CC,1.0,0.0
1303,CCCC(=O)NCC(=C)CC(C)=O,1.0,0.0
1304,CCCC(=O)NCCC(C=O)=CC,1.0,0.0
1305,CCCC(=O)NCCC(=C)C(C)=O,1.0,0.0
1306,CCCC(=O)NCCC=CCC,1.0,0.0
1307,CCCC(=O)NCCCC(=O)CC,1.0,0.0
1308,C=C(C=O)C(=CCl)CNC(=O)CC,1.0,0.0
1309,CC=CC(=CCl)CNC(=O)CC,1.0,0.0
1310,CCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1311,C=C(CNC(=O)CC)C(C=O)=CC,1.0,0.0
1312,C=C(CNC(=O)CC)C(=C)C(C)=O,1.0,0.0
1313,C=C(C=CCC)CNC(=O)CC,1.0,0.0
1314,C=C(CC(=O)CC)CNC(=O)CC,1.0,0.0
1315,CCC=C(CCNC(=O)CC)C=O,1.0,0.0
1316,CC=C(CCNC(=O)CC)C(C)=O,1.0,0.0
1317,C=C(CCNC(=O)CC)C(=O)CC,1.0,0.0
1318,CCCC=CCCNC(=O)CC,1.0,0.0
1319,CCCC(=O)CCCNC(=O)CC,1.0,0.0
1320,CCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1321,CC=C(C=O)C(=CCl)CNC(C)=O,1.0,0.0
1322,C=C(C(C)=O)C(=CCl)CNC(C)=O,1.0,0.0
1323,CCC=CC(=CCl)CNC(C)=O,1.0,0.0
1324,CCC(=O)CC(=CCl)CNC(C)=O,1.0,0.0
1325,C=C(CNC(C)=O)C(C=O)=CCC,1.0,0.0
1326,C=C(CNC(C)=O)C(=CC)C(C)=O,1.0,0.0
1327,C=C(CNC(C)=O)C(=C)C(=O)CC,1.0,0.0
1328,C=C(C=CCCC)CNC(C)=O,1.0,0.0
1329,C=C(CC(=O)CCC)CNC(C)=O,1.0,0.0
1330,C=C(CC(=O)C(C)C)CNC(C)=O,1.0,0.0
1331,CC(=O)NCCC1=CCCCC1=O,1.0,0.0
1332,CC=C(CCNC(C)=O)C(=O)CC,1.0,0.0
1333,C=C(CCNC(C)=O)C(=O)C(C)C,1.0,0.0
1334,CCCCC=CCCNC(C)=O,1.0,0.0
1335,CCC(C)C(=O)CCCNC(C)=O,1.0,0.0
1336,CCC=C(C=O)C(=CCl)CNC=O,1.0,0.0
1337,CC=C(C(C)=O)C(=CCl)CNC=O,1.0,0.0
1338,C=C(C(=O)CC)C(=CCl)CNC=O,1.0,0.0
1339,CCCC=CC(=CCl)CNC=O,1.0,0.0
1340,CCCC(=O)CC(=CCl)CNC=O,1.0,0.0
1341,CC(C)C(=O)CC(=CCl)CNC=O,1.0,0.0
1342,C=C(CNC=O)C1=CCCCC1=O,1.0,0.0
1343,C=C(CNC=O)C(=CC)C(=O)CC,1.0,0.0
1344,C=C(CNC=O)C(=C)C(=O)C(C)C,1.0,0.0
1345,C=C(C=CCCCC)CNC=O,1.0,0.0
1346,C=C(CC(=O)C(C)CC)CNC=O,1.0,0.0
1347,CC1CCC=C(CCNC=O)C1=O,1.0,0.0
1348,CC(=CCl)C1=CCCCC1=O,1.0,0.0
1349,CC=C(C(=O)CC)C(C)=CCl,1.0,0.0
1350,C=C(C(=O)C(C)C)C(C)=CCl,1.0,0.0
1351,CCCCC=CC(C)=CCl,1.0,0.0
1352,CCC(C)C(=O)CC(C)=CCl,1.0,0.0
1353,C=C(C)C1=CCCC(C)C1=O,1.0,0.0
1354,CC1CCC=C(C=CCl)C1=O,1.0,0.0
1355,CC=CCC(CCCCC)OC,1.0,0.0
1356,CCC=CCC(O)CCCCC,1.0,0.0
1357,CCC=CCC(CCCC)OC,1.0,0.0
1358,CCCCC(O)CC=CCCC(N)=O,1.0,0.0
1359,CCCC(CC=CCCC(N)=O)OC,1.0,0.0
1360,CCCC(O)CC=CCCC(=O)NC,1.0,0.0
1361,CCC(CC=CCCC(=O)NC)OC,1.0,0.0
1362,CCNC(=O)CCC=CCC(O)CC,1.0,0.0
1363,CCNC(=O)CCC=CCC(C)OC,1.0,0.0
1364,C=CCNC(=O)CCC=CCC(C)O,1.0,0.0
1365,CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1366,C=CCNC(=O)CCC=CCCOC,1.0,0.0
1367,CCCNC(=O)CCC=CCCOC,1.0,0.0
1368,CC(=C)CNC(=O)CCC=CCCO,1.0,0.0
1369,O=C(CCC=CCCO)NCC=CCl,1.0,0.0
1370,C=CCCNC(=O)CCC=CCCO,1.0,0.0
1371,O=CCCCNC(=O)CCC=CCCO,1.0,0.0
1372,CC(=CCl)CNC(=O)CCC=CC,1.0,0.0
1373,C=CC(=C)CNC(=O)CCC=CC,1.0,0.0
1374,C=C(CC=O)CNC(=O)CCC=CC,1.0,0.0
1375,C=C(CCNC(=O)CCC=CC)C=O,1.0,0.0
1376,CC=CCCNC(=O)CCC=CC,1.0,0.0
1377,CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1378,C=CCCC(=O)NCC(C=C)=CCl,1.0,0.0
1379,C=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1380,C=CCCC(=O)NCC(=C)C(=C)C=O,1.0,0.0
1381,C=CCCC(=O)NCC(=C)C=CC,1.0,0.0
1382,C=CCCC(=O)NCC(=C)CC(C)=O,1.0,0.0
1383,C=CCCC(=O)NCCC(C=O)=CC,1.0,0.0
1384,C=CCCC(=O)NCCC(=C)C(C)=O,1.0,0.0
1385,C=CCCC(=O)NCCC=CCC,1.0,0.0
1386,C=CCCC(=O)NCCCC(=O)CC,1.0,0.0
1387,CCCC(=O)NCC(=CCl)C(=C)C=O,1.0,0.0
1388,CCCC(=O)NCC(C=CC)=CCl,1.0,0.0
1389,CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1390,CCCC(=O)NCC(=C)C(C=O)=CC,1.0,0.0
1391,CCCC(=O)NCC(=C)C(=C)C(C)=O,1.0,0.0
1392,CCCC(=O)NCC(=C)C=CCC,1.0,0.0
1393,CCCC(=O)NCC(=C)CC(=O)CC,1.0,0.0
1394,CCCC(=O)NCCC(C=O)=CCC,1.0,0.0
1395,CCCC(=O)NCCC(=CC)C(C)=O,1.0,0.0
1396,CCCC(=O)NCCC(=C)C(=O)CC,1.0,0.0
1397,CCCC(=O)NCCC=CCCC,1.0,0.0
1398,CCCC(=O)NCCCC(=O)CCC,1.0,0.0
1399,CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1400,CC=C(C=O)C(=CCl)CNC(=O)CC,1.0,0.0
1401,C=C(C(C)=O)C(=CCl)CNC(=O)CC,1.0,0.0
1402,CCC=CC(=CCl)CNC(=O)CC,1.0,0.0
1403,CCC(=O)CC(=CCl)CNC(=O)CC,1.0,0.0
1404,C=C(CNC(=O)CC)C(C=O)=CCC,1.0,0.0
1405,C=C(CNC(=O)CC)C(=CC)C(C)=O,1.0,0.0
1406,C=C(CNC(=O)CC)C(=C)C(=O)CC,1.0,0.0
1407,C=C(C=CCCC)CNC(=O)CC,1.0,0.0
1408,C=C(CC(=O)CCC)CNC(=O)CC,1.0,0.0
1409,C=C(CC(=O)C(C)C)CNC(=O)CC,1.0,0.0
1410,CCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1411,CC=C(CCNC(=O)CC)C(=O)CC,1.0,0.0
1412,C=C(CCNC(=O)CC)C(=O)C(C)C,1.0,0.0
1413,CCCCC=CCCNC(=O)CC,1.0,0.0
1414,CCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
1415,CCC=C(C=O)C(=CCl)CNC(C)=O,1.0,0.0
1416,CC=C(C(C)=O)C(=CCl)CNC(C)=O,1.0,0.0
1417,C=C(C(=O)CC)C(=CCl)CNC(C)=O,1.0,0.0
1418,CCCC=CC(=CCl)CNC(C)=O,1.0,0.0
1419,CCCC(=O)CC(=CCl)CNC(C)=O,1.0,0.0
1420,CC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
1421,C=C(CNC(C)=O)C1=CCCCC1=O,1.0,0.0
1422,C=C(CNC(C)=O)C(=CC)C(=O)CC,1.0,0.0
1423,C=C(CNC(C)=O)C(=C)C(=O)C(C)C,1.0,0.0
1424,C=C(C=CCCCC)CNC(C)=O,1.0,0.0
1425,C=C(CC(=O)C(C)CC)CNC(C)=O,1.0,0.0
1426,CC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
1427,O=CNCC(=CCl)C1=CCCCC1=O,1.0,0.0
1428,CC=C(C(=O)CC)C(=CCl)CNC=O,1.0,0.0
1429,C=C(C(=O)C(C)C)C(=CCl)CNC=O,1.0,0.0
1430,CCCCC=CC(=CCl)CNC=O,1.0,0.0
1431,CCC(C)C(=O)CC(=CCl)CNC=O,1.0,0.0
1432,C=C(CNC=O)C1=CCCC(C)C1=O,1.0,0.0
1433,CC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
1434,CCC=CCC(CCCCC)OC,1.0,0.0
1435,CCCCCC(O)CC=CCCC(N)=O,1.0,0.0
1436,CCCCC(CC=CCCC(N)=O)OC,1.0,0.0
1437,CCCCC(O)CC=CCCC(=O)NC,1.0,0.0
1438,CCCC(CC=CCCC(=O)NC)OC,1.0,0.0
1439,CCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1440,CCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1441,C=CCNC(=O)CCC=CCC(O)CC,1.0,0.0
1442,CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1443,C=CCNC(=O)CCC=CCC(C)OC,1.0,0.0
1444,CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1445,CC(=C)CNC(=O)CCC=CCC(C)O,1.0,0.0
1446,CC(O)CC=CCCC(=O)NCC=CCl,1.0,0.0
1447,C=CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1448,CC(O)CC=CCCC(=O)NCCCC=O,1.0,0.0
1449,CC(=C)CNC(=O)CCC=CCCOC,1.0,0.0
1450,COCCC=CCCC(=O)NCC=CCl,1.0,0.0
1451,C=CCCNC(=O)CCC=CCCOC,1.0,0.0
1452,COCCC=CCCC(=O)NCCCC=O,1.0,0.0
1453,CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1454,C=CC(=C)CNC(=O)CCC=CCCO,1.0,0.0
1455,C=C(CC=O)CNC(=O)CCC=CCCO,1.0,0.0
1456,C=C(CCNC(=O)CCC=CCCO)C=O,1.0,0.0
1457,CC=CCCNC(=O)CCC=CCCO,1.0,0.0
1458,CC(=O)CCCNC(=O)CCC=CCCO,1.0,0.0
1459,C=CC(=CCl)CNC(=O)CCC=CC,1.0,0.0
1460,CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1461,C=C(C=O)C(=C)CNC(=O)CCC=CC,1.0,0.0
1462,C=C(C=CC)CNC(=O)CCC=CC,1.0,0.0
1463,C=C(CC(C)=O)CNC(=O)CCC=CC,1.0,0.0
1464,CC=CCCC(=O)NCCC(C=O)=CC,1.0,0.0
1465,C=C(CCNC(=O)CCC=CC)C(C)=O,1.0,0.0
1466,CC=CCCC(=O)NCCC=CCC,1.0,0.0
1467,CC=CCCC(=O)NCCCC(=O)CC,1.0,0.0
1468,C=CCCC(=O)NCC(=CCl)C(=C)C=O,1.0,0.0
1469,C=CCCC(=O)NCC(C=CC)=CCl,1.0,0.0
1470,C=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1471,C=CCCC(=O)NCC(=C)C(C=O)=CC,1.0,0.0
1472,C=CCCC(=O)NCC(=C)C(=C)C(C)=O,1.0,0.0
1473,C=CCCC(=O)NCC(=C)C=CCC,1.0,0.0
1474,C=CCCC(=O)NCC(=C)CC(=O)CC,1.0,0.0
1475,C=CCCC(=O)NCCC(C=O)=CCC,1.0,0.0
1476,C=CCCC(=O)NCCC(=CC)C(C)=O,1.0,0.0
1477,C=CCCC(=O)NCCC(=C)C(=O)CC,1.0,0.0
1478,C=CCCC(=O)NCCC=CCCC,1.0,0.0
1479,C=CCCC(=O)NCCCC(=O)CCC,1.0,0.0
1480,C=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1481,CCCC(=O)NCC(=CCl)C(C=O)=CC,1.0,0.0
1482,CCCC(=O)NCC(=CCl)C(=C)C(C)=O,1.0,0.0
1483,CCCC(=O)NCC(C=CCC)=CCl,1.0,0.0
1484,CCCC(=O)NCC(CC(=O)CC)=CCl,1.0,0.0
1485,CCCC(=O)NCC(=C)C(C=O)=CCC,1.0,0.0
1486,CCCC(=O)NCC(=C)C(=CC)C(C)=O,1.0,0.0
1487,CCCC(=O)NCC(=C)C(=C)C(=O)CC,1.0,0.0
1488,CCCC(=O)NCC(=C)C=CCCC,1.0,0.0
1489,CCCC(=O)NCC(=C)CC(=O)CCC,1.0,0.0
1490,CCCC(=O)NCC(=C)CC(=O)C(C)C,1.0,0.0
1491,CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1492,CCCC(=O)NCCC(=CC)C(=O)CC,1.0,0.0
1493,CCCC(=O)NCCC(=C)C(=O)C(C)C,1.0,0.0
1494,CCCC(=O)NCCC=CCCCC,1.0,0.0
1495,CCCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
1496,CCC=C(C=O)C(=CCl)CNC(=O)CC,1.0,0.0
1497,CC=C(C(C)=O)C(=CCl)CNC(=O)CC,1.0,0.0
1498,C=C(C(=O)CC)C(=CCl)CNC(=O)CC,1.0,0.0
1499,CCCC=CC(=CCl)CNC(=O)CC,1.0,0.0
1500,CCCC(=O)CC(=CCl)CNC(=O)CC,1.0,0.0
1501,CCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
1502,C=C(CNC(=O)CC)C1=CCCCC1=O,1.0,0.0
1503,C=C(CNC(=O)CC)C(=CC)C(=O)CC,1.0,0.0
1504,C=C(CNC(=O)CC)C(=C)C(=O)C(C)C,1.0,0.0
1505,C=C(C=CCCCC)CNC(=O)CC,1.0,0.0
1506,C=C(CC(=O)C(C)CC)CNC(=O)CC,1.0,0.0
1507,CCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
1508,CC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
1509,CC=C(C(=O)CC)C(=CCl)CNC(C)=O,1.0,0.0
1510,C=C(C(=O)C(C)C)C(=CCl)CNC(C)=O,1.0,0.0
1511,CCCCC=CC(=CCl)CNC(C)=O,1.0,0.0
1512,CCC(C)C(=O)CC(=CCl)CNC(C)=O,1.0,0.0
1513,C=C(CNC(C)=O)C1=CCCC(C)C1=O,1.0,0.0
1514,CC1CCC=C(C(=CCl)CNC=O)C1=O,1.0,0.0
1515,CCCCCC(CC=CCCC(N)=O)OC,1.0,0.0
1516,CCCCCC(O)CC=CCCC(=O)NC,1.0,0.0
1517,CCCCC(CC=CCCC(=O)NC)OC,1.0,0.0
1518,CCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1519,CCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1520,C=CCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1521,CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1522,C=CCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1523,CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1524,CC(=C)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1525,CCC(O)CC=CCCC(=O)NCC=CCl,1.0,0.0
1526,C=CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1527,CCC(O)CC=CCCC(=O)NCCCC=O,1.0,0.0
1528,CC(=C)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1529,COC(C)CC=CCCC(=O)NCC=CCl,1.0,0.0
1530,C=CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1531,COC(C)CC=CCCC(=O)NCCCC=O,1.0,0.0
