Substructure,Frequency1
cccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cscCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccc(s)CC(=O)NC1C(=O)N(CC(=O)O)C1S,1
csc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,1
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,1
ccscCC(=O)NC1C(=O)N(CC(=O)O)C1S,1
O=C(O)CN1CC(NC(=O)Cc2cccs2)C1=O,1
CC(=O)O.ccc(s)CC(=O)NCCSC,1
CC(=O)O.csc(c)CC(=O)NCCSC,1
CC(=O)O.ccccCC(=O)NCCSC,1
CC(=O)O.ccscCC(=O)NCCSC,1
CC(=O)O.O=C(Cc1cccs1)NCCS,1
CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CN1C(=O)C(NC(=O)Cc(s)cc)C1SC,1
CN1C(=O)C(NC(=O)Cc(c)sc)C1SC,1
CN1C(=O)C(NC(=O)Ccccc)C1SC,1
CN1C(=O)C(NC(=O)Ccscc)C1SC,1
C.CSCCNC(=O)Cc1cccs1,1
CSC1NC(=O)C1NC(=O)Cc1cccs1,1
cCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
cCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
CC(=O)OCC(C)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
ccCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
CCNC(=O)Ccs.CC(=O)OCC(C)=CC(=O)O,1
cCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
CC(=O)OCC(C)=CN1CC(NC(=O)Ccs)C1=O,1
cCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
CC(=O)OCC(=CNC(=O)CNC(=O)Ccs)CS,1
cc(s)CC(=O)NCC(=O)NC=C(C)COC(C)=O,1
cccCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
cscCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
C=C(COC(C)=O)CSCCNC(=O)Ccc,1
C=C(COC(C)=O)CSCCNC(=O)Ccs,1
C=C(C)COC(C)=O.cc(s)CC(=O)NCC,1
C=C(C)COC(C)=O.cccCC(=O)NCC,1
C=C(C)COC(C)=O.cscCC(=O)NCC,1
ccCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
CC(=O)OCC=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
cc(s)CC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
cccCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
cscCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
ccCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
CC(=O)OCC=CC(=O)O.O=C(Ccs)NCCS,1
cc(s)CC(=O)NCC.CC(=O)OCC=CC(=O)O,1
cccCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
cscCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
ccCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
CC(=O)OCC=CN1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
cccCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
cscCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
ccc(s)CC(=O)NCC(=O)NC=CCOC(C)=O,1
csc(c)CC(=O)NCC(=O)NC=CCOC(C)=O,1
ccccCC(=O)NCC(=O)NC=CCOC(C)=O,1
ccscCC(=O)NCC(=O)NC=CCOC(C)=O,1
C=CCOC(C)=O.cc(s)CC(=O)NCCS,1
C=CCOC(C)=O.cccCC(=O)NCCS,1
C=CCOC(C)=O.cscCC(=O)NCCS,1
C=CCOC(C)=O.ccc(s)CC(=O)NCC,1
C=CCOC(C)=O.csc(c)CC(=O)NCC,1
C=CCOC(C)=O.ccccCC(=O)NCC,1
C=CCOC(C)=O.ccscCC(=O)NCC,1
ccCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
CC(=O)OCCCSC1NC(=O)C1NC(=O)Ccs,1
cc(s)CC(=O)NCCSCCCOC(C)=O,1
cccCC(=O)NCCSCCCOC(C)=O,1
cscCC(=O)NCCSCCCOC(C)=O,1
ccCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
CC(COC=O)=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
O=COCC(CS)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
ccCC(=O)NCCSCC(=CC(=O)O)COC=O,1
O=COCC(=CC(=O)O)CSCCNC(=O)Ccs,1
cc(s)CC(=O)NCC.CC(=CC(=O)O)COC=O,1
cccCC(=O)NCC.CC(=CC(=O)O)COC=O,1
cscCC(=O)NCC.CC(=CC(=O)O)COC=O,1
ccCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
O=COCC1=CN2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NC1CN(C=C(C)COC=O)C1=O,1
cccCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
cscCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
cc(s)CC(=O)NCC(=O)NC=C(CS)COC=O,1
cccCC(=O)NCC(=O)NC=C(CS)COC=O,1
cscCC(=O)NCC(=O)NC=C(CS)COC=O,1
ccc(s)CC(=O)NCC(=O)NC=C(C)COC=O,1
csc(c)CC(=O)NCC(=O)NC=C(C)COC=O,1
ccccCC(=O)NCC(=O)NC=C(C)COC=O,1
ccscCC(=O)NCC(=O)NC=C(C)COC=O,1
C=C(COC=O)CSCCNC(=O)Cc(c)s,1
C=C(COC=O)CSCCNC(=O)Cccc,1
C=C(COC=O)CSCCNC(=O)Ccsc,1
C=C(C)COC=O.ccc(s)CC(=O)NCC,1
C=C(C)COC=O.csc(c)CC(=O)NCC,1
C=C(C)COC=O.ccccCC(=O)NCC,1
C=C(C)COC=O.ccscCC(=O)NCC,1
ccCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
O=COCC=C(C(=O)O)N1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
cccCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
cscCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
ccc(s)CC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
csc(c)CC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
ccscCC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
cc(s)CC(=O)NCCS.O=COCC=CC(=O)O,1
cccCC(=O)NCCS.O=COCC=CC(=O)O,1
cscCC(=O)NCCS.O=COCC=CC(=O)O,1
ccc(s)CC(=O)NCC.O=COCC=CC(=O)O,1
csc(c)CC(=O)NCC.O=COCC=CC(=O)O,1
ccccCC(=O)NCC.O=COCC=CC(=O)O,1
ccscCC(=O)NCC.O=COCC=CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
cccCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
cscCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
ccc(s)CC(=O)NC1CN(C=CCOC=O)C1=O,1
csc(c)CC(=O)NC1CN(C=CCOC=O)C1=O,1
ccccCC(=O)NC1CN(C=CCOC=O)C1=O,1
ccscCC(=O)NC1CN(C=CCOC=O)C1=O,1
O=COCC=CNC(=O)CNC(=O)Cc1cccs1,1
C=CCOC=O.ccc(s)CC(=O)NCCS,1
C=CCOC=O.csc(c)CC(=O)NCCS,1
C=CCOC=O.ccccCC(=O)NCCS,1
C=CCOC=O.ccscCC(=O)NCCS,1
C=CCOC=O.CCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)NC1SCCCOC=O,1
cccCC(=O)NC1C(=O)NC1SCCCOC=O,1
cscCC(=O)NC1C(=O)NC1SCCCOC=O,1
ccc(s)CC(=O)NCCSCCCOC=O,1
csc(c)CC(=O)NCCSCCCOC=O,1
ccccCC(=O)NCCSCCCOC=O,1
ccscCC(=O)NCCSCCCOC=O,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cc(s)CC(=O)NCCSCC(C)=CC(=O)O,1
cccCC(=O)NCCSCC(C)=CC(=O)O,1
cscCC(=O)NCCSCC(C)=CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
cccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
cscCC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccc(s)CC(=O)NCC(=O)NC=C(C)CS,1
csc(c)CC(=O)NCC(=O)NC=C(C)CS,1
ccccCC(=O)NCC(=O)NC=C(C)CS,1
ccscCC(=O)NCC(=O)NC=C(C)CS,1
C=C(C)CSCCNC(=O)Cc(s)cc,1
C=C(C)CSCCNC(=O)Cc(c)sc,1
C=C(C)CSCCNC(=O)Ccccc,1
C=C(C)CSCCNC(=O)Ccscc,1
cc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cscCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccc(s)CC(=O)NCC.CC(C)=CC(=O)O,1
csc(c)CC(=O)NCC.CC(C)=CC(=O)O,1
ccccCC(=O)NCC.CC(C)=CC(=O)O,1
ccscCC(=O)NCC.CC(C)=CC(=O)O,1
ccc(s)CC(=O)NC1CN(C=C(C)C)C1=O,1
csc(c)CC(=O)NC1CN(C=C(C)C)C1=O,1
ccccCC(=O)NC1CN(C=C(C)C)C1=O,1
ccscCC(=O)NC1CN(C=C(C)C)C1=O,1
CC(C)=CNC(=O)CNC(=O)Cc1cccs1,1
C=C(C)C.CCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cscCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccc(s)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
csc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccscCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
CC=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
ccc(s)CC(=O)NCCS.CC=CC(=O)O,1
csc(c)CC(=O)NCCS.CC=CC(=O)O,1
ccccCC(=O)NCCS.CC=CC(=O)O,1
ccscCC(=O)NCCS.CC=CC(=O)O,1
CC=CC(=O)O.CCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1C(=O)N(C=CC)C1S,1
csc(c)CC(=O)NC1C(=O)N(C=CC)C1S,1
ccccCC(=O)NC1C(=O)N(C=CC)C1S,1
ccscCC(=O)NC1C(=O)N(C=CC)C1S,1
CC=CN1CC(NC(=O)Cc2cccs2)C1=O,1
C=CC.O=C(Cc1cccs1)NCCS,1
ccc(s)CC(=O)NC1C(=O)NC1SCCC,1
csc(c)CC(=O)NC1C(=O)NC1SCCC,1
ccccCC(=O)NC1C(=O)NC1SCCC,1
ccscCC(=O)NC1C(=O)NC1SCCC,1
CCCSCCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cscCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(s)CC(=O)NCCSCC=CC(=O)O,1
csc(c)CC(=O)NCCSCC=CC(=O)O,1
ccccCC(=O)NCCSCC=CC(=O)O,1
ccscCC(=O)NCCSCC=CC(=O)O,1
ccc(s)CC(=O)NC1C(=O)N2C=CCSC12,1
csc(c)CC(=O)NC1C(=O)N2C=CCSC12,1
ccccCC(=O)NC1C(=O)N2C=CCSC12,1
ccscCC(=O)NC1C(=O)N2C=CCSC12,1
C=CCSCCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
csc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccscCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
O=C(CNC(=O)Cc1cccs1)NC=CCS,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(s)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)sc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccscc)C1S,1
C=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
C=CC(=O)O.O=C(Cc1cccs1)NCCS,1
C=CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CCSC1NC(=O)C1NC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
csc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccscCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
O=C(O)CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CC(=O)O.CSCCNC(=O)Cc1cccs1,1
CN1C(=O)C(NC(=O)Cc2cccs2)C1SC,1
ccCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
CC(=O)OCC(C)=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
CC(=O)OCC(CS)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
cc(s)CC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
cccCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
ccCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
cscCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
CC(=O)OCC(=CC(=O)O)CSCCNC(=O)Ccs,1
cc(s)CC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
cccCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
ccCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
cscCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
CC(=O)OCC1=CN2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
cccCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
cscCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
ccc(s)CC(=O)NCC(=O)NC=C(C)COC(C)=O,1
csc(c)CC(=O)NCC(=O)NC=C(C)COC(C)=O,1
ccccCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
ccscCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
C=C(COC(C)=O)CSCCNC(=O)Cc(c)s,1
C=C(COC(C)=O)CSCCNC(=O)Cccc,1
C=C(COC(C)=O)CSCCNC(=O)Ccsc,1
C=C(C)COC(C)=O.ccc(s)CC(=O)NCC,1
C=C(C)COC(C)=O.csc(c)CC(=O)NCC,1
C=C(C)COC(C)=O.ccccCC(=O)NCC,1
C=C(C)COC(C)=O.ccscCC(=O)NCC,1
cc(s)CC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
cccCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
ccCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
cscCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
CC(=O)OCC=C(C(=O)O)N1C(=O)C(NC(=O)Ccs)C1S,1
ccc(s)CC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
csc(c)CC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
ccscCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
cc(s)CC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
cccCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
cscCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
ccc(s)CC(=O)NCC.CC(=O)OCC=CC(=O)O,1
csc(c)CC(=O)NCC.CC(=O)OCC=CC(=O)O,1
ccccCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
ccscCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
cccCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
cscCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
ccc(s)CC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
csc(c)CC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
ccccCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
ccscCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
CC(=O)OCC=CNC(=O)CNC(=O)Cc1cccs1,1
C=CCOC(C)=O.ccc(s)CC(=O)NCCS,1
C=CCOC(C)=O.csc(c)CC(=O)NCCS,1
C=CCOC(C)=O.ccccCC(=O)NCCS,1
C=CCOC(C)=O.ccscCC(=O)NCCS,1
C=CCOC(C)=O.CCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
cccCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
cscCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
ccc(s)CC(=O)NCCSCCCOC(C)=O,1
csc(c)CC(=O)NCCSCCCOC(C)=O,1
ccccCC(=O)NCCSCCCOC(C)=O,1
ccscCC(=O)NCCSCCCOC(C)=O,1
cc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
cccCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
cscCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
O=COCC1=C(C(=O)O)N2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
cc(s)CC(=O)NCCSCC(=CC(=O)O)COC=O,1
cccCC(=O)NCCSCC(=CC(=O)O)COC=O,1
cscCC(=O)NCCSCC(=CC(=O)O)COC=O,1
ccc(s)CC(=O)NCC.CC(=CC(=O)O)COC=O,1
csc(c)CC(=O)NCC.CC(=CC(=O)O)COC=O,1
ccccCC(=O)NCC.CC(=CC(=O)O)COC=O,1
ccscCC(=O)NCC.CC(=CC(=O)O)COC=O,1
cc(s)CC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
cccCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
cscCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
ccc(s)CC(=O)NC1CN(C=C(C)COC=O)C1=O,1
csc(c)CC(=O)NC1CN(C=C(C)COC=O)C1=O,1
ccccCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
ccscCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
ccc(s)CC(=O)NCC(=O)NC=C(CS)COC=O,1
csc(c)CC(=O)NCC(=O)NC=C(CS)COC=O,1
ccccCC(=O)NCC(=O)NC=C(CS)COC=O,1
ccscCC(=O)NCC(=O)NC=C(CS)COC=O,1
CC(=CNC(=O)CNC(=O)Cc1cccs1)COC=O,1
C=C(COC=O)CSCCNC(=O)Cc(s)cc,1
C=C(COC=O)CSCCNC(=O)Cc(c)sc,1
C=C(COC=O)CSCCNC(=O)Ccccc,1
C=C(COC=O)CSCCNC(=O)Ccscc,1
C=C(C)COC=O.CCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
cccCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
cscCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
ccc(s)CC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
csc(c)CC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
ccccCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
ccscCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
O=COCC=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
ccc(s)CC(=O)NCCS.O=COCC=CC(=O)O,1
csc(c)CC(=O)NCCS.O=COCC=CC(=O)O,1
ccccCC(=O)NCCS.O=COCC=CC(=O)O,1
ccscCC(=O)NCCS.O=COCC=CC(=O)O,1
CCNC(=O)Cc1cccs1.O=COCC=CC(=O)O,1
ccc(s)CC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
csc(c)CC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
ccccCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
ccscCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
O=COCC=CN1CC(NC(=O)Cc2cccs2)C1=O,1
C=CCOC=O.O=C(Cc1cccs1)NCCS,1
ccc(s)CC(=O)NC1C(=O)NC1SCCCOC=O,1
csc(c)CC(=O)NC1C(=O)NC1SCCCOC=O,1
ccccCC(=O)NC1C(=O)NC1SCCCOC=O,1
ccscCC(=O)NC1C(=O)NC1SCCCOC=O,1
O=COCCCSCCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cscCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccc(s)CC(=O)NCCSCC(C)=CC(=O)O,1
csc(c)CC(=O)NCCSCC(C)=CC(=O)O,1
ccccCC(=O)NCCSCC(C)=CC(=O)O,1
ccscCC(=O)NCCSCC(C)=CC(=O)O,1
ccc(s)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccscCC(=O)NC1C(=O)N2C=C(C)CSC12,1
CC(=CNC(=O)CNC(=O)Cc1cccs1)CS,1
C=C(C)CSCCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
csc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccscCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
CC(C)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
CCNC(=O)Cc1cccs1.CC(C)=CC(=O)O,1
CC(C)=CN1CC(NC(=O)Cc2cccs2)C1=O,1
ccc(s)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
csc(c)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccscCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
CC=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
CC=CC(=O)O.O=C(Cc1cccs1)NCCS,1
CC=CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CCCSC1NC(=O)C1NC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
csc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccscCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
O=C(O)C=CCSCCNC(=O)Cc1cccs1,1
O=C(Cc1cccs1)NC1C(=O)N2C=CCSC12,1
O=C(Cc1cccs1)NCC(=O)NC(=CCS)C(=O)O,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CSC1C(NC(=O)Cc2cccs2)C(=O)N1CC(=O)O,1
cc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
cccCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
cscCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
