Substructure,Frequency,Percentage1
C=CN1CC(NC(=O)Cc2ccccc2)C1S,1,25.0
C=CN1CC(NCC(N)c2ccccc2)C1S,1,25.0
C=CN1CC(NC(=O)C(N)c(c)ccc)C1=O,1,25.0
C=CN1CC(NC(=O)C(N)c(cc)cc)C1=O,1,25.0
C=CN1CC(NC(=O)C(N)ccccc)C1=O,1,25.0
C=CN1CC(NC(=O)Cc2ccccc2)C1=O,1,25.0
C=CN1CC(NCC(N)c2ccccc2)C1=O,1,25.0
C=CN1CC(NC(=O)C(N)c2ccccc2)C1,1,25.0
C=CNC(S)CNC(=O)C(N)c1ccccc1,1,25.0
C=CNC(=O)CNC(=O)C(N)c1ccccc1,1,25.0
CCSC1NC(=O)C1NC(=O)C(N)c(c)cc,1,25.0
CCSC1NC(=O)C1NC(=O)C(N)cccc,1,25.0
CCSC1NC(=O)C1NC(=O)Cc(c)ccc,1,25.0
CCSC1NC(=O)C1NC(=O)Cc(cc)cc,1,25.0
CCSC1NC(=O)C1NC(=O)Cccccc,1,25.0
CCSC1NC(=O)C1NCC(N)c(c)ccc,1,25.0
CCSC1NC(=O)C1NCC(N)c(cc)cc,1,25.0
CCSC1NC(=O)C1NCC(N)ccccc,1,25.0
CCSC1NCC1NC(=O)C(N)c(c)ccc,1,25.0
CCSC1NCC1NC(=O)C(N)c(cc)cc,1,25.0
CCSC1NCC1NC(=O)C(N)ccccc,1,25.0
CCSCC(C=O)NC(=O)C(N)c(c)ccc,1,25.0
CCSCC(C=O)NC(=O)C(N)c(cc)cc,1,25.0
CCSCC(C=O)NC(=O)C(N)ccccc,1,25.0
CCSCC(C)NC(=O)C(N)c1ccccc1,1,25.0
CCN1C(=O)C(NC(=O)C(N)c(c)c)C1SC,1,25.0
CCN1C(=O)C(NC(=O)C(N)ccc)C1SC,1,25.0
ccC(N)C(=O)NC1C(=O)N(CC=O)C1SC,1,25.0
ccC(N)C(=O)NC1C(=O)N(CCO)C1SC,1,25.0
cC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1,25.0
CCN1C(=O)C(NC(=O)Cc(c)cc)C1SC,1,25.0
cc(c)CC(=O)NC1C(=O)N(CC=O)C1SC,1,25.0
cc(c)CC(=O)NC1C(=O)N(CCO)C1SC,1,25.0
CCN1C(=O)C(NC(=O)Ccccc)C1SC,1,25.0
cccCC(=O)NC1C(=O)N(CC=O)C1SC,1,25.0
cccCC(=O)NC1C(=O)N(CCO)C1SC,1,25.0
ccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1,25.0
CCN1C(=O)C(NCC(N)c(c)cc)C1SC,1,25.0
cc(c)C(N)CNC1C(=O)N(CC=O)C1SC,1,25.0
cc(c)C(N)CNC1C(=O)N(CCO)C1SC,1,25.0
CCN1C(=O)C(NCC(N)cccc)C1SC,1,25.0
cccC(N)CNC1C(=O)N(CC=O)C1SC,1,25.0
cccC(N)CNC1C(=O)N(CCO)C1SC,1,25.0
ccC(N)CNC1C(=O)N(CC(=O)O)C1SC,1,25.0
CCN1C(=O)C(NCCc(c)ccc)C1SC,1,25.0
CCN1C(=O)C(NCCc(cc)cc)C1SC,1,25.0
ccc(c)CCNC1C(=O)N(CC=O)C1SC,1,25.0
ccc(c)CCNC1C(=O)N(CCO)C1SC,1,25.0
cc(c)CCNC1C(=O)N(CC(=O)O)C1SC,1,25.0
CCN1C(=O)C(NCCccccc)C1SC,1,25.0
ccccCCNC1C(=O)N(CC=O)C1SC,1,25.0
ccccCCNC1C(=O)N(CCO)C1SC,1,25.0
cccCCNC1C(=O)N(CC(=O)O)C1SC,1,25.0
CCN1CC(NC(=O)C(N)c(c)cc)C1SC,1,25.0
cc(c)C(N)C(=O)NC1CN(CC=O)C1SC,1,25.0
cc(c)C(N)C(=O)NC1CN(CCO)C1SC,1,25.0
CCN1CC(NC(=O)C(N)cccc)C1SC,1,25.0
cccC(N)C(=O)NC1CN(CC=O)C1SC,1,25.0
cccC(N)C(=O)NC1CN(CCO)C1SC,1,25.0
ccC(N)C(=O)NC1CN(CC(=O)O)C1SC,1,25.0
CCN1CC(NC(=O)Cc(c)ccc)C1SC,1,25.0
CCN1CC(NC(=O)Cc(cc)cc)C1SC,1,25.0
ccc(c)CC(=O)NC1CN(CC=O)C1SC,1,25.0
ccc(c)CC(=O)NC1CN(CCO)C1SC,1,25.0
cc(c)CC(=O)NC1CN(CC(=O)O)C1SC,1,25.0
CCN1CC(NC(=O)Cccccc)C1SC,1,25.0
ccccCC(=O)NC1CN(CC=O)C1SC,1,25.0
ccccCC(=O)NC1CN(CCO)C1SC,1,25.0
cccCC(=O)NC1CN(CC(=O)O)C1SC,1,25.0
CCN1CC(NCC(N)c(c)ccc)C1SC,1,25.0
CCN1CC(NCC(N)c(cc)cc)C1SC,1,25.0
ccc(c)C(N)CNC1CN(CC=O)C1SC,1,25.0
ccc(c)C(N)CNC1CN(CCO)C1SC,1,25.0
cc(c)C(N)CNC1CN(CC(=O)O)C1SC,1,25.0
CCN1CC(NCC(N)ccccc)C1SC,1,25.0
ccccC(N)CNC1CN(CC=O)C1SC,1,25.0
ccccC(N)CNC1CN(CCO)C1SC,1,25.0
cccC(N)CNC1CN(CC(=O)O)C1SC,1,25.0
CCN1CC(NCCc2ccccc2)C1SC,1,25.0
cccc(c)CCNC1CN(CC=O)C1SC,1,25.0
cccc(c)CCNC1CN(CCO)C1SC,1,25.0
ccc(cc)CCNC1CN(CC=O)C1SC,1,25.0
ccc(cc)CCNC1CN(CCO)C1SC,1,25.0
ccc(c)CCNC1CN(CC(=O)O)C1SC,1,25.0
cccccCCNC1CN(CC=O)C1SC,1,25.0
cccccCCNC1CN(CCO)C1SC,1,25.0
ccccCCNC1CN(CC(=O)O)C1SC,1,25.0
CCNC(CNC(=O)C(N)c(c)ccc)SC,1,25.0
CCNC(CNC(=O)C(N)c(cc)cc)SC,1,25.0
ccc(c)C(N)C(=O)NCC(NCC=O)SC,1,25.0
ccc(c)C(N)C(=O)NCC(NCCO)SC,1,25.0
cc(c)C(N)C(=O)NCC(NCC(=O)O)SC,1,25.0
CCNC(CNC(=O)C(N)ccccc)SC,1,25.0
ccccC(N)C(=O)NCC(NCC=O)SC,1,25.0
ccccC(N)C(=O)NCC(NCCO)SC,1,25.0
cccC(N)C(=O)NCC(NCC(=O)O)SC,1,25.0
CCNC(CNC(=O)Cc1ccccc1)SC,1,25.0
cccc(c)CC(=O)NCC(NCC=O)SC,1,25.0
cccc(c)CC(=O)NCC(NCCO)SC,1,25.0
ccc(cc)CC(=O)NCC(NCC=O)SC,1,25.0
ccc(cc)CC(=O)NCC(NCCO)SC,1,25.0
ccc(c)CC(=O)NCC(NCC(=O)O)SC,1,25.0
cccccCC(=O)NCC(NCC=O)SC,1,25.0
cccccCC(=O)NCC(NCCO)SC,1,25.0
ccccCC(=O)NCC(NCC(=O)O)SC,1,25.0
CCNC(CNCC(N)c1ccccc1)SC,1,25.0
cccc(c)C(N)CNCC(NCC=O)SC,1,25.0
cccc(c)C(N)CNCC(NCCO)SC,1,25.0
ccc(cc)C(N)CNCC(NCC=O)SC,1,25.0
ccc(cc)C(N)CNCC(NCCO)SC,1,25.0
ccc(c)C(N)CNCC(NCC(=O)O)SC,1,25.0
cccccC(N)CNCC(NCC=O)SC,1,25.0
cccccC(N)CNCC(NCCO)SC,1,25.0
ccccC(N)CNCC(NCC(=O)O)SC,1,25.0
CSC(CNCCc1ccccc1)NCC=O,1,25.0
CSC(CNCCc1ccccc1)NCCO,1,25.0
cccc(c)CCNCC(NCC(=O)O)SC,1,25.0
ccc(cc)CCNCC(NCC(=O)O)SC,1,25.0
cccccCCNCC(NCC(=O)O)SC,1,25.0
CN1C(=O)C(NC(=O)C(N)c(c)ccc)C1S,1,25.0
CN1C(=O)C(NC(=O)C(N)c(cc)cc)C1S,1,25.0
CN1C(=O)C(NC(=O)C(N)c(c)cc)C1SC,1,25.0
CN1C(=O)C(NC(=O)C(N)ccccc)C1S,1,25.0
CN1C(=O)C(NC(=O)C(N)cccc)C1SC,1,25.0
CN1C(=O)C(NC(=O)Cc(c)ccc)C1SC,1,25.0
CN1C(=O)C(NC(=O)Cc(cc)cc)C1SC,1,25.0
CN1C(=O)C(NC(=O)Cccccc)C1SC,1,25.0
CN1C(=O)C(NCC(N)c(c)ccc)C1SC,1,25.0
CN1C(=O)C(NCC(N)c(cc)cc)C1SC,1,25.0
CN1C(=O)C(NCC(N)ccccc)C1SC,1,25.0
CN1C(=O)C(NCCc2ccccc2)C1SC,1,25.0
CN1CC(NC(=O)C(N)c(c)ccc)C1SC,1,25.0
CN1CC(NC(=O)C(N)c(cc)cc)C1SC,1,25.0
CN1CC(NC(=O)C(N)ccccc)C1SC,1,25.0
CN1CC(NC(=O)Cc2ccccc2)C1SC,1,25.0
CN1CC(NCC(N)c2ccccc2)C1SC,1,25.0
CNC(CNC(=O)C(N)c1ccccc1)SC,1,25.0
CC1=C(C)CSC2C(NC(=O)C(N)cc)C(=O)N12,1,25.0
cC(N)C(=O)NC1C(=O)N2C(C=O)=C(C)CSC12,1,25.0
cC(N)C(=O)NC1C(=O)N2C(CO)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NC(=O)Cc(c)c)C(=O)N12,1,25.0
CC1=C(C)CSC2C(NC(=O)Cccc)C(=O)N12,1,25.0
ccCC(=O)NC1C(=O)N2C(C=O)=C(C)CSC12,1,25.0
ccCC(=O)NC1C(=O)N2C(CO)=C(C)CSC12,1,25.0
cCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C(=O)O)N2C(=O)C(NC(=O)CN)C2SC1,1,25.0
CC1=C(C)CSC2C(NCC(N)c(c)c)C(=O)N12,1,25.0
CC1=C(C)CSC2C(NCC(N)ccc)C(=O)N12,1,25.0
ccC(N)CNC1C(=O)N2C(C=O)=C(C)CSC12,1,25.0
ccC(N)CNC1C(=O)N2C(CO)=C(C)CSC12,1,25.0
cC(N)CNC1C(=O)N2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCCc(c)cc)C(=O)N12,1,25.0
cc(c)CCNC1C(=O)N2C(C=O)=C(C)CSC12,1,25.0
cc(c)CCNC1C(=O)N2C(CO)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCCcccc)C(=O)N12,1,25.0
cccCCNC1C(=O)N2C(C=O)=C(C)CSC12,1,25.0
cccCCNC1C(=O)N2C(CO)=C(C)CSC12,1,25.0
ccCCNC1C(=O)N2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NC(=O)C(N)c(c)c)CN12,1,25.0
CC1=C(C)CSC2C(NC(=O)C(N)ccc)CN12,1,25.0
ccC(N)C(=O)NC1CN2C(C=O)=C(C)CSC12,1,25.0
ccC(N)C(=O)NC1CN2C(CO)=C(C)CSC12,1,25.0
cC(N)C(=O)NC1CN2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NC(=O)Cc(c)cc)CN12,1,25.0
cc(c)CC(=O)NC1CN2C(C=O)=C(C)CSC12,1,25.0
cc(c)CC(=O)NC1CN2C(CO)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NC(=O)Ccccc)CN12,1,25.0
cccCC(=O)NC1CN2C(C=O)=C(C)CSC12,1,25.0
cccCC(=O)NC1CN2C(CO)=C(C)CSC12,1,25.0
ccCC(=O)NC1CN2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCC(N)c(c)cc)CN12,1,25.0
cc(c)C(N)CNC1CN2C(C=O)=C(C)CSC12,1,25.0
cc(c)C(N)CNC1CN2C(CO)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCC(N)cccc)CN12,1,25.0
cccC(N)CNC1CN2C(C=O)=C(C)CSC12,1,25.0
cccC(N)CNC1CN2C(CO)=C(C)CSC12,1,25.0
ccC(N)CNC1CN2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCCc(c)ccc)CN12,1,25.0
CC1=C(C)CSC2C(NCCc(cc)cc)CN12,1,25.0
ccc(c)CCNC1CN2C(C=O)=C(C)CSC12,1,25.0
ccc(c)CCNC1CN2C(CO)=C(C)CSC12,1,25.0
cc(c)CCNC1CN2C(C(=O)O)=C(C)CSC12,1,25.0
CC1=C(C)CSC2C(NCCccccc)CN12,1,25.0
ccccCCNC1CN2C(C=O)=C(C)CSC12,1,25.0
ccccCCNC1CN2C(CO)=C(C)CSC12,1,25.0
cccCCNC1CN2C(C(=O)O)=C(C)CSC12,1,25.0
CC(=C(C)C)N1CC(NC(=O)C(N)c(c)c)C1=O,1,25.0
CC(=C(C)C)N1CC(NC(=O)C(N)ccc)C1=O,1,25.0
ccC(N)C(=O)NC1CN(C(C=O)=C(C)C)C1=O,1,25.0
ccC(N)C(=O)NC1CN(C(CO)=C(C)C)C1=O,1,25.0
cC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NC(=O)Cc(c)cc)C1=O,1,25.0
cc(c)CC(=O)NC1CN(C(C=O)=C(C)C)C1=O,1,25.0
cc(c)CC(=O)NC1CN(C(CO)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NC(=O)Ccccc)C1=O,1,25.0
cccCC(=O)NC1CN(C(C=O)=C(C)C)C1=O,1,25.0
cccCC(=O)NC1CN(C(CO)=C(C)C)C1=O,1,25.0
ccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NCC(N)c(c)cc)C1=O,1,25.0
cc(c)C(N)CNC1CN(C(C=O)=C(C)C)C1=O,1,25.0
cc(c)C(N)CNC1CN(C(CO)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NCC(N)cccc)C1=O,1,25.0
cccC(N)CNC1CN(C(C=O)=C(C)C)C1=O,1,25.0
cccC(N)CNC1CN(C(CO)=C(C)C)C1=O,1,25.0
ccC(N)CNC1CN(C(C(=O)O)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NCCc(c)ccc)C1=O,1,25.0
CC(=C(C)C)N1CC(NCCc(cc)cc)C1=O,1,25.0
ccc(c)CCNC1CN(C(C=O)=C(C)C)C1=O,1,25.0
ccc(c)CCNC1CN(C(CO)=C(C)C)C1=O,1,25.0
cc(c)CCNC1CN(C(C(=O)O)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NCCccccc)C1=O,1,25.0
ccccCCNC1CN(C(C=O)=C(C)C)C1=O,1,25.0
ccccCCNC1CN(C(CO)=C(C)C)C1=O,1,25.0
cccCCNC1CN(C(C(=O)O)=C(C)C)C1=O,1,25.0
CC(=C(C)C)N1CC(NC(=O)C(N)c(c)cc)C1,1,25.0
cc(c)C(N)C(=O)NC1CN(C(C=O)=C(C)C)C1,1,25.0
cc(c)C(N)C(=O)NC1CN(C(CO)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NC(=O)C(N)cccc)C1,1,25.0
cccC(N)C(=O)NC1CN(C(C=O)=C(C)C)C1,1,25.0
cccC(N)C(=O)NC1CN(C(CO)=C(C)C)C1,1,25.0
ccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NC(=O)Cc(c)ccc)C1,1,25.0
CC(=C(C)C)N1CC(NC(=O)Cc(cc)cc)C1,1,25.0
ccc(c)CC(=O)NC1CN(C(C=O)=C(C)C)C1,1,25.0
ccc(c)CC(=O)NC1CN(C(CO)=C(C)C)C1,1,25.0
cc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NC(=O)Cccccc)C1,1,25.0
ccccCC(=O)NC1CN(C(C=O)=C(C)C)C1,1,25.0
ccccCC(=O)NC1CN(C(CO)=C(C)C)C1,1,25.0
cccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NCC(N)c(c)ccc)C1,1,25.0
CC(=C(C)C)N1CC(NCC(N)c(cc)cc)C1,1,25.0
ccc(c)C(N)CNC1CN(C(C=O)=C(C)C)C1,1,25.0
ccc(c)C(N)CNC1CN(C(CO)=C(C)C)C1,1,25.0
cc(c)C(N)CNC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NCC(N)ccccc)C1,1,25.0
ccccC(N)CNC1CN(C(C=O)=C(C)C)C1,1,25.0
ccccC(N)CNC1CN(C(CO)=C(C)C)C1,1,25.0
cccC(N)CNC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC(=C(C)C)N1CC(NCCc2ccccc2)C1,1,25.0
cccc(c)CCNC1CN(C(C=O)=C(C)C)C1,1,25.0
cccc(c)CCNC1CN(C(CO)=C(C)C)C1,1,25.0
ccc(cc)CCNC1CN(C(C=O)=C(C)C)C1,1,25.0
ccc(cc)CCNC1CN(C(CO)=C(C)C)C1,1,25.0
ccc(c)CCNC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
cccccCCNC1CN(C(C=O)=C(C)C)C1,1,25.0
cccccCCNC1CN(C(CO)=C(C)C)C1,1,25.0
ccccCCNC1CN(C(C(=O)O)=C(C)C)C1,1,25.0
CC1=C(C)CSC(CNC(=O)C(N)c(c)cc)N1,1,25.0
cc(c)C(N)C(=O)NCC1NC(C=O)=C(C)CS1,1,25.0
cc(c)C(N)C(=O)NCC1NC(CO)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNC(=O)C(N)cccc)N1,1,25.0
cccC(N)C(=O)NCC1NC(C=O)=C(C)CS1,1,25.0
cccC(N)C(=O)NCC1NC(CO)=C(C)CS1,1,25.0
ccC(N)C(=O)NCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNC(=O)Cc(c)ccc)N1,1,25.0
CC1=C(C)CSC(CNC(=O)Cc(cc)cc)N1,1,25.0
ccc(c)CC(=O)NCC1NC(C=O)=C(C)CS1,1,25.0
ccc(c)CC(=O)NCC1NC(CO)=C(C)CS1,1,25.0
cc(c)CC(=O)NCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNC(=O)Cccccc)N1,1,25.0
ccccCC(=O)NCC1NC(C=O)=C(C)CS1,1,25.0
ccccCC(=O)NCC1NC(CO)=C(C)CS1,1,25.0
cccCC(=O)NCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNCC(N)c(c)ccc)N1,1,25.0
CC1=C(C)CSC(CNCC(N)c(cc)cc)N1,1,25.0
ccc(c)C(N)CNCC1NC(C=O)=C(C)CS1,1,25.0
ccc(c)C(N)CNCC1NC(CO)=C(C)CS1,1,25.0
cc(c)C(N)CNCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNCC(N)ccccc)N1,1,25.0
ccccC(N)CNCC1NC(C=O)=C(C)CS1,1,25.0
ccccC(N)CNCC1NC(CO)=C(C)CS1,1,25.0
cccC(N)CNCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC1=C(C)CSC(CNCCc2ccccc2)N1,1,25.0
cccc(c)CCNCC1NC(C=O)=C(C)CS1,1,25.0
cccc(c)CCNCC1NC(CO)=C(C)CS1,1,25.0
ccc(cc)CCNCC1NC(C=O)=C(C)CS1,1,25.0
ccc(cc)CCNCC1NC(CO)=C(C)CS1,1,25.0
ccc(c)CCNCC1NC(C(=O)O)=C(C)CS1,1,25.0
cccccCCNCC1NC(C=O)=C(C)CS1,1,25.0
cccccCCNCC1NC(CO)=C(C)CS1,1,25.0
ccccCCNCC1NC(C(=O)O)=C(C)CS1,1,25.0
CC(NCCNC(=O)C(N)c(c)ccc)=C(C)C,1,25.0
CC(NCCNC(=O)C(N)c(cc)cc)=C(C)C,1,25.0
ccc(c)C(N)C(=O)NCCNC(C=O)=C(C)C,1,25.0
ccc(c)C(N)C(=O)NCCNC(CO)=C(C)C,1,25.0
cc(c)C(N)C(=O)NCCNC(C(=O)O)=C(C)C,1,25.0
CC(NCCNC(=O)C(N)ccccc)=C(C)C,1,25.0
ccccC(N)C(=O)NCCNC(C=O)=C(C)C,1,25.0
ccccC(N)C(=O)NCCNC(CO)=C(C)C,1,25.0
cccC(N)C(=O)NCCNC(C(=O)O)=C(C)C,1,25.0
CC(NCCNC(=O)Cc1ccccc1)=C(C)C,1,25.0
cccc(c)CC(=O)NCCNC(C=O)=C(C)C,1,25.0
cccc(c)CC(=O)NCCNC(CO)=C(C)C,1,25.0
ccc(cc)CC(=O)NCCNC(C=O)=C(C)C,1,25.0
ccc(cc)CC(=O)NCCNC(CO)=C(C)C,1,25.0
ccc(c)CC(=O)NCCNC(C(=O)O)=C(C)C,1,25.0
cccccCC(=O)NCCNC(C=O)=C(C)C,1,25.0
cccccCC(=O)NCCNC(CO)=C(C)C,1,25.0
ccccCC(=O)NCCNC(C(=O)O)=C(C)C,1,25.0
CC(NCCNCC(N)c1ccccc1)=C(C)C,1,25.0
cccc(c)C(N)CNCCNC(C=O)=C(C)C,1,25.0
cccc(c)C(N)CNCCNC(CO)=C(C)C,1,25.0
ccc(cc)C(N)CNCCNC(C=O)=C(C)C,1,25.0
ccc(cc)C(N)CNCCNC(CO)=C(C)C,1,25.0
ccc(c)C(N)CNCCNC(C(=O)O)=C(C)C,1,25.0
cccccC(N)CNCCNC(C=O)=C(C)C,1,25.0
cccccC(N)CNCCNC(CO)=C(C)C,1,25.0
ccccC(N)CNCCNC(C(=O)O)=C(C)C,1,25.0
CC(C)=C(C=O)NCCNCCc1ccccc1,1,25.0
CC(C)=C(CO)NCCNCCc1ccccc1,1,25.0
cccc(c)CCNCCNC(C(=O)O)=C(C)C,1,25.0
ccc(cc)CCNCCNC(C(=O)O)=C(C)C,1,25.0
cccccCCNCCNC(C(=O)O)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)C(N)c(c)cc)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)C(N)c(c)c)=C(C)CS,1,25.0
cc(c)C(N)C(=O)NCC(=O)NC(C=O)=C(C)C,1,25.0
cc(c)C(N)C(=O)NCC(=O)NC(CO)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)C(N)cccc)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)C(N)ccc)=C(C)CS,1,25.0
cccC(N)C(=O)NCC(=O)NC(C=O)=C(C)C,1,25.0
cccC(N)C(=O)NCC(=O)NC(CO)=C(C)C,1,25.0
ccC(N)C(=O)NCC(=O)NC(C=O)=C(C)CS,1,25.0
ccC(N)C(=O)NCC(=O)NC(CO)=C(C)CS,1,25.0
ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,25.0
cC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1,25.0
CC(NC(=O)CNC(=O)Cc(c)ccc)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)Cc(cc)cc)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)Cc(c)cc)=C(C)CS,1,25.0
ccc(c)CC(=O)NCC(=O)NC(C=O)=C(C)C,1,25.0
ccc(c)CC(=O)NCC(=O)NC(CO)=C(C)C,1,25.0
cc(c)CC(=O)NCC(=O)NC(C=O)=C(C)CS,1,25.0
cc(c)CC(=O)NCC(=O)NC(CO)=C(C)CS,1,25.0
cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)Cccccc)=C(C)C,1,25.0
CC(NC(=O)CNC(=O)Ccccc)=C(C)CS,1,25.0
ccccCC(=O)NCC(=O)NC(C=O)=C(C)C,1,25.0
ccccCC(=O)NCC(=O)NC(CO)=C(C)C,1,25.0
cccCC(=O)NCC(=O)NC(C=O)=C(C)CS,1,25.0
cccCC(=O)NCC(=O)NC(CO)=C(C)CS,1,25.0
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,25.0
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1,25.0
CC(NC(=O)CNCC(N)c(c)ccc)=C(C)C,1,25.0
CC(NC(=O)CNCC(N)c(cc)cc)=C(C)C,1,25.0
CC(NC(=O)CNCC(N)c(c)cc)=C(C)CS,1,25.0
ccc(c)C(N)CNCC(=O)NC(C=O)=C(C)C,1,25.0
ccc(c)C(N)CNCC(=O)NC(CO)=C(C)C,1,25.0
cc(c)C(N)CNCC(=O)NC(C=O)=C(C)CS,1,25.0
cc(c)C(N)CNCC(=O)NC(CO)=C(C)CS,1,25.0
cc(c)C(N)CNCC(=O)NC(C(=O)O)=C(C)C,1,25.0
CC(NC(=O)CNCC(N)ccccc)=C(C)C,1,25.0
CC(NC(=O)CNCC(N)cccc)=C(C)CS,1,25.0
ccccC(N)CNCC(=O)NC(C=O)=C(C)C,1,25.0
ccccC(N)CNCC(=O)NC(CO)=C(C)C,1,25.0
cccC(N)CNCC(=O)NC(C=O)=C(C)CS,1,25.0
cccC(N)CNCC(=O)NC(CO)=C(C)CS,1,25.0
cccC(N)CNCC(=O)NC(C(=O)O)=C(C)C,1,25.0
ccC(N)CNCC(=O)NC(C(=O)O)=C(C)CS,1,25.0
CC(NC(=O)CNCCc1ccccc1)=C(C)C,1,25.0
CC(NC(=O)CNCCc(c)ccc)=C(C)CS,1,25.0
cccc(c)CCNCC(=O)NC(C=O)=C(C)C,1,25.0
cccc(c)CCNCC(=O)NC(CO)=C(C)C,1,25.0
CC(NC(=O)CNCCc(cc)cc)=C(C)CS,1,25.0
ccc(cc)CCNCC(=O)NC(C=O)=C(C)C,1,25.0
ccc(cc)CCNCC(=O)NC(CO)=C(C)C,1,25.0
ccc(c)CCNCC(=O)NC(C=O)=C(C)CS,1,25.0
ccc(c)CCNCC(=O)NC(CO)=C(C)CS,1,25.0
ccc(c)CCNCC(=O)NC(C(=O)O)=C(C)C,1,25.0
cc(c)CCNCC(=O)NC(C(=O)O)=C(C)CS,1,25.0
CC(NC(=O)CNCCccccc)=C(C)CS,1,25.0
cccccCCNCC(=O)NC(C=O)=C(C)C,1,25.0
cccccCCNCC(=O)NC(CO)=C(C)C,1,25.0
ccccCCNCC(=O)NC(C=O)=C(C)CS,1,25.0
ccccCCNCC(=O)NC(CO)=C(C)CS,1,25.0
ccccCCNCC(=O)NC(C(=O)O)=C(C)C,1,25.0
cccCCNCC(=O)NC(C(=O)O)=C(C)CS,1,25.0
CC(NCCNC(=O)C(N)c(c)cc)=C(C)CS,1,25.0
cc(c)C(N)C(=O)NCCNC(C=O)=C(C)CS,1,25.0
cc(c)C(N)C(=O)NCCNC(CO)=C(C)CS,1,25.0
CC(NCCNC(=O)C(N)cccc)=C(C)CS,1,25.0
cccC(N)C(=O)NCCNC(C=O)=C(C)CS,1,25.0
cccC(N)C(=O)NCCNC(CO)=C(C)CS,1,25.0
ccC(N)C(=O)NCCNC(C(=O)O)=C(C)CS,1,25.0
CC(NCCNC(=O)Cc(c)ccc)=C(C)CS,1,25.0
CC(NCCNC(=O)Cc(cc)cc)=C(C)CS,1,25.0
ccc(c)CC(=O)NCCNC(C=O)=C(C)CS,1,25.0
ccc(c)CC(=O)NCCNC(CO)=C(C)CS,1,25.0
cc(c)CC(=O)NCCNC(C(=O)O)=C(C)CS,1,25.0
CC(NCCNC(=O)Cccccc)=C(C)CS,1,25.0
ccccCC(=O)NCCNC(C=O)=C(C)CS,1,25.0
ccccCC(=O)NCCNC(CO)=C(C)CS,1,25.0
cccCC(=O)NCCNC(C(=O)O)=C(C)CS,1,25.0
CC(NCCNCC(N)c(c)ccc)=C(C)CS,1,25.0
CC(NCCNCC(N)c(cc)cc)=C(C)CS,1,25.0
ccc(c)C(N)CNCCNC(C=O)=C(C)CS,1,25.0
