Substructure,Frequency1,OccurrenceList1
ccc(c)C(N)C(=O)NCCSCCC,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(N)SCCC,1,"0,1,0,0"
ccccC(N)C(=O)NCCSCCC,1,"0,1,0,0"
cccC(N)C(=O)NCC(N)SCCC,1,"0,1,0,0"
cccc(c)CC(=O)NCCSCCC,1,"0,1,0,0"
ccc(cc)CC(=O)NCCSCCC,1,"0,1,0,0"
ccc(c)CC(=O)NCC(N)SCCC,1,"0,1,0,0"
cccccCC(=O)NCCSCCC,1,"0,1,0,0"
ccccCC(=O)NCC(N)SCCC,1,"0,1,0,0"
cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1,"0,1,0,0"
ccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1,"0,1,0,0"
ccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
cc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
cccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
ccC(N)C(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
cc(c)CC(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
cccCC(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
ccC(N)C(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
cc(c)CC(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
cccCC(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
ccc(c)CC(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
ccccCC(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
ccC(N)C(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
cc(c)CC(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
cccCC(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
cccC(N)C(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
ccc(c)CC(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
ccccCC(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC1NC=CCS1,1,"0,1,0,0"
cccC(N)C(=O)NCC1NC=CCS1,1,"0,1,0,0"
ccc(c)CC(=O)NCC1NC=CCS1,1,"0,1,0,0"
ccccCC(=O)NCC1NC=CCS1,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)C(N)c(c)c,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)C(N)ccc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)Cc(c)cc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)Ccccc,1,"0,1,0,0"
C=CCSCCNC(=O)C(N)c(c)cc,1,"0,1,0,0"
C=CCSCCNC(=O)C(N)cccc,1,"0,1,0,0"
C=CCSCCNC(=O)Cc(c)ccc,1,"0,1,0,0"
C=CCSCCNC(=O)Cc(cc)cc,1,"0,1,0,0"
C=CCSCCNC(=O)Cccccc,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)c)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)C(N)ccc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)cc)C1S,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)Cc(c)cc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)c)C1S,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)Ccccc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)Cccc)C1S,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)C(N)c(c)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)C(N)cccc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)Cc(c)ccc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)Cc(cc)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)Cccccc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)C(N)c(c)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(S)CNC(=O)C(N)c(c)c)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)C(N)cccc)C(=O)O,1,"0,1,0,0"
C=C(NC(S)CNC(=O)C(N)ccc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)Cc(c)ccc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)Cc(cc)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(S)CNC(=O)Cc(c)cc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)Cccccc)C(=O)O,1,"0,1,0,0"
C=C(NC(S)CNC(=O)Ccccc)C(=O)O,1,"0,1,0,0"
C=CN1CC(NC(=O)C(N)c(c)cc)C1=O,1,"0,1,0,0"
C=CN1C(=O)C(NC(=O)C(N)c(c)c)C1S,1,"0,1,0,0"
C=CN1CC(NC(=O)C(N)cccc)C1=O,1,"0,1,0,0"
C=CN1C(=O)C(NC(=O)C(N)ccc)C1S,1,"0,1,0,0"
C=CN1CC(NC(=O)Cc(c)ccc)C1=O,1,"0,1,0,0"
C=CN1CC(NC(=O)Cc(cc)cc)C1=O,1,"0,1,0,0"
C=CN1C(=O)C(NC(=O)Cc(c)cc)C1S,1,"0,1,0,0"
C=CN1CC(NC(=O)Cccccc)C1=O,1,"0,1,0,0"
C=CN1C(=O)C(NC(=O)Ccccc)C1S,1,"0,1,0,0"
C=CNC(=O)CNC(=O)C(N)c(c)ccc,1,"0,1,0,0"
C=CNC(=O)CNC(=O)C(N)c(cc)cc,1,"0,1,0,0"
C=CNC(=O)CNC(=O)C(N)ccccc,1,"0,1,0,0"
C=CNC(=O)CNC(=O)Cc1ccccc1,1,"0,1,0,0"
C=CNCCNC(=O)C(N)c(c)ccc,1,"0,1,0,0"
C=CNCCNC(=O)C(N)c(cc)cc,1,"0,1,0,0"
C=CNC(S)CNC(=O)C(N)c(c)cc,1,"0,1,0,0"
C=CNCCNC(=O)C(N)ccccc,1,"0,1,0,0"
C=CNC(S)CNC(=O)C(N)cccc,1,"0,1,0,0"
C=CNCCNC(=O)Cc1ccccc1,1,"0,1,0,0"
C=CNC(S)CNC(=O)Cc(c)ccc,1,"0,1,0,0"
C=CNC(S)CNC(=O)Cc(cc)cc,1,"0,1,0,0"
C=CNC(S)CNC(=O)Cccccc,1,"0,1,0,0"
CCSC1NC(=O)C1NC(=O)C(N)c(c)c,1,"0,1,0,0"
CCSC1NC(=O)C1NC(=O)C(N)ccc,1,"0,1,0,0"
CCSC1NC(=O)C1NC(=O)Cc(c)cc,1,"0,1,0,0"
CCSC1NC(=O)C1NC(=O)Ccccc,1,"0,1,0,0"
CCSCC(C=O)NC(=O)C(N)c(c)cc,1,"0,1,0,0"
CCSCC(C=O)NC(=O)C(N)cccc,1,"0,1,0,0"
CCSCC(C=O)NC(=O)Cc(c)ccc,1,"0,1,0,0"
CCSCC(C=O)NC(=O)Cc(cc)cc,1,"0,1,0,0"
CCSCC(C=O)NC(=O)Cccccc,1,"0,1,0,0"
CCSCCNC(=O)C(N)c(c)ccc,1,"0,1,0,0"
CCSCCNC(=O)C(N)c(cc)cc,1,"0,1,0,0"
CCSC(N)CNC(=O)C(N)c(c)cc,1,"0,1,0,0"
CCSCCNC(=O)C(N)ccccc,1,"0,1,0,0"
CCSC(N)CNC(=O)C(N)cccc,1,"0,1,0,0"
CCSCCNC(=O)Cc1ccccc1,2,"0,1,1,0"
CCSC(N)CNC(=O)Cc(c)ccc,1,"0,1,0,0"
CCSC(N)CNC(=O)Cc(cc)cc,1,"0,1,0,0"
CCSC(N)CNC(=O)Cccccc,1,"0,1,0,0"
ccccC(N)C(=O)NC1CN(CC(=O)O)C1=O,1,"0,1,0,0"
ccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1,"0,1,0,0"
cccc(c)CC(=O)NC1CN(CC(=O)O)C1=O,2,"0,1,1,0"
cc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1,"0,1,0,0"
cccccCC(=O)NC1CN(CC(=O)O)C1=O,2,"0,1,1,0"
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,2,"0,1,1,0"
cccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1,"0,1,0,0"
cccc(c)C(N)C(=O)NCC(=O)NCC(=O)O,1,"0,1,0,0"
cccccC(N)C(=O)NCC(=O)NCC(=O)O,1,"0,1,0,0"
O=C(O)CNC(=O)CNC(=O)Cc1ccccc1,2,"0,1,1,0"
cccc(c)C(N)C(=O)NCCNCC(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(NCC(=O)O)SC,1,"0,1,0,0"
cccccC(N)C(=O)NCCNCC(=O)O,1,"0,1,0,0"
ccccC(N)C(=O)NCC(S)NCC(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NCC(NCC(=O)O)SC,1,"0,1,0,0"
O=C(O)CNCCNC(=O)Cc1ccccc1,2,"0,1,1,0"
cccc(c)CC(=O)NCC(S)NCC(=O)O,2,"0,1,1,0"
ccc(c)CC(=O)NCC(NCC(=O)O)SC,1,"0,1,0,0"
cccccCC(=O)NCC(S)NCC(=O)O,2,"0,1,1,0"
ccccCC(=O)NCC(NCC(=O)O)SC,1,"0,1,0,0"
CN1CC(NC(=O)C(N)c(c)ccc)C1=O,1,"0,1,0,0"
CN1CC(NC(=O)C(N)c(cc)cc)C1=O,1,"0,1,0,0"
CN1C(=O)C(NC(=O)C(N)c(c)cc)C1S,1,"0,1,0,0"
CN1C(=O)C(NC(=O)C(N)c(c)c)C1SC,1,"0,1,0,0"
CN1CC(NC(=O)C(N)ccccc)C1=O,1,"0,1,0,0"
CN1C(=O)C(NC(=O)C(N)cccc)C1S,1,"0,1,0,0"
CN1C(=O)C(NC(=O)C(N)ccc)C1SC,1,"0,1,0,0"
CN1CC(NC(=O)Cc2ccccc2)C1=O,2,"0,1,1,0"
CN1C(=O)C(NC(=O)Cc(c)ccc)C1S,1,"0,1,0,0"
CN1C(=O)C(NC(=O)Cc(cc)cc)C1S,1,"0,1,0,0"
CN1C(=O)C(NC(=O)Cc(c)cc)C1SC,1,"0,1,0,0"
CN1C(=O)C(NC(=O)Cccccc)C1S,1,"0,1,0,0"
CN1C(=O)C(NC(=O)Ccccc)C1SC,1,"0,1,0,0"
CNC(=O)CNC(=O)C(N)c1ccccc1,1,"0,1,0,0"
CNCCNC(=O)C(N)c1ccccc1,1,"0,1,0,0"
CNC(S)CNC(=O)C(N)c(c)ccc,1,"0,1,0,0"
CNC(S)CNC(=O)C(N)c(cc)cc,1,"0,1,0,0"
CNC(CNC(=O)C(N)c(c)cc)SC,1,"0,1,0,0"
CNC(S)CNC(=O)C(N)ccccc,1,"0,1,0,0"
CNC(CNC(=O)C(N)cccc)SC,1,"0,1,0,0"
CNC(S)CNC(=O)Cc1ccccc1,2,"0,1,1,0"
CNC(CNC(=O)Cc(c)ccc)SC,1,"0,1,0,0"
CNC(CNC(=O)Cc(cc)cc)SC,1,"0,1,0,0"
CNC(CNC(=O)Cccccc)SC,1,"0,1,0,0"
NC(C(=O)NC1CNC1=O)c1ccccc1,1,"0,1,0,0"
cccc(c)C(N)C(=O)NC1C(=O)NC1S,1,"0,1,0,0"
cccccC(N)C(=O)NC1C(=O)NC1S,1,"0,1,0,0"
ccccC(N)C(=O)NC1C(=O)NC1SC,1,"0,1,0,0"
O=C(Cc1ccccc1)NC1C(=O)NC1S,2,"0,1,1,0"
cccc(c)CC(=O)NC1C(=O)NC1SC,2,"0,1,1,0"
cccccCC(=O)NC1C(=O)NC1SC,2,"0,1,1,0"
NC(S)CNC(=O)C(N)c1ccccc1,1,"0,1,0,0"
cccc(c)C(N)C(=O)NCC(N)SC,1,"0,1,0,0"
cccccC(N)C(=O)NCC(N)SC,1,"0,1,0,0"
CSC(N)CNC(=O)Cc1ccccc1,2,"0,1,1,0"
NC(C(=O)NC(C=O)CS)c1ccccc1,1,"0,1,0,0"
cccc(c)C(N)C(=O)NC(C=O)CSC,1,"0,1,0,0"
cccccC(N)C(=O)NC(C=O)CSC,1,"0,1,0,0"
CSCC(C=O)NC(=O)Cc1ccccc1,2,"0,1,1,0"
CSCCNC(=O)C(N)c1ccccc1,1,"0,1,0,0"
ccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1,"0,1,0,0"
cC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1,"0,1,0,0"
cc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1,"0,1,0,0"
cccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1,"0,1,0,0"
ccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,"0,1,0,0"
cccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,"0,1,0,0"
ccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1,"0,1,0,0"
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,"0,1,0,0"
cc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1,"0,1,0,0"
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1,"0,1,0,0"
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1,"0,1,0,0"
cc(c)C(N)C(=O)NCCNC(C(=O)O)=C(C)C,1,"0,1,0,0"
cccC(N)C(=O)NCCNC(C(=O)O)=C(C)C,1,"0,1,0,0"
ccC(N)C(=O)NCC1NC(C(=O)O)=C(C)CS1,1,"0,1,0,0"
ccc(c)CC(=O)NCCNC(C(=O)O)=C(C)C,1,"0,1,0,0"
cc(c)CC(=O)NCC1NC(C(=O)O)=C(C)CS1,1,"0,1,0,0"
ccccCC(=O)NCCNC(C(=O)O)=C(C)C,1,"0,1,0,0"
cccCC(=O)NCC1NC(C(=O)O)=C(C)CS1,1,"0,1,0,0"
ccC(N)C(=O)NC(C=O)CSCC(C)=CC(=O)O,1,"0,1,0,0"
cc(c)CC(=O)NC(C=O)CSCC(C)=CC(=O)O,1,"0,1,0,0"
cccCC(=O)NC(C=O)CSCC(C)=CC(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NCCSCC(C)=CC(=O)O,1,"0,1,0,0"
ccc(c)CC(=O)NCCSCC(C)=CC(=O)O,1,"0,1,0,0"
ccccCC(=O)NCCSCC(C)=CC(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NC1CN(C=C(C)C)C1=O,1,"0,1,0,0"
cccC(N)C(=O)NC1CN(C=C(C)C)C1=O,1,"0,1,0,0"
ccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1,"0,1,0,0"
ccc(c)CC(=O)NC1CN(C=C(C)C)C1=O,1,"0,1,0,0"
cc(c)CC(=O)NC1C(=O)N2C=C(C)CSC12,1,"0,1,0,0"
ccccCC(=O)NC1CN(C=C(C)C)C1=O,1,"0,1,0,0"
cccCC(=O)NC1C(=O)N2C=C(C)CSC12,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC=C(C)C,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(=O)NC=C(C)CS,1,"0,1,0,0"
ccccC(N)C(=O)NCC(=O)NC=C(C)C,1,"0,1,0,0"
cccC(N)C(=O)NCC(=O)NC=C(C)CS,1,"0,1,0,0"
cccc(c)CC(=O)NCC(=O)NC=C(C)C,1,"0,1,0,0"
ccc(cc)CC(=O)NCC(=O)NC=C(C)C,1,"0,1,0,0"
ccc(c)CC(=O)NCC(=O)NC=C(C)CS,1,"0,1,0,0"
cccccCC(=O)NCC(=O)NC=C(C)C,1,"0,1,0,0"
ccccCC(=O)NCC(=O)NC=C(C)CS,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCCNC=C(C)C,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC1NC=C(C)CS1,1,"0,1,0,0"
ccccC(N)C(=O)NCCNC=C(C)C,1,"0,1,0,0"
cccC(N)C(=O)NCC1NC=C(C)CS1,1,"0,1,0,0"
cccc(c)CC(=O)NCCNC=C(C)C,1,"0,1,0,0"
ccc(cc)CC(=O)NCCNC=C(C)C,1,"0,1,0,0"
ccc(c)CC(=O)NCC1NC=C(C)CS1,1,"0,1,0,0"
cccccCC(=O)NCCNC=C(C)C,1,"0,1,0,0"
ccccCC(=O)NCC1NC=C(C)CS1,1,"0,1,0,0"
C=C(C)CSCC(C=O)NC(=O)C(N)c(c)c,1,"0,1,0,0"
C=C(C)CSCC(C=O)NC(=O)C(N)ccc,1,"0,1,0,0"
C=C(C)CSCC(C=O)NC(=O)Cc(c)cc,1,"0,1,0,0"
C=C(C)CSCC(C=O)NC(=O)Ccccc,1,"0,1,0,0"
C=C(C)CSCCNC(=O)C(N)c(c)cc,1,"0,1,0,0"
C=C(C)CSCCNC(=O)C(N)cccc,1,"0,1,0,0"
C=C(C)CSCCNC(=O)Cc(c)ccc,1,"0,1,0,0"
C=C(C)CSCCNC(=O)Cc(cc)cc,1,"0,1,0,0"
C=C(C)CSCCNC(=O)Cccccc,1,"0,1,0,0"
cc(c)C(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1,"0,1,0,0"
cccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1,"0,1,0,0"
ccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1,"0,1,0,0"
ccc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1,"0,1,0,0"
cc(c)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1,"0,1,0,0"
ccccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1,"0,1,0,0"
cccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1,"0,1,0,0"
ccccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1,"0,1,0,0"
cccc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O,1,"0,1,0,0"
ccc(cc)CC(=O)NCC(=O)NC(=CC)C(=O)O,1,"0,1,0,0"
cccccCC(=O)NCC(=O)NC(=CC)C(=O)O,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCCNC(=CC)C(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(S)NC(=CC)C(=O)O,1,"0,1,0,0"
ccccC(N)C(=O)NCCNC(=CC)C(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NCC(S)NC(=CC)C(=O)O,1,"0,1,0,0"
cccc(c)CC(=O)NCCNC(=CC)C(=O)O,1,"0,1,0,0"
ccc(cc)CC(=O)NCCNC(=CC)C(=O)O,1,"0,1,0,0"
ccc(c)CC(=O)NCC(S)NC(=CC)C(=O)O,1,"0,1,0,0"
cccccCC(=O)NCCNC(=CC)C(=O)O,1,"0,1,0,0"
ccccCC(=O)NCC(S)NC(=CC)C(=O)O,1,"0,1,0,0"
ccc(c)C(N)C(=O)NC1CN(C=CC)C1=O,1,"0,1,0,0"
cc(c)C(N)C(=O)NC1C(=O)N(C=CC)C1S,1,"0,1,0,0"
ccccC(N)C(=O)NC1CN(C=CC)C1=O,1,"0,1,0,0"
cccC(N)C(=O)NC1C(=O)N(C=CC)C1S,1,"0,1,0,0"
cccc(c)CC(=O)NC1CN(C=CC)C1=O,1,"0,1,0,0"
ccc(cc)CC(=O)NC1CN(C=CC)C1=O,1,"0,1,0,0"
ccc(c)CC(=O)NC1C(=O)N(C=CC)C1S,1,"0,1,0,0"
cccccCC(=O)NC1CN(C=CC)C1=O,1,"0,1,0,0"
ccccCC(=O)NC1C(=O)N(C=CC)C1S,1,"0,1,0,0"
cccc(c)C(N)C(=O)NCC(=O)NC=CC,1,"0,1,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC=CC,1,"0,1,0,0"
cccccC(N)C(=O)NCC(=O)NC=CC,1,"0,1,0,0"
CC=CNC(=O)CNC(=O)Cc1ccccc1,1,"0,1,0,0"
cccc(c)C(N)C(=O)NCCNC=CC,1,"0,1,0,0"
ccc(cc)C(N)C(=O)NCCNC=CC,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC(S)NC=CC,1,"0,1,0,0"
cccccC(N)C(=O)NCCNC=CC,1,"0,1,0,0"
ccccC(N)C(=O)NCC(S)NC=CC,1,"0,1,0,0"
CC=CNCCNC(=O)Cc1ccccc1,1,"0,1,0,0"
cccc(c)CC(=O)NCC(S)NC=CC,1,"0,1,0,0"
ccc(cc)CC(=O)NCC(S)NC=CC,1,"0,1,0,0"
cccccCC(=O)NCC(S)NC=CC,1,"0,1,0,0"
cc(c)C(N)C(=O)NC1C(=O)NC1SCCC,1,"0,1,0,0"
cccC(N)C(=O)NC1C(=O)NC1SCCC,1,"0,1,0,0"
ccc(c)CC(=O)NC1C(=O)NC1SCCC,1,"0,1,0,0"
ccccCC(=O)NC1C(=O)NC1SCCC,1,"0,1,0,0"
ccc(c)C(N)C(=O)NC(C=O)CSCCC,1,"0,1,0,0"
ccccC(N)C(=O)NC(C=O)CSCCC,1,"0,1,0,0"
cccc(c)CC(=O)NC(C=O)CSCCC,1,"0,1,0,0"
ccc(cc)CC(=O)NC(C=O)CSCCC,1,"0,1,0,0"
cccccCC(=O)NC(C=O)CSCCC,1,"0,1,0,0"
cccc(c)C(N)C(=O)NCCSCCC,1,"0,1,0,0"
ccc(cc)C(N)C(=O)NCCSCCC,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC(N)SCCC,1,"0,1,0,0"
cccccC(N)C(=O)NCCSCCC,1,"0,1,0,0"
ccccC(N)C(=O)NCC(N)SCCC,1,"0,1,0,0"
CCCSCCNC(=O)Cc1ccccc1,1,"0,1,0,0"
cccc(c)CC(=O)NCC(N)SCCC,1,"0,1,0,0"
ccc(cc)CC(=O)NCC(N)SCCC,1,"0,1,0,0"
cccccCC(=O)NCC(N)SCCC,1,"0,1,0,0"
ccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1,"0,1,0,0"
cc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1,"0,1,0,0"
cccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
ccc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
ccccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
cccC(N)C(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
ccc(c)CC(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
ccccCC(=O)NCC1NC(C(=O)O)=CCS1,1,"0,1,0,0"
cc(c)C(N)C(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
cccC(N)C(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
ccc(c)CC(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
ccccCC(=O)NC(C=O)CSCC=CC(=O)O,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
ccccC(N)C(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
cccc(c)CC(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
ccc(cc)CC(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
cccccCC(=O)NCCSCC=CC(=O)O,1,"0,1,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
cccC(N)C(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
ccc(c)CC(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
ccccCC(=O)NC1C(=O)N2C=CCSC12,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
ccccC(N)C(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
cccc(c)CC(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
ccc(cc)CC(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
cccccCC(=O)NCC(=O)NC=CCS,1,"0,1,0,0"
ccc(c)C(N)C(=O)NCC1NC=CCS1,1,"0,1,0,0"
ccccC(N)C(=O)NCC1NC=CCS1,1,"0,1,0,0"
cccc(c)CC(=O)NCC1NC=CCS1,1,"0,1,0,0"
ccc(cc)CC(=O)NCC1NC=CCS1,1,"0,1,0,0"
cccccCC(=O)NCC1NC=CCS1,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)C(N)c(c)cc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)C(N)cccc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)Cc(c)ccc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)Cc(cc)cc,1,"0,1,0,0"
C=CCSCC(C=O)NC(=O)Cccccc,1,"0,1,0,0"
C=CCSCCNC(=O)C(N)c(c)ccc,1,"0,1,0,0"
C=CCSCCNC(=O)C(N)c(cc)cc,1,"0,1,0,0"
C=CCSCCNC(=O)C(N)ccccc,1,"0,1,0,0"
C=CCSCCNC(=O)Cc1ccccc1,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)cc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c(c)c)C1S,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)C(N)cccc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)ccc)C1S,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)Cc(c)ccc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)Cc(cc)cc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)cc)C1S,1,"0,1,0,0"
C=C(C(=O)O)N1CC(NC(=O)Cccccc)C1=O,1,"0,1,0,0"
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccccc)C1S,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)C(N)c(c)ccc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)C(N)c(cc)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)C(N)ccccc)C(=O)O,1,"0,1,0,0"
C=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)C(N)c(c)ccc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)C(N)c(cc)cc)C(=O)O,1,"0,1,0,0"
C=C(NC(S)CNC(=O)C(N)c(c)cc)C(=O)O,1,"0,1,0,0"
C=C(NCCNC(=O)C(N)ccccc)C(=O)O,1,"0,1,0,0"
