Substructure,Frequency1,OccurrenceList1
cc(O)cccCC(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)NC1SC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)NC1SC,2,"1,1,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)NC1SC,1,"1,0,0,0"
CSC1NC(=O)C1NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
CSC(N)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
CSCC(C=O)NC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
CC(C(=O)O)N1CC(NC(=O)C(N)ccccO)C1=O,1,"1,0,0,0"
CCN1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
ccc(cc)CC(=O)NC1CN(C(C)C(=O)O)C1=O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
CCNC(=O)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
CC(NC(=O)CNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
CCNCCNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
CC(NCCNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
NC(C(=O)NC1C(=O)NC1S)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2,"1,1,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
NC(ccccO)C(=O)NC1C(=O)N(CC(=O)O)C1S,1,"1,0,0,0"
CN1C(=O)C(NC(=O)Cc2ccc(O)cc2)C1S,1,"1,0,0,0"
cc(cccO)CC(=O)NC1C(=O)N(CC(=O)O)C1S,1,"1,0,0,0"
ccc(cc)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
cc(O)cccCC(=O)NC1C(=O)N(CC(=O)O)C1S,1,"1,0,0,0"
CNC(S)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(S)NCC(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
cc(O)cccC(N)C(=O)NCC(S)NCC(=O)O,1,"1,0,0,0"
O=C(O)CNC(S)CNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
CN1CC(NC(=O)C(N)c2ccc(O)cc2)C1=O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1CN(CC(=O)O)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
cc(O)cccC(N)C(=O)NC1CN(CC(=O)O)C1=O,1,"1,0,0,0"
O=C(O)CN1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1,"1,0,0,0"
NC(C(=O)NCCNCC(=O)O)c1ccc(O)cc1,1,"1,0,0,0"
NC(C(=O)NCC(=O)NCC(=O)O)c1ccc(O)cc1,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
ccC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,"1,0,0,0"
ccc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
cc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
CC1(C)CN2C(=O)C(NC(=O)CccccO)C2S1,1,"1,0,0,0"
cccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
CC1(C)CNC(CNC(=O)C(N)ccccO)S1,1,"1,0,0,0"
cccC(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
ccc(cc)CC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
ccc(c)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
cc(O)cccCC(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
CC1(C)SC(CNC(=O)CccccO)NC1C(=O)O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
cc(c)C(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
CC(C)(C)SCC(C=O)NC(=O)C(N)ccccO,1,"1,0,0,0"
cccC(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
cc(cccO)CC(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
ccc(cc)CC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
ccc(c)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
CC(C)(CC(=O)O)SCC(C=O)NC(=O)CccccO,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
CC(C)(CC(=O)O)SCCNC(=O)C(N)ccccO,1,"1,0,0,0"
CC(C)(C)SCCNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccc(cc)CC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
CC(C)(S)CNC(=O)CNC(=O)C(N)ccccO,1,"1,0,0,0"
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
cc(cccO)CC(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
ccc(cc)CC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
cc(O)cccCC(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
CC(C)(S)C(NC(=O)CNC(=O)CccccO)C(=O)O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
CC(C)SC1NC(=O)C1NC(=O)C(N)ccccO,1,"1,0,0,0"
cc(cccO)CC(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
ccc(cc)CC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
cc(O)cccCC(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
CC(C)SC(N)CNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
CC(C)SCC(C=O)NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
CC(C)SCCNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
CC(C)CN1CC(NC(=O)C(N)ccccO)C1=O,1,"1,0,0,0"
cccC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
ccc(cc)CC(=O)NC1CN(CC(C)C)C1=O,2,"1,0,1,0"
ccc(c)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
CC(C)C(C(=O)O)N1CC(NC(=O)CccccO)C1=O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NCC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCC(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NCC(C)C,1,"1,0,0,0"
CC(C)C(NC(=O)CNC(=O)C(N)ccccO)C(=O)O,1,"1,0,0,0"
CC(C)CNC(=O)CNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,2,"1,0,1,0"
cc(O)cccCC(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCNCC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNCC(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCNCC(C)C,1,"1,0,0,0"
CC(C)C(NCCNC(=O)C(N)ccccO)C(=O)O,1,"1,0,0,0"
CC(C)CNCCNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
ccc(cc)CC(=O)NCCNC(C(=O)O)C(C)C,2,"1,0,1,0"
cc(O)cccCC(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1,"1,0,0,0"
CC1CN2C(=O)C(NC(=O)C(N)ccccO)C2S1,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
ccc(cc)CC(=O)NC1C(=O)N2CC(C)SC12,2,"1,0,1,0"
ccc(c)CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
CC1SC2C(NC(=O)CccccO)C(=O)N2C1C(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC1NCC(C)S1,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC1NCC(C)S1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)S1,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC1NCC(C)S1,1,"1,0,0,0"
CC1SC(CNC(=O)C(N)ccccO)NC1C(=O)O,1,"1,0,0,0"
CC1CNC(CNC(=O)Cc2ccc(O)cc2)S1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC1NC(C(=O)O)C(C)S1,1,"1,0,0,0"
ccc(cc)CC(=O)NCC1NC(C(=O)O)C(C)S1,2,"1,0,1,0"
cc(O)cccCC(=O)NCC1NC(C(=O)O)C(C)S1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC(C=O)CSC(C)CC(=O)O,1,"1,0,0,0"
CC(CC(=O)O)SCC(C=O)NC(=O)C(N)ccccO,1,"1,0,0,0"
cc(cccO)CC(=O)NC(C=O)CSC(C)CC(=O)O,1,"1,0,0,0"
ccc(cc)CC(=O)NC(C=O)CSC(C)CC(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NC(C=O)CSC(C)CC(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCSC(C)CC(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSC(C)CC(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCSC(C)CC(=O)O,1,"1,0,0,0"
CC(CC(=O)O)SCCNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NCC(C)S,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCC(C)S,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NCC(C)S,1,"1,0,0,0"
CC(S)C(NC(=O)CNC(=O)C(N)ccccO)C(=O)O,1,"1,0,0,0"
CC(S)CNC(=O)CNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,1,"1,0,0,0"
ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,2,"1,0,1,0"
cc(O)cccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)NC1SCC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)NC1SCC,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)NC1SCC,1,"1,0,0,0"
CCSC1NC(=O)C1NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
CCSC(N)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
CCSCC(C=O)NC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1CN(CCC)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(CCC)C1=O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1CN(CCC)C1=O,1,"1,0,0,0"
CCC(C(=O)O)N1CC(NC(=O)C(N)ccccO)C1=O,1,"1,0,0,0"
CCCN1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,1,"1,0,0,0"
ccc(cc)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,1,"1,0,0,0"
CCCNC(=O)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NC(CC)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC(CC)C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NC(CC)C(=O)O,1,"1,0,0,0"
CCC(NC(=O)CNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
CCCNCCNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCNC(CC)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNC(CC)C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCNC(CC)C(=O)O,1,"1,0,0,0"
CCC(NCCNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)N2CCSC12,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)N2CCSC12,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)N2CCSC12,1,"1,0,0,0"
NC(ccccO)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
O=C(Cc1ccc(O)cc1)NC1C(=O)N2CCSC12,1,"1,0,0,0"
cc(cccO)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
ccc(cc)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2,"1,0,1,0"
cc(O)cccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
NC(C(=O)NCC1NCCS1)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
O=C(Cc1ccc(O)cc1)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC(C=O)CSCCC(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC(C=O)CSCCC(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC(C=O)CSCCC(=O)O,1,"1,0,0,0"
O=CC(CSCCC(=O)O)NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
NC(C(=O)NCCSCCC(=O)O)c1ccc(O)cc1,1,"1,0,0,0"
NC(C(=O)NCC(=O)NCCS)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
O=C(Cc1ccc(O)cc1)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
CSC1NC(=O)C1NC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
CCN1CC(NC(=O)C(N)c2ccc(O)cc2)C1=O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
CC(C(=O)O)N1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1,"1,0,0,0"
CC(NC(=O)CNC(=O)C(N)c1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
CC(NCCNC(=O)C(N)c1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
CN1C(=O)C(NC(=O)C(N)c2ccc(O)cc2)C1S,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2,"1,1,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,1,"1,0,0,0"
O=C(O)CN1C(=O)C(NC(=O)Cc2ccc(O)cc2)C1S,1,"1,0,0,0"
NC(C(=O)NCC(S)NCC(=O)O)c1ccc(O)cc1,1,"1,0,0,0"
NC(C(=O)NC1CN(CC(=O)O)C1=O)c1ccc(O)cc1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,"1,0,0,0"
CC1(C)CN2C(=O)C(NC(=O)C(N)ccccO)C2S1,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
ccc(cc)CC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
ccc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
CC1(C)SC2C(NC(=O)CccccO)C(=O)N2C1C(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
CC1(C)SC(CNC(=O)C(N)ccccO)NC1C(=O)O,1,"1,0,0,0"
CC1(C)CNC(CNC(=O)Cc2ccc(O)cc2)S1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
ccc(cc)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
cc(O)cccCC(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
CC(C)(CC(=O)O)SCC(C=O)NC(=O)C(N)ccccO,1,"1,0,0,0"
CC(C)(C)SCC(C=O)NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccc(cc)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
cc(O)cccCC(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
CC(C)(C)SCCNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
CC(C)(CC(=O)O)SCCNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
CC(C)(S)C(NC(=O)CNC(=O)C(N)ccccO)C(=O)O,1,"1,0,0,0"
CC(C)(S)CNC(=O)CNC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
cc(O)cccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
CC(C)SC1NC(=O)C1NC(=O)Cc1ccc(O)cc1,1,"1,0,0,0"
CC(C)SC(N)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
CC(C)SCC(C=O)NC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
CC(C)C(C(=O)O)N1CC(NC(=O)C(N)ccccO)C1=O,1,"1,0,0,0"
CC(C)CN1CC(NC(=O)Cc2ccc(O)cc2)C1=O,1,"1,0,0,0"
cc(cccO)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
ccc(cc)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2,"1,0,1,0"
cc(O)cccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
CC(C)CNC(=O)CNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
CC(C)C(NC(=O)CNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
CC(C)CNCCNC(=O)C(N)c1ccc(O)cc1,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
CC(C)C(NCCNC(=O)Cc1ccc(O)cc1)C(=O)O,1,"1,0,0,0"
cc(cccO)C(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1,"1,0,0,0"
cc(O)cccC(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
CC1SC2C(NC(=O)C(N)ccccO)C(=O)N2C1C(=O)O,1,"1,0,0,0"
