0,1,Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1
1,1,CCCCCC(CC=CCCC(=O)NCC(=CCl)C1=CCCC(C)C1=O)OC
2,1,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C
3,1,CCN(CC)C(C)=NN=Cc1c2c(O)c3c(O)c(C)c4c(c3c1O)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4
4,1,O=C1C(O)=C(c2ccc(O)cc2)C(=O)C(O)=C1c1ccc(O)cc1
5,1,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1
6,1,CC(=O)Nc1ccc(S(N)(=O)=O)cc1
7,1,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O.CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12.Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1
8,1,CC(C=CC(=O)C1=C(O)NCC1=O)=CC(C)C1OC2(C)OC(C(=O)C3OC32C)C1C
9,1,CC1OC1P(=O)([O-])[O-].O.[Ca+2]
10,1,CC1c2c[nH]c3cccc(c23)SC1C(=O)O
11,1,CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)c(CC=C(C)C)c(=O)c2c1O
12,1,COC1=C(O)c2c(O)cc(C)c3c4c(c(O)c(c23)C1=O)C(C)(C)C(C)O4
13,1,COc1cc2c(oc(=O)c3cc(C)cc(OC)c32)c2c(C3OC(C)C(O)C(C)(O)C3O)ccc(O)c12
14,1,COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
15,1,CC(N)C(=O)NC1C2CC(O)CC(O)=C2C(=O)OC1(C)CCl
16,1,CC1C(NC(=O)C(=NOC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-]
17,1,CC(C)CC1NC(=O)C2CSC(=N2)C(C(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)CNC(=O)CNC(=O)CNC(=O)C2CSC(=N2)C(CC(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CSC1=N2
18,1,CCCCCCCC(CC=CCCC(=O)N(C)CC(=CCl)CC(=CC(=O)N1CC(OC)=CC1=O)OC)OC
19,1,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
20,1,COC1=C(O)c2c(O)cc(C)c3c4c(c(O)c(c23)C1=O)C(C)(C)C(C)O4
21,1,CCCNCC1(O)C(C)OC(OC2C(C)C(=O)OC(C(C)(O)C(O)CC)C(C)NCC(C)CC(C)(O)C(OC3OC(C)CC(N(C)C)C3O)C2C)CC1(C)OC.CCCNCC1(O)C(C)OC(OC2C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)NCC(C)CC(C)(O)C(OC3OC(C)CC(N(C)C)C3O)C2C)CC1(C)OC
22,1,Oc1ccc(-c2ccc(O)cc2)cc1
23,1,CC(CCN(C)C(=N)N)C(N)C(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O
24,1,CCCCCCCC(CC=CCCC(=O)N(C)CC(=CCl)c1cccc(C)c1O)OC
25,1,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccc(N)n3CCO)CSC12)c1csc(N)n1.O=S(=O)([O-])O
26,1,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O
27,1,CS(=O)(=O)O.Cc1c(N2CC(N)C3(CC3)C2)c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c12
28,1,CSCCC(NC=O)C(=O)NC(CCCNC(=N)N)C(=O)NC(C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(CC(=O)O)C(=O)NP(=O)(OCCCN)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(C)O
29,1,CCCC=CC=CCC1CC=CC=C(C)C=CC=CC(O)C(O)C=C(C)C=CC=CC(=O)N1
30,1,NC(N)=NS(=O)(=O)c1ccc(N)cc1
31,1,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C
32,1,COc1cc2c(ccc3c(C)c(C)ccc32)cc1C(C)C
33,1,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)CC(c1ccc(O)cc1)O2
34,1,CC=CC=CC(=O)NC(CC(=O)NC(C(=O)C1C(=O)NC(=O)C1C)C(C)C)c1ccccc1
35,1,C=C(C(=O)O)C(CCCCCC(=O)OCC)C(=O)O
36,1,C=CC(C)(C)C12C=C(O)C(=O)N3C(=Cc4c[nH]cn4)C(=O)NC31N(O)c1ccccc12
37,1,CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O.O.O.O.O.O
38,1,CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21.CS(=O)(=O)O
39,1,C=C(NC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C1CSCC(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc2cnc[nH]2)NC(=O)C2CSCCC(NC(=O)C(NC(=O)C3CSCCC(NC(=O)C4CSCC(NC(=O)C(=CC)NC(=O)C(N)Cc5ccccc5)C(=O)NC(Cc5cnc[nH]5)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N4)C(=O)N4CCCC4C(=O)NCC(=O)N3)C(C)CC)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N2)C(C)CC)C(=O)NC(C(C)CC)C(=O)NCC(=O)N1)C(C)C)C(C)CC)C(C)CC)C(=O)NC(CCCCN)C(=O)O
40,1,CCCC1OC1C(=O)NC(CO)C(=O)NC1C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(O)C(N)=O)C(=O)NC(CCC(=O)O)C(=O)NC(=Cc2c[nH]c3ccccc23)C(=O)OC1C
41,1,O=C(O)c1cn(C2CC2)c2cc(N3CCC(O)(COc4ccc(N5CC(CO)OC5=O)cc4F)CC3)c(F)cc2c1=O
42,1,CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)NC=C1CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2CN1
43,1,CC(C)CCCCCCCC=CCC(=O)NC(CC(=O)O)C(=O)NC1C(=O)N2CCCCC2C(=O)NC(C(C)C(=O)O)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(C(C)N)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)NC1C
44,1,COC1=CC(=O)c2c(O)c3c(c(C)c2C1=O)CC1(O)C(OC2CCC(OC4CC(C)(O)C(OC(=O)c5c(C)ccc(C)c5O)C(C)O4)C(C)O2)C(=O)C(=C(C)O)C(=O)C1(O)C3=O
45,1,C=C(NC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(Cc1cnc[nH]1)NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C1CSCC(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(Cc2cnc[nH]2)NC(=O)C2CSCCC(NC(=O)C(NC(=O)C3CSCCC(NC(=O)C4CSCC(NC(=O)C(=CC)NC(=O)C(N)Cc5ccccc5)C(=O)NC(Cc5cnc[nH]5)C(=O)NC(=C)C(=O)NC(CC(C)C)C(=O)N4)C(=O)N4CCCC4C(=O)NCC(=O)N3)C(C)CC)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCSC)C(=O)NCC(=O)N2)C(C)CC)C(=O)NC(C(C)CC)C(=O)NCC(=O)N1)C(C)C)C(C)CC)C(C)CC)C(=O)NC(CCCCN)C(=O)O
46,1,CC=C(NC(=O)c1csc(-c2csc(-c3ccc4c(n3)-c3csc(n3)C(C(C)O)NC(=O)c3csc(n3)C(C(C)C)NC(=O)c3csc(n3)C(=CC)NC(=O)C(C(C)O)NC(=O)c3csc-4n3)n2)n1)C(=O)NCC(C)O
47,1,[Cl-].[Cl-].[NH3+]c1cc([As]=[As]c2ccc(O)c([NH3+])c2)ccc1O
48,1,NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O
49,1,Nc1ccc(S(=O)(=O)[N-]c2ncccn2)cc1.[Ag+]
50,1,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2OC(C)=O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
51,1,COC(C(N)=O)C(NC(=O)c1ccc(NC(=O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)Nc3ccc(C(=O)O)cc3OC(C)C)c(O)c2OC(C)C)cc1
52,1,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O
53,1,Cc1c(CO)[n+]([O-])c2ccccc2[n+]1[O-]
54,1,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-].O.[Na+]
55,1,COC1C(O)CC(OC2CC(Oc3cc4cc5c(c(O)c4c(O)c3C)C(=O)C(OC3CC(OC4CC(OC6CC(C)(O)C(O)C(C)O6)C(O)C(C)O4)C(O)C(C)O3)C(C(OC)C(O)C(O)C(C)O)C5)OC(C)C2O)OC1C
56,1,CCCC(C)C(=O)OC1c2c(cc(O)c3c2C(=O)c2cccc(O)c2-3)C(=O)C2(C)OC12
57,1,CC1=CC2C(O)C(C)CCC2C2(C)C(=O)OC(C)CCCC=C(C(=O)O)C(O)C(C)C=CC=CC12
58,1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CSC12)c1csc(N)n1.O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+]
59,1,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)[O-])N2C(=O)C(NC(=O)C(=NOC(C)(C)C(=O)O)c3nsc(N)n3)C2SC1
60,1,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=P(O)(O)O
61,1,CCc1nc2ccc(Cl)cn2c1C(=O)NCc1ccc(N2CCC(c3ccc(OC(F)(F)F)cc3)CC2)cc1
62,1,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1.Cl
63,1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN4CCC3CC4)cc21
64,1,O=c1cccc(S)c2soc(=O)c12
65,1,NC(=O)C1=C(O)CC2CC3Cc4cccc(O)c4C(=O)C3=C(O)C2(O)C1=O
66,1,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CN)CCC3N)C2O)OCC1(C)O
67,1,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1
68,1,COC(=O)C1C(O)CC2(O)CC(O)CC(O)CC(O)CC(O)CC(=O)CC(O)CC(=O)OC(C(C)CCC(O)CC(=O)c3ccc(N)cc3)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC3OC(C)C(O)C(N)C3O)CC1O2
69,1,Cc1c(CO)[n+]([O-])c2ccccc2[n+]1[O-]
70,1,CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C([O-])c4c([O-])cccc4C(C)(O)C3C(O)C12.[Ca+2]
71,1,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)[O-])cc2)cc1.[Na+]
72,1,COC1=CC(=O)c2c(cc3c(c2O)C(=O)C2(OC4CCC(OC5CCC(O)C(C)O5)C(C)O4)C(=O)C(C(N)=O)=C(O)C(OC4CCC(OC5CCC(OC6CCC(OC7CCC(OC(=O)CC(=O)O)C(C)O7)C(C)O6)C(C)O5)C(C)O4)C2C3)C1=O
73,1,CON=C(C(=O)NC1C(=O)N(OCC(=O)OCC(=O)OC(C)(C)C)C1C)c1csc(N)n1
74,1,O=C(c1nc(-c2c[nH]c3cc(Br)ccc23)c[nH]1)c1c[nH]c2ccccc12
75,1,CON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(CSc3nc(C)c(CC(=O)[O-])s3)CSC12)c1csc(N)n1.[Na+].[Na+]
76,1,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
77,1,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC.O=C(O)C(O)C(O)C(=O)O
78,1,CC1=CC(C)C(O)C(C)C(O)C(C)C(O)C(C)C(O)C(C)C=CC=CC(=O)NC2=C(C)C(=O)c3c(cc(C)c(O)c3C1=O)C2=O
