Substructure,Frequency1,OccurrenceList1
CCCCC(N)C(=O)NCCCl,1,"0,0,0,1"
CCCCC(NC)C(=O)NCC,1,"0,0,0,1"
CCCCCC(=O)NC(C)CC,1,"0,0,0,1"
CCCCCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCCCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCC(=O)NCCCC,1,"0,0,0,1"
CCCCNCC(=O)NC(C)C,1,"0,0,0,1"
CCCCNCC(=O)NCCC,1,"0,0,0,1"
CCCCNCC(=O)NCCCl,1,"0,0,0,1"
CCCCN(C)CC(=O)NCC,1,"0,0,0,1"
CC1CNC(C(=O)NC(C)C)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(C)CN1,1,"0,0,0,1"
CC1CNC(C(=O)NCCCl)C1,1,"0,0,0,1"
CCNC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CCC(C)NC(=O)CCC(C)C,1,"0,0,0,1"
CC(C)CCC(=O)NC(C)CCl,1,"0,0,0,1"
CC(C)CCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCNC(=O)CCC(C)C,1,"0,0,0,1"
CCCC(N)C(=O)NC(C)CC,1,"0,0,0,1"
CCCC(N)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)C,1,"0,0,0,1"
CCCC(N)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCNC(=O)C(CCC)NC,1,"0,0,0,1"
CCCC(NC)C(=O)NCCCl,1,"0,0,0,1"
CCCCNC(=O)C(N)CCC,1,"0,0,0,1"
CCCCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCCC(=O)NC(CC)CC,1,"0,0,0,1"
CCCCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCC(=O)NC(C)CCC,1,"0,0,0,1"
CCCCCNC(=O)CCCC,1,"0,0,0,1"
CCCNCC(=O)NC(C)CC,1,"0,0,0,1"
CCCNCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)C,1,"0,0,0,1"
CCCNCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCNC(=O)CN(C)CCC,1,"0,0,0,1"
CCCN(C)CC(=O)NCCCl,1,"0,0,0,1"
CCCCNC(=O)CNCCC,1,"0,0,0,1"
CCC(C)NC(=O)C1CCCN1,1,"0,0,0,1"
CC(CCl)NC(=O)C1CCCN1,1,"0,0,0,1"
CC(C)NC(=O)C1CCCN1C,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CCCN1,1,"0,0,0,1"
CCCNC(=O)C1CCCN1C,1,"0,0,0,1"
CN1CCCC1C(=O)NCCCl,1,"0,0,0,1"
CCCCNC(=O)C1CCCN1,1,"0,0,0,1"
CCC(N)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCC(CC)NC(=O)C(N)CC,1,"0,0,0,1"
CCC(C)NC(=O)C(CC)NC,1,"0,0,0,1"
CCC(CCl)NC(=O)C(N)CC,1,"0,0,0,1"
CCC(NC)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCC(C)NC(=O)C(N)CC,1,"0,0,0,1"
CCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)C(N)CC,1,"0,0,0,1"
CCCCNC(=O)C(CC)NC,1,"0,0,0,1"
CCCC(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCC(=O)NC(CC)CCC,1,"0,0,0,1"
CCCC(=O)NC(CCl)CCC,1,"0,0,0,1"
CCCCC(C)NC(=O)CCC,1,"0,0,0,1"
CCCCCCNC(=O)CCC,1,"0,0,0,1"
CCNCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCNCC(=O)NC(CC)CC,1,"0,0,0,1"
CCC(C)NC(=O)CN(C)CC,1,"0,0,0,1"
CCNCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCN(C)CC(=O)NC(C)CCl,1,"0,0,0,1"
CCCC(C)NC(=O)CNCC,1,"0,0,0,1"
CCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)CNCC,1,"0,0,0,1"
CCCCNC(=O)CN(C)CC,1,"0,0,0,1"
CCC(NC(=O)C(C)N)C(C)Cl,1,"0,0,0,1"
CNC(C)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCC(CC)NC(=O)C(C)N,1,"0,0,0,1"
CCC(CC)NC(=O)C(C)NC,1,"0,0,0,1"
CCC(C)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(C)N,1,"0,0,0,1"
CCC(CCl)NC(=O)C(C)NC,1,"0,0,0,1"
CC(CCl)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCC(C)NC(=O)C(C)N,1,"0,0,0,1"
CCCC(C)NC(=O)C(C)NC,1,"0,0,0,1"
CC(Cl)CNC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCCCNC(=O)C(C)N,1,"0,0,0,1"
CCCCCNC(=O)C(C)NC,1,"0,0,0,1"
CCCCNC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCC(NC(=O)CC)C(C)Cl,1,"0,0,0,1"
CCCCC(CC)NC(=O)CC,1,"0,0,0,1"
CCCCC(CCl)NC(=O)CC,1,"0,0,0,1"
CCCCCC(C)NC(=O)CC,1,"0,0,0,1"
CCC(=O)NCCCCCCS,1,"0,0,0,1"
CCCC(NC(=O)CN)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)CNC)C(C)Cl,1,"0,0,0,1"
CC(Cl)C(C)NC(=O)CN(C)C,1,"0,0,0,1"
CCCCC(CC)NC(=O)CN,1,"0,0,0,1"
CCCC(CC)NC(=O)CNC,1,"0,0,0,1"
CCC(CC)NC(=O)CN(C)C,1,"0,0,0,1"
CCCCC(CCl)NC(=O)CN,1,"0,0,0,1"
CCCC(CCl)NC(=O)CNC,1,"0,0,0,1"
CCC(CCl)NC(=O)CN(C)C,1,"0,0,0,1"
CCCCCC(C)NC(=O)CN,1,"0,0,0,1"
CCCCC(C)NC(=O)CNC,1,"0,0,0,1"
CCCC(C)NC(=O)CN(C)C,1,"0,0,0,1"
NCC(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)CNC,1,"0,0,0,1"
CCCCCNC(=O)CN(C)C,1,"0,0,0,1"
CCCCC(NC(C)=O)C(C)Cl,1,"0,0,0,1"
CCCCCC(CC)NC(C)=O,1,"0,0,0,1"
CCCCCC(CCl)NC(C)=O,1,"0,0,0,1"
CC(=O)NC(C)CCCCCS,1,"0,0,0,1"
CSCCCCCCNC(C)=O,1,"0,0,0,1"
CCCCCC(NC=O)C(C)Cl,1,"0,0,0,1"
CCC(CCCCCS)NC=O,1,"0,0,0,1"
O=CNC(CCl)CCCCCS,1,"0,0,0,1"
CSCCCCCC(C)NC=O,1,"0,0,0,1"
CC(Cl)C(N)CCCCCS,1,"0,0,0,1"
CCC(N)CCCCCSC,1,"0,0,0,1"
CSCCCCCC(N)CCl,1,"0,0,0,1"
CSCCCCCCC(C)Cl,1,"0,0,0,1"
CCCC1CNC(C(=O)NCC)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NC)N(C)C1,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(C)C,1,"0,0,0,1"
CCCNC(=O)CCC(C)CCC,1,"0,0,0,1"
CCCC(C)CCC(=O)NCCCl,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(C)C,1,"0,0,0,1"
CCCCCC(N)C(=O)NCCC,1,"0,0,0,1"
CCCCCC(N)C(=O)NCCCl,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCC,1,"0,0,0,1"
CCCCCCC(=O)NC(C)CC,1,"0,0,0,1"
CCCCCCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCCCCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCCC(=O)NCCCC,1,"0,0,0,1"
CCCCCNCC(=O)NC(C)C,1,"0,0,0,1"
CCCCCNCC(=O)NCCC,1,"0,0,0,1"
CCCCCNCC(=O)NCCCl,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCC,1,"0,0,0,1"
CCC1CNC(C(=O)NC(C)C)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CC)CN1,1,"0,0,0,1"
CCC1CNC(C(=O)NCCCl)C1,1,"0,0,0,1"
CCNC(=O)C1CC(CC)CN1C,1,"0,0,0,1"
CCC(C)CCC(=O)NC(C)CC,1,"0,0,0,1"
CCC(C)CCC(=O)NC(C)CCl,1,"0,0,0,1"
CCC(C)CCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCNC(=O)CCC(C)CC,1,"0,0,0,1"
CCCCC(N)C(=O)NC(C)CC,1,"0,0,0,1"
CCCCC(N)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(C)C,1,"0,0,0,1"
CCCCC(N)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCC(NC)C(=O)NCCC,1,"0,0,0,1"
CCCCC(NC)C(=O)NCCCl,1,"0,0,0,1"
CCCCNC(=O)C(N)CCCC,1,"0,0,0,1"
CCCCCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCCCC(=O)NC(CC)CC,1,"0,0,0,1"
CCCCCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCCC(=O)NC(C)CCC,1,"0,0,0,1"
CCCCCNC(=O)CCCCC,1,"0,0,0,1"
CCCCNCC(=O)NC(C)CC,1,"0,0,0,1"
CCCCNCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(C)C,1,"0,0,0,1"
CCCCNCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCN(C)CC(=O)NCCC,1,"0,0,0,1"
CCCCN(C)CC(=O)NCCCl,1,"0,0,0,1"
CCCCNCC(=O)NCCCC,1,"0,0,0,1"
CCC(C)NC(=O)C1CC(C)CN1,1,"0,0,0,1"
CC1CNC(C(=O)NC(C)CCl)C1,1,"0,0,0,1"
CC1CC(C(=O)NC(C)C)N(C)C1,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CC(C)CN1,1,"0,0,0,1"
CCCNC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CC1CC(C(=O)NCCCl)N(C)C1,1,"0,0,0,1"
CCCCNC(=O)C1CC(C)CN1,1,"0,0,0,1"
CC(C)CCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCC(CC)NC(=O)CCC(C)C,1,"0,0,0,1"
CCC(CCl)NC(=O)CCC(C)C,1,"0,0,0,1"
CCCC(C)NC(=O)CCC(C)C,1,"0,0,0,1"
CCCCCNC(=O)CCC(C)C,1,"0,0,0,1"
CCCC(N)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCC(N)C(=O)NC(CC)CC,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)CC,1,"0,0,0,1"
CCCC(N)C(=O)NC(CC)CCl,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCC(C)NC(=O)C(N)CCC,1,"0,0,0,1"
CCCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)C(N)CCC,1,"0,0,0,1"
CCCCNC(=O)C(CCC)NC,1,"0,0,0,1"
CCCCC(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCCC(=O)NC(CC)CCC,1,"0,0,0,1"
CCCCC(=O)NC(CCl)CCC,1,"0,0,0,1"
CCCCC(=O)NC(C)CCCC,1,"0,0,0,1"
CCCCCCNC(=O)CCCC,1,"0,0,0,1"
CCCNCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCNCC(=O)NC(CC)CC,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)CC,1,"0,0,0,1"
CCCNCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)CCl,1,"0,0,0,1"
CCCNCC(=O)NC(C)CCC,1,"0,0,0,1"
CCCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)CNCCC,1,"0,0,0,1"
CCCCNC(=O)CN(C)CCC,1,"0,0,0,1"
CC(Cl)C(C)NC(=O)C1CCCN1,1,"0,0,0,1"
CCC(CC)NC(=O)C1CCCN1,1,"0,0,0,1"
CCC(C)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCC(CCl)NC(=O)C1CCCN1,1,"0,0,0,1"
CC(CCl)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCCC(C)NC(=O)C1CCCN1,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CCCN1C,1,"0,0,0,1"
CCCCCNC(=O)C1CCCN1,1,"0,0,0,1"
CCCCNC(=O)C1CCCN1C,1,"0,0,0,1"
CCC(N)C(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCC(NC)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCC(CC)NC(=O)C(N)CC,1,"0,0,0,1"
CCC(CC)NC(=O)C(CC)NC,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(N)CC,1,"0,0,0,1"
CCC(CCl)NC(=O)C(CC)NC,1,"0,0,0,1"
CCCCC(C)NC(=O)C(N)CC,1,"0,0,0,1"
CCCC(C)NC(=O)C(CC)NC,1,"0,0,0,1"
CCCCCCNC(=O)C(N)CC,1,"0,0,0,1"
CCCCCNC(=O)C(CC)NC,1,"0,0,0,1"
CCCC(=O)NC(CCC)C(C)Cl,1,"0,0,0,1"
CCCCC(CC)NC(=O)CCC,1,"0,0,0,1"
CCCCC(CCl)NC(=O)CCC,1,"0,0,0,1"
CCCCCC(C)NC(=O)CCC,1,"0,0,0,1"
CCCC(=O)NCCCCCCS,1,"0,0,0,1"
CCNCC(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCN(C)CC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCC(CC)NC(=O)CNCC,1,"0,0,0,1"
CCC(CC)NC(=O)CN(C)CC,1,"0,0,0,1"
CCCC(CCl)NC(=O)CNCC,1,"0,0,0,1"
CCC(CCl)NC(=O)CN(C)CC,1,"0,0,0,1"
CCCCC(C)NC(=O)CNCC,1,"0,0,0,1"
CCCC(C)NC(=O)CN(C)CC,1,"0,0,0,1"
CCCCCCNC(=O)CNCC,1,"0,0,0,1"
CCCCCNC(=O)CN(C)CC,1,"0,0,0,1"
CCCC(NC(=O)C(C)N)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)C(C)NC)C(C)Cl,1,"0,0,0,1"
CC(Cl)C(C)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCC(CC)NC(=O)C(C)N,1,"0,0,0,1"
CCCC(CC)NC(=O)C(C)NC,1,"0,0,0,1"
CCC(CC)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCC(CCl)NC(=O)C(C)N,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(C)NC,1,"0,0,0,1"
CCC(CCl)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCCC(C)NC(=O)C(C)N,1,"0,0,0,1"
CCCCC(C)NC(=O)C(C)NC,1,"0,0,0,1"
CCCC(C)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CC(N)C(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)C(C)NC,1,"0,0,0,1"
CCCCCNC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCC(NC(=O)CC)C(C)Cl,1,"0,0,0,1"
CCCCCC(CC)NC(=O)CC,1,"0,0,0,1"
CCCCCC(CCl)NC(=O)CC,1,"0,0,0,1"
CCC(=O)NC(C)CCCCCS,1,"0,0,0,1"
CCC(=O)NCCCCCCSC,1,"0,0,0,1"
CCCCC(NC(=O)CN)C(C)Cl,1,"0,0,0,1"
CCCC(NC(=O)CNC)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)CN(C)C)C(C)Cl,1,"0,0,0,1"
CCCCCC(CC)NC(=O)CN,1,"0,0,0,1"
CCCCC(CC)NC(=O)CNC,1,"0,0,0,1"
CCCC(CC)NC(=O)CN(C)C,1,"0,0,0,1"
CCCCCC(CCl)NC(=O)CN,1,"0,0,0,1"
CCCCC(CCl)NC(=O)CNC,1,"0,0,0,1"
CCCC(CCl)NC(=O)CN(C)C,1,"0,0,0,1"
CC(CCCCCS)NC(=O)CN,1,"0,0,0,1"
CCCCCC(C)NC(=O)CNC,1,"0,0,0,1"
CCCCC(C)NC(=O)CN(C)C,1,"0,0,0,1"
CSCCCCCCNC(=O)CN,1,"0,0,0,1"
CNCC(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)CN(C)C,1,"0,0,0,1"
CCCCCC(NC(C)=O)C(C)Cl,1,"0,0,0,1"
CCC(CCCCCS)NC(C)=O,1,"0,0,0,1"
CC(=O)NC(CCl)CCCCCS,1,"0,0,0,1"
CSCCCCCC(C)NC(C)=O,1,"0,0,0,1"
CC(Cl)C(CCCCCS)NC=O,1,"0,0,0,1"
CCC(CCCCCSC)NC=O,1,"0,0,0,1"
CSCCCCCC(CCl)NC=O,1,"0,0,0,1"
CSCCCCCC(N)C(C)Cl,1,"0,0,0,1"
CCCC1CNC(C(=O)NC(C)C)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CCC)CN1,1,"0,0,0,1"
CCCC1CNC(C(=O)NCCCl)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NCC)N(C)C1,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(C)CC,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCC(C)CCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCNC(=O)CCC(C)CCC,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(C)CC,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCCCC(NC)C(=O)NC(C)C,1,"0,0,0,1"
CCCCCC(N)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCCC,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCCCl,1,"0,0,0,1"
CCCCCC(N)C(=O)NCCCC,1,"0,0,0,1"
CCCCCCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCCCCC(=O)NC(CC)CC,1,"0,0,0,1"
CCCCCCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCCCC(=O)NC(C)CCC,1,"0,0,0,1"
CCCCCCC(=O)NCCCCC,1,"0,0,0,1"
CCCCCNCC(=O)NC(C)CC,1,"0,0,0,1"
CCCCCNCC(=O)NC(C)CCl,1,"0,0,0,1"
CCCCCN(C)CC(=O)NC(C)C,1,"0,0,0,1"
CCCCCNCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCCC,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCCCl,1,"0,0,0,1"
CCCCCNCC(=O)NCCCC,1,"0,0,0,1"
CCC1CNC(C(=O)NC(C)CC)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(C)CCl)C1,1,"0,0,0,1"
CCC1CC(C(=O)NC(C)C)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NCC(C)Cl)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CC)CN1C,1,"0,0,0,1"
CCC1CC(C(=O)NCCCl)N(C)C1,1,"0,0,0,1"
CCCCNC(=O)C1CC(CC)CN1,1,"0,0,0,1"
CCC(C)CCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CC)CC,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCC(C)NC(=O)CCC(C)CC,1,"0,0,0,1"
CCCCCNC(=O)CCC(C)CC,1,"0,0,0,1"
CCCCC(N)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCCC(N)C(=O)NC(CC)CC,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(C)CC,1,"0,0,0,1"
CCCCC(N)C(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(C)CCl,1,"0,0,0,1"
CCCCC(N)C(=O)NC(C)CCC,1,"0,0,0,1"
CCCCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)C(N)CCCC,1,"0,0,0,1"
CCCCNC(=O)C(CCCC)NC,1,"0,0,0,1"
CCCCCC(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCCCC(=O)NC(CC)CCC,1,"0,0,0,1"
CCCCCC(=O)NC(CCl)CCC,1,"0,0,0,1"
CCCCCC(=O)NC(C)CCCC,1,"0,0,0,1"
CCCCCCNC(=O)CCCCC,1,"0,0,0,1"
CCCCNCC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCCNCC(=O)NC(CC)CC,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(C)CC,1,"0,0,0,1"
CCCCNCC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(C)CCl,1,"0,0,0,1"
CCCCNCC(=O)NC(C)CCC,1,"0,0,0,1"
CCCCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNC(=O)CNCCCC,1,"0,0,0,1"
CCCCNC(=O)CN(C)CCCC,1,"0,0,0,1"
CC1CNC(C(=O)NC(C)C(C)Cl)C1,1,"0,0,0,1"
CCC(CC)NC(=O)C1CC(C)CN1,1,"0,0,0,1"
CCC(C)NC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CCC(CCl)NC(=O)C1CC(C)CN1,1,"0,0,0,1"
CC1CC(C(=O)NC(C)CCl)N(C)C1,1,"0,0,0,1"
CCCC(C)NC(=O)C1CC(C)CN1,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CCCCCNC(=O)C1CC(C)CN1,1,"0,0,0,1"
CCCCNC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CCC(NC(=O)CCC(C)C)C(C)Cl,1,"0,0,0,1"
CCCC(CC)NC(=O)CCC(C)C,1,"0,0,0,1"
CCCC(CCl)NC(=O)CCC(C)C,1,"0,0,0,1"
CCCCC(C)NC(=O)CCC(C)C,1,"0,0,0,1"
CCCCCCNC(=O)CCC(C)C,1,"0,0,0,1"
CCCC(N)C(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCC(CC)NC(=O)C(N)CCC,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CC)CC,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(N)CCC,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCC(C)NC(=O)C(N)CCC,1,"0,0,0,1"
CCCC(C)NC(=O)C(CCC)NC,1,"0,0,0,1"
CCCCCCNC(=O)C(N)CCC,1,"0,0,0,1"
CCCCCNC(=O)C(CCC)NC,1,"0,0,0,1"
CCCCC(=O)NC(CCC)C(C)Cl,1,"0,0,0,1"
CCCCC(=O)NC(CC)CCCC,1,"0,0,0,1"
CCCCC(=O)NC(CCl)CCCC,1,"0,0,0,1"
CCCCCC(C)NC(=O)CCCC,1,"0,0,0,1"
CCCCC(=O)NCCCCCCS,1,"0,0,0,1"
CCCNCC(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)C(C)Cl,1,"0,0,0,1"
CCCNCC(=O)NC(CC)CCC,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CC)CC,1,"0,0,0,1"
CCCNCC(=O)NC(CCl)CCC,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CC)CCl,1,"0,0,0,1"
CCCCC(C)NC(=O)CNCCC,1,"0,0,0,1"
CCCC(C)NC(=O)CN(C)CCC,1,"0,0,0,1"
CCCCCCNC(=O)CNCCC,1,"0,0,0,1"
CCCCCNC(=O)CN(C)CCC,1,"0,0,0,1"
CCC(NC(=O)C1CCCN1)C(C)Cl,1,"0,0,0,1"
CC(Cl)C(C)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCCC(CC)NC(=O)C1CCCN1,1,"0,0,0,1"
CCC(CC)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCCC(CCl)NC(=O)C1CCCN1,1,"0,0,0,1"
CCC(CCl)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCCCC(C)NC(=O)C1CCCN1,1,"0,0,0,1"
CCCC(C)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCCCCCNC(=O)C1CCCN1,1,"0,0,0,1"
CCCCCNC(=O)C1CCCN1C,1,"0,0,0,1"
CCCC(NC(=O)C(N)CC)C(C)Cl,1,"0,0,0,1"
CCC(NC)C(=O)NC(CC)C(C)Cl,1,"0,0,0,1"
CCCCC(CC)NC(=O)C(N)CC,1,"0,0,0,1"
CCCC(CC)NC(=O)C(CC)NC,1,"0,0,0,1"
CCCCC(CCl)NC(=O)C(N)CC,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(CC)NC,1,"0,0,0,1"
CCCCCC(C)NC(=O)C(N)CC,1,"0,0,0,1"
CCCCC(C)NC(=O)C(CC)NC,1,"0,0,0,1"
CCC(N)C(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)C(CC)NC,1,"0,0,0,1"
CCCCC(NC(=O)CCC)C(C)Cl,1,"0,0,0,1"
CCCCCC(CC)NC(=O)CCC,1,"0,0,0,1"
CCCCCC(CCl)NC(=O)CCC,1,"0,0,0,1"
CCCC(=O)NC(C)CCCCCS,1,"0,0,0,1"
CCCC(=O)NCCCCCCSC,1,"0,0,0,1"
CCCC(NC(=O)CNCC)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)CN(C)CC)C(C)Cl,1,"0,0,0,1"
CCCCC(CC)NC(=O)CNCC,1,"0,0,0,1"
CCCC(CC)NC(=O)CN(C)CC,1,"0,0,0,1"
CCCCC(CCl)NC(=O)CNCC,1,"0,0,0,1"
CCCC(CCl)NC(=O)CN(C)CC,1,"0,0,0,1"
CCCCCC(C)NC(=O)CNCC,1,"0,0,0,1"
CCCCC(C)NC(=O)CN(C)CC,1,"0,0,0,1"
CCNCC(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)CN(C)CC,1,"0,0,0,1"
CCCCC(NC(=O)C(C)N)C(C)Cl,1,"0,0,0,1"
CCCC(NC(=O)C(C)NC)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)C(C)N(C)C)C(C)Cl,1,"0,0,0,1"
CCCCCC(CC)NC(=O)C(C)N,1,"0,0,0,1"
CCCCC(CC)NC(=O)C(C)NC,1,"0,0,0,1"
CCCC(CC)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCCC(CCl)NC(=O)C(C)N,1,"0,0,0,1"
CCCCC(CCl)NC(=O)C(C)NC,1,"0,0,0,1"
CCCC(CCl)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CC(CCCCCS)NC(=O)C(C)N,1,"0,0,0,1"
CCCCCC(C)NC(=O)C(C)NC,1,"0,0,0,1"
CCCCC(C)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CSCCCCCCNC(=O)C(C)N,1,"0,0,0,1"
CNC(C)C(=O)NCCCCCCS,1,"0,0,0,1"
CCCCCCNC(=O)C(C)N(C)C,1,"0,0,0,1"
CCCCCC(NC(=O)CC)C(C)Cl,1,"0,0,0,1"
CCC(=O)NC(CC)CCCCCS,1,"0,0,0,1"
CCC(=O)NC(CCl)CCCCCS,1,"0,0,0,1"
CCC(=O)NC(C)CCCCCSC,1,"0,0,0,1"
