Substructure,Frequency1,OccurrenceList1
cccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2,"1,1,0,0"
O=C(Cc1ccccc1)NC1C(=O)NC1S,3,"1,1,1,0"
cccc(c)CC(=O)NC1C(=O)N(C)C1S,2,"1,0,1,0"
ccc(cc)CC(=O)NC1C(=O)N(C)C1S,2,"1,0,1,0"
ccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
cccccCC(=O)NC1C(=O)N(C)C1S,2,"1,0,1,0"
ccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
NC(S)CNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NCC(S)NC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(S)NC,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
cccccC(N)C(=O)NCC(S)NC,1,"1,0,0,0"
ccccC(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
CNC(S)CNC(=O)Cc1ccccc1,3,"1,1,1,0"
cccc(c)CC(=O)NCC(S)NCC(=O)O,3,"1,1,1,0"
ccc(cc)CC(=O)NCC(S)NCC(=O)O,3,"1,1,1,0"
cccccCC(=O)NCC(S)NCC(=O)O,3,"1,1,1,0"
NC(C(=O)NC(C=O)CS)c1ccccc1,2,"1,1,0,0"
NC(C(=O)NC1CNC1=O)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NC1CN(C)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(C)C1=O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
cccccC(N)C(=O)NC1CN(C)C1=O,1,"1,0,0,0"
ccccC(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
CN1CC(NC(=O)Cc2ccccc2)C1=O,3,"1,1,1,0"
cccc(c)CC(=O)NC1CN(CC(=O)O)C1=O,3,"1,1,1,0"
ccc(cc)CC(=O)NC1CN(CC(=O)O)C1=O,3,"1,1,1,0"
cccccCC(=O)NC1CN(CC(=O)O)C1=O,3,"1,1,1,0"
CNCCNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NCCNCC(=O)O,2,"1,1,0,0"
ccc(cc)C(N)C(=O)NCCNCC(=O)O,2,"1,1,0,0"
cccccC(N)C(=O)NCCNCC(=O)O,2,"1,1,0,0"
O=C(O)CNCCNC(=O)Cc1ccccc1,3,"1,1,1,0"
CNC(=O)CNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NCC(=O)NCC(=O)O,2,"1,1,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCC(=O)O,2,"1,1,0,0"
cccccC(N)C(=O)NCC(=O)NCC(=O)O,2,"1,1,0,0"
O=C(O)CNC(=O)CNC(=O)Cc1ccccc1,3,"1,1,1,0"
ccC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
cC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,"1,0,0,0"
cc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
cccCC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
ccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
cc(c)C(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
cccC(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
ccC(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
ccc(c)CC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
cc(c)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
ccccCC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
cccCC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
cc(c)C(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
cccC(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
ccC(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccc(c)CC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
cc(c)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
ccccCC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
cccCC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
cc(c)C(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccccC(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
cccC(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
cccc(c)CC(=O)NCCSC(C)(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NCCSC(C)(C)C,2,"1,0,1,0"
ccc(c)CC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
cccccCC(=O)NCCSC(C)(C)C,2,"1,0,1,0"
ccccCC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
cc(c)C(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
cccC(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
ccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
ccc(c)CC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
cc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
ccccCC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
cccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
cc(c)C(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
ccc(c)CC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
ccccCC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
cccc(c)CC(=O)NCC(N)SC(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(N)SC(C)C,2,"1,0,1,0"
cccccCC(=O)NCC(N)SC(C)C,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
cccc(c)CC(=O)NC(C=O)CSC(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NC(C=O)CSC(C)C,2,"1,0,1,0"
cccccCC(=O)NC(C=O)CSC(C)C,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCCSC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSC(C)C,1,"1,0,0,0"
cccccC(N)C(=O)NCCSC(C)C,1,"1,0,0,0"
CC(C)SCCNC(=O)Cc1ccccc1,2,"1,0,1,0"
cc(c)C(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
cccC(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
ccC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
ccc(c)CC(=O)NC1CN(CC(C)C)C1=O,2,"1,0,1,0"
cc(c)CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2,"1,0,1,0"
ccccCC(=O)NC1CN(CC(C)C)C1=O,2,"1,0,1,0"
cccCC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC(=O)NCC(C)C,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NCC(=O)NCC(C)C,1,"1,0,0,0"
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)C,1,"1,0,0,0"
cccc(c)CC(=O)NCC(=O)NCC(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(=O)NCC(C)C,2,"1,0,1,0"
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)C,2,"1,0,1,0"
cccccCC(=O)NCC(=O)NCC(C)C,2,"1,0,1,0"
ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)C,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCCNCC(C)C,1,"1,0,0,0"
cc(c)C(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NCCNCC(C)C,1,"1,0,0,0"
cccC(N)C(=O)NCCNC(C(=O)O)C(C)C,1,"1,0,0,0"
cccc(c)CC(=O)NCCNCC(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NCCNCC(C)C,2,"1,0,1,0"
ccc(c)CC(=O)NCCNC(C(=O)O)C(C)C,2,"1,0,1,0"
cccccCC(=O)NCCNCC(C)C,2,"1,0,1,0"
ccccCC(=O)NCCNC(C(=O)O)C(C)C,2,"1,0,1,0"
cc(c)C(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2CC(C)SC12,1,"1,0,0,0"
ccC(N)C(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,1,"1,0,0,0"
ccc(c)CC(=O)NC1C(=O)N2CC(C)SC12,2,"1,0,1,0"
cc(c)CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2,"1,0,1,0"
ccccCC(=O)NC1C(=O)N2CC(C)SC12,2,"1,0,1,0"
cccCC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC1NCC(C)S1,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)S1,1,"1,0,0,0"
ccccC(N)C(=O)NCC1NCC(C)S1,1,"1,0,0,0"
cccC(N)C(=O)NCC1NC(C(=O)O)C(C)S1,1,"1,0,0,0"
cccc(c)CC(=O)NCC1NCC(C)S1,2,"1,0,1,0"
ccc(cc)CC(=O)NCC1NCC(C)S1,2,"1,0,1,0"
ccc(c)CC(=O)NCC1NC(C(=O)O)C(C)S1,2,"1,0,1,0"
cccccCC(=O)NCC1NCC(C)S1,2,"1,0,1,0"
ccccCC(=O)NCC1NC(C(=O)O)C(C)S1,2,"1,0,1,0"
cc(c)C(N)C(=O)NC(C=O)CSC(C)CC(=O)O,1,"1,0,0,0"
cccC(N)C(=O)NC(C=O)CSC(C)CC(=O)O,1,"1,0,0,0"
ccc(c)CC(=O)NC(C=O)CSC(C)CC(=O)O,2,"1,0,1,0"
ccccCC(=O)NC(C=O)CSC(C)CC(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCCSC(C)CC(=O)O,1,"1,0,0,0"
ccccC(N)C(=O)NCCSC(C)CC(=O)O,1,"1,0,0,0"
cccc(c)CC(=O)NCCSC(C)CC(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NCCSC(C)CC(=O)O,2,"1,0,1,0"
cccccCC(=O)NCCSC(C)CC(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC(=O)NCC(C)S,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1,"1,0,0,0"
ccccC(N)C(=O)NCC(=O)NCC(C)S,1,"1,0,0,0"
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)S,1,"1,0,0,0"
cccc(c)CC(=O)NCC(=O)NCC(C)S,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(=O)NCC(C)S,2,"1,0,1,0"
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)S,2,"1,0,1,0"
cccccCC(=O)NCC(=O)NCC(C)S,2,"1,0,1,0"
ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)S,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC1C(=O)NC1SCC,1,"1,0,0,0"
ccccC(N)C(=O)NC1C(=O)NC1SCC,1,"1,0,0,0"
cccc(c)CC(=O)NC1C(=O)NC1SCC,2,"1,0,1,0"
ccc(cc)CC(=O)NC1C(=O)NC1SCC,2,"1,0,1,0"
cccccCC(=O)NC1C(=O)NC1SCC,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCC(N)SCC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(N)SCC,1,"1,0,0,0"
cccccC(N)C(=O)NCC(N)SCC,1,"1,0,0,0"
CCSC(N)CNC(=O)Cc1ccccc1,3,"1,1,1,0"
cccc(c)C(N)C(=O)NC(C=O)CSCC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC(C=O)CSCC,1,"1,0,0,0"
cccccC(N)C(=O)NC(C=O)CSCC,1,"1,0,0,0"
CCSCC(C=O)NC(=O)Cc1ccccc1,3,"1,1,1,0"
CCSCCNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
ccc(c)C(N)C(=O)NC1CN(CCC)C1=O,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1,"1,0,0,0"
ccccC(N)C(=O)NC1CN(CCC)C1=O,1,"1,0,0,0"
cccC(N)C(=O)NC1CN(C(CC)C(=O)O)C1=O,1,"1,0,0,0"
cccc(c)CC(=O)NC1CN(CCC)C1=O,2,"1,0,1,0"
ccc(cc)CC(=O)NC1CN(CCC)C1=O,2,"1,0,1,0"
ccc(c)CC(=O)NC1CN(C(CC)C(=O)O)C1=O,2,"1,0,1,0"
cccccCC(=O)NC1CN(CCC)C1=O,2,"1,0,1,0"
ccccCC(=O)NC1CN(C(CC)C(=O)O)C1=O,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCC(=O)NCCC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCCC,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(CC)C(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCC(=O)NCCC,1,"1,0,0,0"
ccccC(N)C(=O)NCC(=O)NC(CC)C(=O)O,1,"1,0,0,0"
CCCNC(=O)CNC(=O)Cc1ccccc1,2,"1,0,1,0"
cccc(c)CC(=O)NCC(=O)NC(CC)C(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(=O)NC(CC)C(=O)O,2,"1,0,1,0"
cccccCC(=O)NCC(=O)NC(CC)C(=O)O,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCCNCCC,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNCCC,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCCNC(CC)C(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCCNCCC,1,"1,0,0,0"
ccccC(N)C(=O)NCCNC(CC)C(=O)O,1,"1,0,0,0"
CCCNCCNC(=O)Cc1ccccc1,2,"1,0,1,0"
cccc(c)CC(=O)NCCNC(CC)C(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NCCNC(CC)C(=O)O,2,"1,0,1,0"
cccccCC(=O)NCCNC(CC)C(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC1C(=O)N2CCSC12,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
ccccC(N)C(=O)NC1C(=O)N2CCSC12,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2C(C(=O)O)CSC12,1,"1,0,0,0"
cccc(c)CC(=O)NC1C(=O)N2CCSC12,2,"1,0,1,0"
ccc(cc)CC(=O)NC1C(=O)N2CCSC12,2,"1,0,1,0"
ccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2,"1,0,1,0"
cccccCC(=O)NC1C(=O)N2CCSC12,2,"1,0,1,0"
ccccCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCC1NCCS1,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC1NCCS1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
cccccC(N)C(=O)NCC1NCCS1,1,"1,0,0,0"
ccccC(N)C(=O)NCC1NC(C(=O)O)CS1,1,"1,0,0,0"
O=C(Cc1ccccc1)NCC1NCCS1,2,"1,0,1,0"
cccc(c)CC(=O)NCC1NC(C(=O)O)CS1,2,"1,0,1,0"
ccc(cc)CC(=O)NCC1NC(C(=O)O)CS1,2,"1,0,1,0"
cccccCC(=O)NCC1NC(C(=O)O)CS1,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC(C=O)CSCCC(=O)O,1,"1,0,0,0"
ccccC(N)C(=O)NC(C=O)CSCCC(=O)O,1,"1,0,0,0"
cccc(c)CC(=O)NC(C=O)CSCCC(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NC(C=O)CSCCC(=O)O,2,"1,0,1,0"
cccccCC(=O)NC(C=O)CSCCC(=O)O,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCCSCCC(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSCCC(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCCSCCC(=O)O,1,"1,0,0,0"
O=C(O)CCSCCNC(=O)Cc1ccccc1,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCC(=O)NCCS,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NCCS,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCC(=O)NCCS,1,"1,0,0,0"
ccccC(N)C(=O)NCC(=O)NC(CS)C(=O)O,1,"1,0,0,0"
O=C(CNC(=O)Cc1ccccc1)NCCS,2,"1,0,1,0"
cccc(c)CC(=O)NCC(=O)NC(CS)C(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(=O)NC(CS)C(=O)O,2,"1,0,1,0"
cccccCC(=O)NCC(=O)NC(CS)C(=O)O,2,"1,0,1,0"
cccc(c)C(N)C(=O)NC1C(=O)NC1SC,2,"1,1,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)NC1SC,2,"1,1,0,0"
cccccC(N)C(=O)NC1C(=O)NC1SC,2,"1,1,0,0"
CSC1NC(=O)C1NC(=O)Cc1ccccc1,3,"1,1,1,0"
CSC(N)CNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
CSCC(C=O)NC(=O)C(N)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
cccccC(N)C(=O)NC1CN(CC)C1=O,1,"1,0,0,0"
ccccC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,1,"1,0,0,0"
CCN1CC(NC(=O)Cc2ccccc2)C1=O,2,"1,0,1,0"
cccc(c)CC(=O)NC1CN(C(C)C(=O)O)C1=O,2,"1,0,1,0"
ccc(cc)CC(=O)NC1CN(C(C)C(=O)O)C1=O,2,"1,0,1,0"
cccccCC(=O)NC1CN(C(C)C(=O)O)C1=O,2,"1,0,1,0"
CCNC(=O)CNC(=O)C(N)c1ccccc1,1,"1,0,0,0"
cccc(c)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCC(=O)NC(C)C(=O)O,1,"1,0,0,0"
CC(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,2,"1,0,1,0"
CCNCCNC(=O)C(N)c1ccccc1,1,"1,0,0,0"
cccc(c)C(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCCNC(C)C(=O)O,1,"1,0,0,0"
CC(NCCNC(=O)Cc1ccccc1)C(=O)O,2,"1,0,1,0"
NC(C(=O)NC1C(=O)NC1S)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2,"1,1,0,0"
cccccC(N)C(=O)NC1C(=O)N(C)C1S,1,"1,0,0,0"
ccccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,2,"1,1,0,0"
CN1C(=O)C(NC(=O)Cc2ccccc2)C1S,3,"1,1,1,0"
cccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
ccc(cc)CC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
cccccCC(=O)NC1C(=O)N(CC(=O)O)C1S,3,"1,1,1,0"
CNC(S)CNC(=O)C(N)c1ccccc1,2,"1,1,0,0"
cccc(c)C(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
ccc(cc)C(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
cccccC(N)C(=O)NCC(S)NCC(=O)O,2,"1,1,0,0"
O=C(O)CNC(S)CNC(=O)Cc1ccccc1,3,"1,1,1,0"
CN1CC(NC(=O)C(N)c2ccccc2)C1=O,2,"1,1,0,0"
cccc(c)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
ccc(cc)C(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
cccccC(N)C(=O)NC1CN(CC(=O)O)C1=O,2,"1,1,0,0"
O=C(O)CN1CC(NC(=O)Cc2ccccc2)C1=O,3,"1,1,1,0"
NC(C(=O)NCCNCC(=O)O)c1ccccc1,2,"1,1,0,0"
NC(C(=O)NCC(=O)NCC(=O)O)c1ccccc1,2,"1,1,0,0"
cc(c)C(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
cccC(N)C(=O)NC1C(=O)N2CC(C)(C)SC12,1,"1,0,0,0"
ccC(N)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1,"1,0,0,0"
ccc(c)CC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
cc(c)CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
ccccCC(=O)NC1C(=O)N2CC(C)(C)SC12,2,"1,0,1,0"
cccCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
ccccC(N)C(=O)NCC1NCC(C)(C)S1,1,"1,0,0,0"
cccC(N)C(=O)NCC1NC(C(=O)O)C(C)(C)S1,1,"1,0,0,0"
cccc(c)CC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
ccc(cc)CC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
ccc(c)CC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
cccccCC(=O)NCC1NCC(C)(C)S1,2,"1,0,1,0"
ccccCC(=O)NCC1NC(C(=O)O)C(C)(C)S1,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
cc(c)C(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
ccccC(N)C(=O)NC(C=O)CSC(C)(C)C,1,"1,0,0,0"
cccC(N)C(=O)NC(C=O)CSC(C)(C)CC(=O)O,1,"1,0,0,0"
cccc(c)CC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
ccc(c)CC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
cccccCC(=O)NC(C=O)CSC(C)(C)C,2,"1,0,1,0"
ccccCC(=O)NC(C=O)CSC(C)(C)CC(=O)O,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
ccc(c)C(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
cccccC(N)C(=O)NCCSC(C)(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NCCSC(C)(C)CC(=O)O,1,"1,0,0,0"
CC(C)(C)SCCNC(=O)Cc1ccccc1,2,"1,0,1,0"
cccc(c)CC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
ccc(cc)CC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
cccccCC(=O)NCCSC(C)(C)CC(=O)O,2,"1,0,1,0"
ccc(c)C(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
ccccC(N)C(=O)NCC(=O)NCC(C)(C)S,1,"1,0,0,0"
cccC(N)C(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,1,"1,0,0,0"
cccc(c)CC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
ccc(cc)CC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
cccccCC(=O)NCC(=O)NCC(C)(C)S,2,"1,0,1,0"
ccccCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,2,"1,0,1,0"
ccc(c)C(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
ccccC(N)C(=O)NC1C(=O)NC1SC(C)C,1,"1,0,0,0"
cccc(c)CC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
ccc(cc)CC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
cccccCC(=O)NC1C(=O)NC1SC(C)C,2,"1,0,1,0"
cccc(c)C(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
cccccC(N)C(=O)NCC(N)SC(C)C,1,"1,0,0,0"
CC(C)SC(N)CNC(=O)Cc1ccccc1,2,"1,0,1,0"
cccc(c)C(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
ccc(cc)C(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
cccccC(N)C(=O)NC(C=O)CSC(C)C,1,"1,0,0,0"
CC(C)SCC(C=O)NC(=O)Cc1ccccc1,2,"1,0,1,0"
CC(C)SCCNC(=O)C(N)c1ccccc1,1,"1,0,0,0"
ccc(c)C(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
cc(c)C(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
ccccC(N)C(=O)NC1CN(CC(C)C)C1=O,1,"1,0,0,0"
cccC(N)C(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,1,"1,0,0,0"
