Substructure,Frequency,Percentage0
CCCOCOC(C)C(O)C(C)O,1,20.0
CCCOCOCC(C)OC(C)O,1,20.0
CCCOCOCC(C)OCCO,1,20.0
CCCOCOCC(CO)OCC,1,20.0
CCCOCOCC(CO)OCO,1,20.0
CCCOCOCCOC(O)CO,1,20.0
CCCOCOCCC(O)C(O)O,1,20.0
CCCOCOCC(O)CC(O)O,1,20.0
CCCOCOCC(O)C(O)CO,1,20.0
CC(CO)OCC(O)C(O)C(C)O,1,20.0
CCC(C)OCC(O)C(O)C(C)O,1,20.0
CC(O)COCC(O)C(O)C(C)O,1,20.0
COCCOCC(O)C(O)C(C)O,1,20.0
CC(O)C(O)C(O)COCCCO,1,20.0
CCCCOCC(O)C(O)C(C)O,1,20.0
CC(O)C(O)CCOC(C)C(C)O,1,20.0
COCC(C)OCCC(O)C(C)O,1,20.0
CCC(CO)OCCC(O)C(C)O,1,20.0
CC(O)C(O)CCOC(CO)CO,1,20.0
CCC(CC)OCCC(O)C(C)O,1,20.0
CC(CCO)OCCC(O)C(C)O,1,20.0
CCCC(C)OCCC(O)C(C)O,1,20.0
COC(C)COCCC(O)C(C)O,1,20.0
CC(O)C(O)CCOCC(O)CO,1,20.0
CCOCCOCCC(O)C(C)O,1,20.0
CC(O)C(O)CCOCCOCO,1,20.0
CC(O)C(O)CCOCCCCO,1,20.0
CC(O)CCOCCC(O)C(C)O,1,20.0
CCC(O)COCCC(O)C(C)O,1,20.0
CC(O)CC(O)COC(C)C(C)O,1,20.0
COCC(C)OCC(O)CC(C)O,1,20.0
CCC(CO)OCC(O)CC(C)O,1,20.0
CC(O)CC(O)COC(CO)CO,1,20.0
CCC(CC)OCC(O)CC(C)O,1,20.0
CC(O)CC(O)COC(C)CCO,1,20.0
CCCC(C)OCC(O)CC(C)O,1,20.0
COC(C)COCC(O)CC(C)O,1,20.0
CC(O)CC(O)COCC(O)CO,1,20.0
CCOCCOCC(O)CC(C)O,1,20.0
CC(O)CC(O)COCCOCO,1,20.0
CC(O)CC(O)COCCCCO,1,20.0
CC(O)CCOCC(O)CC(C)O,1,20.0
CCC(O)COCC(O)CC(C)O,1,20.0
COC(C)C(C)OCCCC(C)O,1,20.0
CCC(OCCCC(C)O)C(C)O,1,20.0
CC(O)CCCOC(CO)C(C)O,1,20.0
CC(O)CCCOC(C)C(O)CO,1,20.0
CC(O)CCCOC1CCCOC1,1,20.0
CC(O)CCCOC(C)COCO,1,20.0
COCC(CO)OCCCC(C)O,1,20.0
CC(O)CCCOC(CO)CCO,1,20.0
CCCC(CC)OCCCC(C)O,1,20.0
CCC(CCO)OCCCC(C)O,1,20.0
CC(O)CCCOC(C)CCCO,1,20.0
CC(O)CCCOC(C)CC(C)O,1,20.0
CCC(O)C(C)OCCCC(C)O,1,20.0
CCOC(C)COCCCC(C)O,1,20.0
CC(O)CCCOCC(C)OCO,1,20.0
COC(CO)COCCCC(C)O,1,20.0
CC(O)CCCOCCOC(C)O,1,20.0
CC(O)CCCOCCOCCO,1,20.0
CC(O)CCCOCCCC(O)O,1,20.0
CC(O)CCCOCCC(O)CO,1,20.0
CC(O)CCCOCC(O)CCO,1,20.0
CC(O)CCCOCC(O)C(C)O,1,20.0
CCC(O)C(O)COC(C)C(C)O,1,20.0
CCC(O)C(O)COC(C)COC,1,20.0
CCC(CO)OCC(O)C(O)CC,1,20.0
CCC(O)C(O)COC(CO)CO,1,20.0
CCC(CC)OCC(O)C(O)CC,1,20.0
CCC(O)C(O)COC(C)CCO,1,20.0
CCCC(C)OCC(O)C(O)CC,1,20.0
CCC(O)C(O)COCC(C)OC,1,20.0
CCC(O)C(O)COCC(O)CO,1,20.0
CCOCCOCC(O)C(O)CC,1,20.0
CCC(O)C(O)COCCOCO,1,20.0
CCC(O)C(O)COCCCCO,1,20.0
CCC(O)C(O)COCCC(C)O,1,20.0
CCC(O)COCC(O)C(O)CC,1,20.0
CCC(O)CCOC(C)C(C)OC,1,20.0
CCC(O)CCOC(CC)C(C)O,1,20.0
CCC(O)CCOC(CO)C(C)O,1,20.0
CCC(O)CCOC(C)C(O)CO,1,20.0
CCC(O)CCOC1CCCOC1,1,20.0
CCC(O)CCOC(C)COCO,1,20.0
CCC(O)CCOC(CO)COC,1,20.0
CCC(O)CCOC(CO)CCO,1,20.0
CCCC(CC)OCCC(O)CC,1,20.0
CCC(O)CCOC(CC)CCO,1,20.0
CCC(O)CCOC(C)CCCO,1,20.0
CCC(O)CCOC(C)CC(C)O,1,20.0
CCC(O)CCOC(C)C(O)CC,1,20.0
CCOC(C)COCCC(O)CC,1,20.0
CCC(O)CCOCC(C)OCO,1,20.0
CCC(O)CCOCC(CO)OC,1,20.0
CCC(O)CCOCCOC(C)O,1,20.0
CCC(O)CCOCCOCCO,1,20.0
CCC(O)CCOCCCC(O)O,1,20.0
CCC(O)CCOCCC(O)CO,1,20.0
CCC(O)CCOCC(O)CCO,1,20.0
CCC(O)CCOCC(O)C(C)O,1,20.0
CCCC(O)COC(C)C(C)OC,1,20.0
CCCC(O)COC(CC)C(C)O,1,20.0
CCCC(O)COC(CO)C(C)O,1,20.0
CCCC(O)COC(C)C(O)CO,1,20.0
CCCC(O)COC1CCCOC1,1,20.0
CCCC(O)COC(C)COCO,1,20.0
CCCC(O)COC(CO)COC,1,20.0
CCCC(O)COC(CO)CCO,1,20.0
CCCC(O)COC(CC)CCC,1,20.0
CCCC(O)COC(CC)CCO,1,20.0
CCCC(O)COC(C)CCCO,1,20.0
CCCC(O)COC(C)CC(C)O,1,20.0
CCCC(O)COC(C)C(O)CC,1,20.0
CCCC(O)COCC(C)OCC,1,20.0
CCCC(O)COCC(C)OCO,1,20.0
CCCC(O)COCC(CO)OC,1,20.0
CCCC(O)COCCOC(C)O,1,20.0
CCCC(O)COCCOCCO,1,20.0
CCCC(O)COCCCC(O)O,1,20.0
CCCC(O)COCCC(O)CO,1,20.0
CCCC(O)COCC(O)CCO,1,20.0
CCCC(O)COCC(O)C(C)O,1,20.0
CCCCCOC1CCCOC1C,1,20.0
CCCCCOC(C)C(C)OCO,1,20.0
CCCCCOC(CO)C(C)OC,1,20.0
CCCCCOC(C)C(CO)OC,1,20.0
CCCCCOC(CCO)C(C)O,1,20.0
CCCCCOC(C(C)O)C(C)O,1,20.0
CCCCCOC(CC)C(O)CO,1,20.0
CCCCCOC(CO)C(O)CO,1,20.0
CCCCCOC1CCC(O)OC1,1,20.0
CCCCCOC1COCC(O)C1,1,20.0
CCCCCOC1COCCC1O,1,20.0
CCCCCOC(CO)COCO,1,20.0
CCCCCOC(CC)CCCO,1,20.0
CCCCCOC(CC)CC(C)O,1,20.0
CCCCCOC(CC)C(O)CC,1,20.0
CCCCCOC(CCC)CCO,1,20.0
CCCCCOC(CCO)CCO,1,20.0
CCCCCOC(C)CC(O)CO,1,20.0
CCCCCOC(C)C(O)CCO,1,20.0
CCCCCOC(C)C(O)C(C)O,1,20.0
CCCCCOCC(C)OC(C)O,1,20.0
CCCCCOCC(C)OCCO,1,20.0
CCCCCOCC(CO)OCC,1,20.0
CCCCCOCC(CO)OCO,1,20.0
CCCCCOCCOC(O)CO,1,20.0
CCCCCOCCC(O)C(O)O,1,20.0
CCCCCOCC(O)CC(O)O,1,20.0
CCCCCOCC(O)C(O)CO,1,20.0
COC(OC(C)C(C)O)C(O)CO,1,20.0
COCC(C)OC(OC)C(O)CO,1,20.0
CCC(CO)OC(OC)C(O)CO,1,20.0
COC(OC(CO)CO)C(O)CO,1,20.0
CCC(CC)OC(OC)C(O)CO,1,20.0
COC(OC(C)CCO)C(O)CO,1,20.0
CCCC(C)OC(OC)C(O)CO,1,20.0
COC(C)COC(OC)C(O)CO,1,20.0
COC(OCC(O)CO)C(O)CO,1,20.0
CCOCCOC(OC)C(O)CO,1,20.0
COC(OCCOCO)C(O)CO,1,20.0
COC(OCCCCO)C(O)CO,1,20.0
COC(OCCC(C)O)C(O)CO,1,20.0
CCC(O)COC(OC)C(O)CO,1,20.0
COC(CCO)OC(C)C(C)OC,1,20.0
CCC(OC(CCO)OC)C(C)O,1,20.0
COC(CCO)OC(CO)C(C)O,1,20.0
COC(CCO)OC(C)C(O)CO,1,20.0
COC(CCO)OC1CCCOC1,1,20.0
COC(CCO)OC(C)COCO,1,20.0
COCC(CO)OC(CCO)OC,1,20.0
COC(CCO)OC(CO)CCO,1,20.0
CCCC(CC)OC(CCO)OC,1,20.0
CCC(CCO)OC(CCO)OC,1,20.0
COC(CCO)OC(C)CCCO,1,20.0
COC(CCO)OC(C)CC(C)O,1,20.0
CCC(O)C(C)OC(CCO)OC,1,20.0
CCOC(C)COC(CCO)OC,1,20.0
COC(CCO)OCC(C)OCO,1,20.0
COC(CO)COC(CCO)OC,1,20.0
COC(CCO)OCCOC(C)O,1,20.0
COC(CCO)OCCOCCO,1,20.0
COC(CCO)OCCCC(O)O,1,20.0
COC(CCO)OCCC(O)CO,1,20.0
COC(CCO)OCC(O)CCO,1,20.0
COC(CCO)OCC(O)C(C)O,1,20.0
COC(C)C(C)OC(OC)C(C)O,1,20.0
CCC(OC(OC)C(C)O)C(C)O,1,20.0
COC(OC(CO)C(C)O)C(C)O,1,20.0
COC(OC(C)C(O)CO)C(C)O,1,20.0
COC(OC1CCCOC1)C(C)O,1,20.0
COC(OC(C)COCO)C(C)O,1,20.0
COCC(CO)OC(OC)C(C)O,1,20.0
COC(OC(CO)CCO)C(C)O,1,20.0
CCCC(CC)OC(OC)C(C)O,1,20.0
CCC(CCO)OC(OC)C(C)O,1,20.0
COC(OC(C)CCCO)C(C)O,1,20.0
COC(OC(C)CC(C)O)C(C)O,1,20.0
CCC(O)C(C)OC(OC)C(C)O,1,20.0
CCOC(C)COC(OC)C(C)O,1,20.0
COC(OCC(C)OCO)C(C)O,1,20.0
COC(CO)COC(OC)C(C)O,1,20.0
COC(OCCOC(C)O)C(C)O,1,20.0
COC(OCCOCCO)C(C)O,1,20.0
COC(OCCCC(O)O)C(C)O,1,20.0
COC(OCCC(O)CO)C(C)O,1,20.0
COC(OCC(O)CCO)C(C)O,1,20.0
COC(OCC(O)C(C)O)C(C)O,1,20.0
CCC(OC)OC1CCCOC1C,1,20.0
CCC(OC)OC(C)C(C)OCO,1,20.0
CCC(OC)OC(CO)C(C)OC,1,20.0
CCC(OC)OC(C)C(CO)OC,1,20.0
CCC(OC)OC(CCO)C(C)O,1,20.0
CCC(OC)OC(C(C)O)C(C)O,1,20.0
CCC(OC)OC(CC)C(O)CO,1,20.0
CCC(OC)OC(CO)C(O)CO,1,20.0
CCC(OC)OC1CCC(O)OC1,1,20.0
CCC(OC)OC1COCC(O)C1,1,20.0
CCC(OC)OC1COCCC1O,1,20.0
CCC(OC)OC(CO)COCO,1,20.0
CCC(CCCO)OC(CC)OC,1,20.0
CCC(CC(C)O)OC(CC)OC,1,20.0
CCC(OC)OC(CC)C(O)CC,1,20.0
CCCC(CCO)OC(CC)OC,1,20.0
CCC(OC)OC(CCO)CCO,1,20.0
CCC(OC)OC(C)CC(O)CO,1,20.0
CCC(OC)OC(C)C(O)CCO,1,20.0
CCC(OC)OC(C)C(O)C(C)O,1,20.0
CCC(OC)OCC(C)OC(C)O,1,20.0
CCC(OC)OCC(C)OCCO,1,20.0
CCOC(CO)COC(CC)OC,1,20.0
CCC(OC)OCC(CO)OCO,1,20.0
CCC(OC)OCCOC(O)CO,1,20.0
CCC(OC)OCCC(O)C(O)O,1,20.0
CCC(OC)OCC(O)CC(O)O,1,20.0
CCC(OC)OCC(O)C(O)CO,1,20.0
COC(CO)OC1CCCOC1C,1,20.0
COC(CO)OC(C)C(C)OCO,1,20.0
COC(CO)OC(CO)C(C)OC,1,20.0
COC(CO)OC(C)C(CO)OC,1,20.0
COC(CO)OC(CCO)C(C)O,1,20.0
COC(CO)OC(C(C)O)C(C)O,1,20.0
CCC(OC(CO)OC)C(O)CO,1,20.0
COC(CO)OC(CO)C(O)CO,1,20.0
COC(CO)OC1CCC(O)OC1,1,20.0
COC(CO)OC1COCC(O)C1,1,20.0
COC(CO)OC1COCCC1O,1,20.0
COC(CO)OC(CO)COCO,1,20.0
CCC(CCCO)OC(CO)OC,1,20.0
CCC(CC(C)O)OC(CO)OC,1,20.0
CCC(O)C(CC)OC(CO)OC,1,20.0
CCCC(CCO)OC(CO)OC,1,20.0
COC(CO)OC(CCO)CCO,1,20.0
COC(CO)OC(C)CC(O)CO,1,20.0
COC(CO)OC(C)C(O)CCO,1,20.0
COC(CO)OC(C)C(O)C(C)O,1,20.0
COC(CO)OCC(C)OC(C)O,1,20.0
COC(CO)OCC(C)OCCO,1,20.0
CCOC(CO)COC(CO)OC,1,20.0
COC(CO)OCC(CO)OCO,1,20.0
COC(CO)OCCOC(O)CO,1,20.0
COC(CO)OCCC(O)C(O)O,1,20.0
COC(CO)OCC(O)CC(O)O,1,20.0
COC(CO)OCC(O)C(O)CO,1,20.0
COC(C)OC1CCC(O)OC1C,1,20.0
COC(C)OC1CC(O)COC1C,1,20.0
COC(C)OC1C(O)CCOC1C,1,20.0
COC(C)OC1CCCOC1CO,1,20.0
COC(C)OC(CO)C(C)OCO,1,20.0
COC(C)OC(C)C(CO)OCO,1,20.0
COC(C)OC(CO)C(CO)OC,1,20.0
COC(C)OC(C(C)O)C(O)CO,1,20.0
COC(C)OC(CCO)C(O)CO,1,20.0
COC(C)OC1COC(O)C(O)C1,1,20.0
COC(C)OC1COC(O)CC1O,1,20.0
COC(C)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(C)OC,1,20.0
CCC(OC(C)OC)C(O)CCO,1,20.0
COC(C)OC(CCO)CCCO,1,20.0
CCC(OC(C)OC)C(O)C(C)O,1,20.0
COC(C)OC(CCO)CC(C)O,1,20.0
CCC(O)C(CCO)OC(C)OC,1,20.0
COC(C)OC(C)C(O)C(O)CO,1,20.0
COC(C)OCC(C)OC(O)CO,1,20.0
COC(C)OCC(CO)OC(C)O,1,20.0
COC(C)OCC(CO)OCCO,1,20.0
COC(C)OCC(O)C(O)C(O)O,1,20.0
COCOC1CC(O)C(O)OC1C,1,20.0
COCOC1C(O)CC(O)OC1C,1,20.0
COCOC1CCC(O)OC1CO,1,20.0
COCOC1C(C)OCC(O)C1O,1,20.0
COCOC1CC(O)COC1CO,1,20.0
COCOC1C(O)CCOC1CO,1,20.0
COCOC(CO)C(CO)OCO,1,20.0
COCOC(C(O)CO)C(O)CO,1,20.0
COCOC1COC(O)C(O)C1O,1,20.0
CCC(OCOC)C(O)C(O)CO,1,20.0
COCOC(CCO)CC(O)CO,1,20.0
COCOC(CCO)C(O)CCO,1,20.0
COCOC(CCO)C(O)C(C)O,1,20.0
COCOCC(CO)OC(O)CO,1,20.0
CC(CO)OC(O)C(O)C(O)CO,1,20.0
CCC(C)OC(O)C(O)C(O)CO,1,20.0
CC(O)COC(O)C(O)C(O)CO,1,20.0
COCCOC(O)C(O)C(O)CO,1,20.0
OCCCOC(O)C(O)C(O)CO,1,20.0
CCCCOC(O)C(O)C(O)CO,1,20.0
CC(O)C(C)OCC(O)C(O)CO,1,20.0
COCC(C)OCC(O)C(O)CO,1,20.0
CCC(CO)OCC(O)C(O)CO,1,20.0
OCC(CO)OCC(O)C(O)CO,1,20.0
CCC(CC)OCC(O)C(O)CO,1,20.0
CC(CCO)OCC(O)C(O)CO,1,20.0
CCCC(C)OCC(O)C(O)CO,1,20.0
COC(C)COCC(O)C(O)CO,1,20.0
OCC(O)COCC(O)C(O)CO,1,20.0
CCOCCOCC(O)C(O)CO,1,20.0
OCOCCOCC(O)C(O)CO,1,20.0
OCCCCOCC(O)C(O)CO,1,20.0
CC(O)CCOCC(O)C(O)CO,1,20.0
CCC(O)COCC(O)C(O)CO,1,20.0
CC(O)C(C)OC(O)CC(O)CO,1,20.0
COCC(C)OC(O)CC(O)CO,1,20.0
CCC(CO)OC(O)CC(O)CO,1,20.0
OCC(O)CC(O)OC(CO)CO,1,20.0
CCC(CC)OC(O)CC(O)CO,1,20.0
CC(CCO)OC(O)CC(O)CO,1,20.0
CCCC(C)OC(O)CC(O)CO,1,20.0
COC(C)COC(O)CC(O)CO,1,20.0
OCC(O)COC(O)CC(O)CO,1,20.0
CCOCCOC(O)CC(O)CO,1,20.0
OCOCCOC(O)CC(O)CO,1,20.0
OCCCCOC(O)CC(O)CO,1,20.0
CC(O)CCOC(O)CC(O)CO,1,20.0
CCC(O)COC(O)CC(O)CO,1,20.0
COC(C)C(C)OCCC(O)CO,1,20.0
CCC(OCCC(O)CO)C(C)O,1,20.0
CC(O)C(CO)OCCC(O)CO,1,20.0
CC(OCCC(O)CO)C(O)CO,1,20.0
OCC(O)CCOC1CCCOC1,1,20.0
CC(COCO)OCCC(O)CO,1,20.0
COCC(CO)OCCC(O)CO,1,20.0
OCCC(CO)OCCC(O)CO,1,20.0
CCCC(CC)OCCC(O)CO,1,20.0
CCC(CCO)OCCC(O)CO,1,20.0
CC(CCCO)OCCC(O)CO,1,20.0
CC(O)CC(C)OCCC(O)CO,1,20.0
CCC(O)C(C)OCCC(O)CO,1,20.0
CCOC(C)COCCC(O)CO,1,20.0
CC(COCCC(O)CO)OCO,1,20.0
COC(CO)COCCC(O)CO,1,20.0
CC(O)OCCOCCC(O)CO,1,20.0
OCCOCCOCCC(O)CO,1,20.0
OCC(O)CCOCCCC(O)O,1,20.0
OCC(O)CCOCCC(O)CO,1,20.0
OCCC(O)COCCC(O)CO,1,20.0
CC(O)C(O)COCCC(O)CO,1,20.0
CC(O)C(C)OC(O)C(O)CCO,1,20.0
COCC(C)OC(O)C(O)CCO,1,20.0
CCC(CO)OC(O)C(O)CCO,1,20.0
OCCC(O)C(O)OC(CO)CO,1,20.0
CCC(CC)OC(O)C(O)CCO,1,20.0
CC(CCO)OC(O)C(O)CCO,1,20.0
CCCC(C)OC(O)C(O)CCO,1,20.0
COC(C)COC(O)C(O)CCO,1,20.0
OCCC(O)C(O)OCC(O)CO,1,20.0
CCOCCOC(O)C(O)CCO,1,20.0
OCCC(O)C(O)OCCOCO,1,20.0
OCCCCOC(O)C(O)CCO,1,20.0
CC(O)CCOC(O)C(O)CCO,1,20.0
CCC(O)COC(O)C(O)CCO,1,20.0
COC(C)C(C)OCC(O)CCO,1,20.0
CCC(OCC(O)CCO)C(C)O,1,20.0
CC(O)C(CO)OCC(O)CCO,1,20.0
CC(OCC(O)CCO)C(O)CO,1,20.0
OCCC(O)COC1CCCOC1,1,20.0
CC(COCO)OCC(O)CCO,1,20.0
COCC(CO)OCC(O)CCO,1,20.0
OCCC(O)COC(CO)CCO,1,20.0
CCCC(CC)OCC(O)CCO,1,20.0
CCC(CCO)OCC(O)CCO,1,20.0
CC(CCCO)OCC(O)CCO,1,20.0
CC(O)CC(C)OCC(O)CCO,1,20.0
CCC(O)C(C)OCC(O)CCO,1,20.0
CCOC(C)COCC(O)CCO,1,20.0
CC(COCC(O)CCO)OCO,1,20.0
COC(CO)COCC(O)CCO,1,20.0
CC(O)OCCOCC(O)CCO,1,20.0
OCCOCCOCC(O)CCO,1,20.0
OCCC(O)COCCCC(O)O,1,20.0
OCCC(O)COCC(O)CCO,1,20.0
CC(O)C(O)COCC(O)CCO,1,20.0
COC(C)C(C)OC(O)CCCO,1,20.0
CCC(OC(O)CCCO)C(C)O,1,20.0
CC(O)C(CO)OC(O)CCCO,1,20.0
CC(OC(O)CCCO)C(O)CO,1,20.0
OCCCC(O)OC1CCCOC1,1,20.0
CC(COCO)OC(O)CCCO,1,20.0
COCC(CO)OC(O)CCCO,1,20.0
OCCCC(O)OC(CO)CCO,1,20.0
CCCC(CC)OC(O)CCCO,1,20.0
CCC(CCO)OC(O)CCCO,1,20.0
CC(CCCO)OC(O)CCCO,1,20.0
CC(O)CC(C)OC(O)CCCO,1,20.0
CCC(O)C(C)OC(O)CCCO,1,20.0
CCOC(C)COC(O)CCCO,1,20.0
CC(COC(O)CCCO)OCO,1,20.0
COC(CO)COC(O)CCCO,1,20.0
CC(O)OCCOC(O)CCCO,1,20.0
OCCCC(O)OCCOCCO,1,20.0
OCCCC(O)OCCCC(O)O,1,20.0
OCCCC(O)OCCC(O)CO,1,20.0
OCCCC(O)OCC(O)CCO,1,20.0
CC(O)C(O)COC(O)CCCO,1,20.0
CC1OCCCC1OCCCCO,1,20.0
CC(OCO)C(C)OCCCCO,1,20.0
COC(C)C(CO)OCCCCO,1,20.0
COC(CO)C(C)OCCCCO,1,20.0
CC(O)C(CCO)OCCCCO,1,20.0
CC(O)C(OCCCCO)C(C)O,1,20.0
CCC(OCCCCO)C(O)CO,1,20.0
OCCCCOC(CO)C(O)CO,1,20.0
OCCCCOC1CCC(O)OC1,1,20.0
OCCCCOC1COCC(O)C1,1,20.0
OCCCCOC1COCCC1O,1,20.0
OCCCCOC(CO)COCO,1,20.0
CCC(CCCO)OCCCCO,1,20.0
CCC(CC(C)O)OCCCCO,1,20.0
CCC(O)C(CC)OCCCCO,1,20.0
CCCC(CCO)OCCCCO,1,20.0
OCCCCOC(CCO)CCO,1,20.0
CC(CC(O)CO)OCCCCO,1,20.0
CC(OCCCCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCCCCO,1,20.0
CC(O)OC(C)COCCCCO,1,20.0
CC(COCCCCO)OCCO,1,20.0
CCOC(CO)COCCCCO,1,20.0
OCCCCOCC(CO)OCO,1,20.0
OCCCCOCCOC(O)CO,1,20.0
OCCCCOCCC(O)C(O)O,1,20.0
OCCCCOCC(O)CC(O)O,1,20.0
CC(O)C(C)OC(O)C(O)C(C)O,1,20.0
COCC(C)OC(O)C(O)C(C)O,1,20.0
CCC(CO)OC(O)C(O)C(C)O,1,20.0
CC(O)C(O)C(O)OC(CO)CO,1,20.0
CCC(CC)OC(O)C(O)C(C)O,1,20.0
CC(CCO)OC(O)C(O)C(C)O,1,20.0
CCCC(C)OC(O)C(O)C(C)O,1,20.0
COC(C)COC(O)C(O)C(C)O,1,20.0
CC(O)C(O)C(O)OCC(O)CO,1,20.0
CCOCCOC(O)C(O)C(C)O,1,20.0
CC(O)C(O)C(O)OCCOCO,1,20.0
CC(O)C(O)C(O)OCCCCO,1,20.0
CC(O)CCOC(O)C(O)C(C)O,1,20.0
CCC(O)COC(O)C(O)C(C)O,1,20.0
COC(C)C(C)OCC(O)C(C)O,1,20.0
CCC(OCC(O)C(C)O)C(C)O,1,20.0
CC(O)C(O)COC(CO)C(C)O,1,20.0
CC(O)C(O)COC(C)C(O)CO,1,20.0
CC(O)C(O)COC1CCCOC1,1,20.0
CC(COCO)OCC(O)C(C)O,1,20.0
COCC(CO)OCC(O)C(C)O,1,20.0
CC(O)C(O)COC(CO)CCO,1,20.0
CCCC(CC)OCC(O)C(C)O,1,20.0
CCC(CCO)OCC(O)C(C)O,1,20.0
CC(CCCO)OCC(O)C(C)O,1,20.0
CC(O)CC(C)OCC(O)C(C)O,1,20.0
CCC(O)C(C)OCC(O)C(C)O,1,20.0
CCOC(C)COCC(O)C(C)O,1,20.0
CC(COCC(O)C(C)O)OCO,1,20.0
COC(CO)COCC(O)C(C)O,1,20.0
CC(O)OCCOCC(O)C(C)O,1,20.0
CC(O)C(O)COCCOCCO,1,20.0
CC(O)C(O)COCCCC(O)O,1,20.0
CC(O)C(O)COCC(O)C(C)O,1,20.0
COC(C)C(C)OC(O)CC(C)O,1,20.0
CCC(OC(O)CC(C)O)C(C)O,1,20.0
CC(O)CC(O)OC(CO)C(C)O,1,20.0
CC(O)CC(O)OC(C)C(O)CO,1,20.0
CC(O)CC(O)OC1CCCOC1,1,20.0
CC(O)CC(O)OC(C)COCO,1,20.0
COCC(CO)OC(O)CC(C)O,1,20.0
CC(O)CC(O)OC(CO)CCO,1,20.0
CCCC(CC)OC(O)CC(C)O,1,20.0
CCC(CCO)OC(O)CC(C)O,1,20.0
CC(O)CC(O)OC(C)CCCO,1,20.0
CC(O)CC(C)OC(O)CC(C)O,1,20.0
CCC(O)C(C)OC(O)CC(C)O,1,20.0
CCOC(C)COC(O)CC(C)O,1,20.0
CC(O)CC(O)OCC(C)OCO,1,20.0
COC(CO)COC(O)CC(C)O,1,20.0
CC(O)CC(O)OCCOC(C)O,1,20.0
CC(O)CC(O)OCCOCCO,1,20.0
CC(O)CC(O)OCCCC(O)O,1,20.0
CC(O)CC(O)OCCC(O)CO,1,20.0
CC(O)CC(O)OCC(O)CCO,1,20.0
CC(O)CC(O)OCC(O)C(C)O,1,20.0
CC(O)CCOC1CCCOC1C,1,20.0
CC(O)CCOC(C)C(C)OCO,1,20.0
COC(C)C(CO)OCCC(C)O,1,20.0
COC(CO)C(C)OCCC(C)O,1,20.0
CC(O)CCOC(CCO)C(C)O,1,20.0
CC(O)CCOC(C(C)O)C(C)O,1,20.0
CCC(OCCC(C)O)C(O)CO,1,20.0
CC(O)CCOC(CO)C(O)CO,1,20.0
CC(O)CCOC1CCC(O)OC1,1,20.0
CC(O)CCOC1COCC(O)C1,1,20.0
CC(O)CCOC1COCCC1O,1,20.0
CC(O)CCOC(CO)COCO,1,20.0
CCC(CCCO)OCCC(C)O,1,20.0
CCC(CC(C)O)OCCC(C)O,1,20.0
CCC(O)C(CC)OCCC(C)O,1,20.0
CCCC(CCO)OCCC(C)O,1,20.0
CC(O)CCOC(CCO)CCO,1,20.0
CC(O)CCOC(C)CC(O)CO,1,20.0
CC(O)CCOC(C)C(O)CCO,1,20.0
CC(O)CCOC(C)C(O)C(C)O,1,20.0
CC(O)CCOCC(C)OC(C)O,1,20.0
CC(O)CCOCC(C)OCCO,1,20.0
CCOC(CO)COCCC(C)O,1,20.0
CC(O)CCOCC(CO)OCO,1,20.0
CC(O)CCOCCOC(O)CO,1,20.0
CC(O)CCOCCC(O)C(O)O,1,20.0
CC(O)CCOCC(O)CC(O)O,1,20.0
CCC(O)C(O)OC(C)C(C)OC,1,20.0
CCC(O)C(O)OC(CC)C(C)O,1,20.0
CCC(O)C(O)OC(CO)C(C)O,1,20.0
CCC(O)C(O)OC(C)C(O)CO,1,20.0
CCC(O)C(O)OC1CCCOC1,1,20.0
CCC(O)C(O)OC(C)COCO,1,20.0
CCC(O)C(O)OC(CO)COC,1,20.0
CCC(O)C(O)OC(CO)CCO,1,20.0
CCCC(CC)OC(O)C(O)CC,1,20.0
CCC(CCO)OC(O)C(O)CC,1,20.0
CCC(O)C(O)OC(C)CCCO,1,20.0
CCC(O)C(O)OC(C)CC(C)O,1,20.0
CCC(O)C(C)OC(O)C(O)CC,1,20.0
CCOC(C)COC(O)C(O)CC,1,20.0
CCC(O)C(O)OCC(C)OCO,1,20.0
CCC(O)C(O)OCC(CO)OC,1,20.0
CCC(O)C(O)OCCOC(C)O,1,20.0
CCC(O)C(O)OCCOCCO,1,20.0
CCC(O)C(O)OCCCC(O)O,1,20.0
CCC(O)C(O)OCCC(O)CO,1,20.0
CCC(O)C(O)OCC(O)CCO,1,20.0
CCC(O)C(O)OCC(O)C(C)O,1,20.0
CCC(O)COC1CCCOC1C,1,20.0
CCC(O)COC(C)C(C)OCO,1,20.0
CCC(O)COC(CO)C(C)OC,1,20.0
CCC(O)COC(C)C(CO)OC,1,20.0
CCC(O)COC(CCO)C(C)O,1,20.0
CCC(O)COC(C(C)O)C(C)O,1,20.0
CCC(O)COC(CC)C(O)CO,1,20.0
CCC(O)COC(CO)C(O)CO,1,20.0
CCC(O)COC1CCC(O)OC1,1,20.0
CCC(O)COC1COCC(O)C1,1,20.0
CCC(O)COC1COCCC1O,1,20.0
CCC(O)COC(CO)COCO,1,20.0
CCC(O)COC(CC)CCCO,1,20.0
CCC(O)COC(CC)CC(C)O,1,20.0
CCC(O)COC(CC)C(O)CC,1,20.0
CCCC(CCO)OCC(O)CC,1,20.0
CCC(O)COC(CCO)CCO,1,20.0
